Failure_ID	ID	BreakDate	BreakYear	SourceTxt_ID	Material	InstallYear	Age	RR_Diameter	Length(ft)	OrgDiameter	OrgMaterial	OrgInstallYear	Status	BreakAge
236818	36148	57:00.0	2019	16-119-29911407	DI	2001	24	6	38.48	6	DI	2001	1	18
233265	36153	00:00.0	2017	16-119-29661410	DI	2001	24	8	13.2	8	DI	2001	1	16
234372	36189	00:00.0	2018	18-308-30130519	AC	1969	56	8	3741.68	8	AC	1969	1	49
238016	36189	00:00.0	2021	18-308-30130519	AC	1969	56	8	3741.68	8	AC	1969	1	52
239631	36189	30:00.0	2023	18-308-30130519	AC	1969	56	8	3741.68	8	AC	1969	1	54
239532	36189	30:00.0	2022	18-308-30130519	AC	1969	56	8	3741.68	8	AC	1969	1	53
239770	36189	30:00.0	2023	18-308-30130519	AC	1969	56	8	3741.68	8	AC	1969	1	54
239189	36189	30:00.0	2022	18-308-30130519	AC	1969	56	8	3741.68	8	AC	1969	1	53
240040	36189	30:00.0	2023	18-308-30130519	AC	1969	56	8	3741.68	8	AC	1969	1	54
237641	36201	30:00.0	2020	18-89-69375779	DI	1965	60	6	9.38	6	DI	NULL	1	55
233542	36213	00:00.0	2018	16-119-20659881	CI	NULL	NULL	6	86.79	6	CI	1948	0	NULL
233543	36213	00:00.0	2018	16-119-20659881	CI	NULL	NULL	6	86.79	6	CI	1948	0	NULL
233544	36213	00:00.0	2018	16-119-20659881	CI	NULL	NULL	6	86.79	6	CI	1948	0	NULL
235760	36248	00:00.0	2018	15-117-41603	AC	1951	74	6	1040.52	6	AC	1951	1	67
240488	36248	30:00.0	2024	15-117-41603	AC	1951	74	6	1040.52	6	AC	1951	1	73
240379	36248	30:00.0	2024	15-117-41603	AC	1951	74	6	1040.52	6	AC	1951	1	73
240403	36248	00:00.0	2024	15-117-41603	AC	1951	74	6	1040.52	6	AC	1951	1	73
237782	36251	00:00.0	2020	18-278-41606	GA	1949	76	2	610.64	2	GA	1949	1	71
238049	36251	00:00.0	2021	18-278-41606	GA	1949	76	2	610.64	2	GA	1949	1	72
233472	36251	00:00.0	2016	18-278-41606	GA	1949	76	2	610.64	2	GA	1949	1	67
234722	36273	00:00.0	2016	15-214-59878247	COP	NULL	NULL	1.5	235.58	1.5	COP	1989	0	NULL
234787	36274	00:00.0	2018	16-64-40419	COP	NULL	NULL	1.5	70.8	1.5	COP	2002	0	NULL
233353	36292	00:00.0	2014	18-149-40822	CI	1956	69	6	123.77	6	CI	1956	1	58
236418	36293	00:00.0	2017	18-327-21171181	PVC	1980	45	8	471.26	8	PVC	1980	1	37
234127	36309	00:00.0	2016	18-201-41201	DI	1999	26	6	547.13	6	AC	1999	1	17
238433	36309	30:00.0	2021	18-201-41201	DI	1999	26	6	547.13	6	AC	1999	1	22
239621	36309	30:00.0	2023	18-201-41201	DI	1999	26	6	547.13	6	AC	1999	1	24
239441	36309	00:00.0	2022	18-201-41201	DI	1999	26	6	547.13	6	AC	1999	1	23
232730	36313	00:00.0	2016	16-54-41206	PVC	1986	39	8	394	8	PVC	1986	1	30
232731	36313	00:00.0	2014	16-54-41206	PVC	1986	39	8	394	8	PVC	1986	1	28
239292	36319	00:00.0	2022	15-67-41213	AC	1965	60	6	97.84	6	AC	1965	1	57
238162	36328	00:00.0	2021	15-23-41626	COP	NULL	NULL	1.5	178.35	1.5	COP	1997	0	NULL
239823	36329	30:00.0	2023	15-162-41628	GA	1950	75	2	924.8	2	GA	1950	1	73
238776	36344	00:00.0	2022	18-195-40434	COP	NULL	NULL	1.5	226.74	1.5	COP	2000	0	NULL
236950	36344	52:00.0	2019	18-195-40434	COP	NULL	NULL	1.5	226.74	1.5	COP	2000	0	NULL
235882	36349	00:00.0	2014	15-219-14197892	AC	1950	75	6	1294.89	6	AC	1950	1	64
235883	36349	00:00.0	2014	15-219-14197892	AC	1950	75	6	1294.89	6	AC	1950	1	64
237901	36360	00:00.0	2021	18-159-40454	CI	1955	70	6	1908.59	6	CI	1955	1	66
240468	36363	00:00.0	2024	18-303-40842	AC	1964	61	6	579.31	6	AC	1964	1	60
239100	36375	30:00.0	2022	18-247WR72-0-2-1	AC	1962	63	6	1185.93	6	AC	1962	1	60
239122	36375	30:00.0	2022	18-247WR72-0-2-1	AC	1962	63	6	1185.93	6	AC	1962	1	60
237480	36375	00:00.0	2020	18-247WR72-0-2-1	AC	1962	63	6	1185.93	6	AC	1962	1	58
233755	36375	00:00.0	2018	18-247WR72-0-2-1	AC	1962	63	6	1185.93	6	AC	1962	1	56
233635	36389	00:00.0	2018	18-201-41228	DI	1999	26	8	75.46	8	DI	1999	1	19
232898	36391	00:00.0	2016	16-103-41232	PVC	1985	40	8	1095.75	8	PVC	1985	1	31
232899	36391	00:00.0	2018	16-103-41232	PVC	1985	40	8	1095.75	8	PVC	1985	1	33
237926	36391	30:00.0	2021	16-103-41232	PVC	1985	40	8	1095.75	8	PVC	1985	1	36
238415	36391	00:00.0	2021	16-103-41232	PVC	1985	40	8	1095.75	8	PVC	1985	1	36
233165	36406	00:00.0	2017	18-192-41653	AC	1968	57	8	49.2	8	AC	1968	1	49
236553	36407	00:00.0	2017	18-72-41655	PVC	1983	42	6	559.33	6	PVC	1983	1	34
240132	36411	10:00.0	2023	16-30-41659	CI	1972	53	8	14.6	8	CI	1972	1	51
238091	36424	00:00.0	2021	15-163-41675	AC	1953	72	6	1112.34	6	AC	1953	1	68
235791	36424	00:00.0	2015	15-163-41675	AC	1953	72	6	1112.34	6	AC	1953	1	62
233529	36430	00:00.0	2017	18-233-95333916	AC	1958	67	6	387.74	6	AC	1958	1	59
238203	36431	00:00.0	2021	16-34-40461	PVC	1981	44	8	1021.95	8	PVC	1981	1	40
237650	36431	00:00.0	2020	16-34-40461	PVC	1981	44	8	1021.95	8	PVC	1981	1	39
237537	36431	30:00.0	2020	16-34-40461	PVC	1981	44	8	1021.95	8	PVC	1981	1	39
239219	36431	30:00.0	2022	16-34-40461	PVC	1981	44	8	1021.95	8	PVC	1981	1	41
240081	36439	00:00.0	2023	15-61-40471	CI	1973	52	6	680.07	6	CI	1973	1	50
239638	36445	00:00.0	2023	18-238-40477	CI	1953	72	6	1143.21	6	CI	1953	1	70
234570	36445	00:00.0	2018	18-238-40477	CI	1953	72	6	1143.21	6	CI	1953	1	65
234571	36445	00:00.0	2019	18-238-40477	CI	1953	72	6	1143.21	6	CI	1953	1	66
233194	36500	00:00.0	2015	18-208-40478	CI	1971	54	6	1159.4	6	CI	1971	1	44
236201	36505	00:00.0	2015	15-221-79467005	AC	1962	63	6	1821.91	6	AC	1962	1	53
236202	36505	00:00.0	2016	15-221-79467005	AC	1962	63	6	1821.91	6	AC	1962	1	54
236203	36505	00:00.0	2018	15-221-79467005	AC	1962	63	6	1821.91	6	AC	1962	1	56
237134	36505	00:00.0	2024	15-221-79467005	AC	1962	63	6	1821.91	6	AC	1962	1	62
239231	36505	00:00.0	2022	15-221-79467005	AC	1962	63	6	1821.91	6	AC	1962	1	60
240446	36519	00:00.0	2024	15-212-PRE1947	CI	1947	78	6	1931.09	6	CI	PRE 1947	1	77
236801	36519	40:00.0	2020	15-212-PRE1947	CI	1947	78	6	1931.09	6	CI	PRE 1947	1	73
237827	36569	30:00.0	2021	18-307-41710	DI	1986	39	8	569.41	8	DI	1986	1	35
235970	36572	00:00.0	2017	15-170-41713	GA	NULL	NULL	2	594.65	2	GA	1947	0	NULL
233856	36607	00:00.0	2018	18-296-39673	DI	NULL	NULL	8	944.41	8	DI	1955	0	NULL
232809	36609	00:00.0	2018	16-69-39675	AC	1969	56	6	78.23	6	AC	1969	1	49
232837	36610	00:00.0	2014	16-60-39676	PVC	1983	42	8	268.9	8	PVC	1983	1	31
238841	36615	30:00.0	2022	16-10-39682	GA	1964	61	2	80.08	2	GA	1964	1	58
238838	36615	00:00.0	2022	16-10-39682	GA	1964	61	2	80.08	2	GA	1964	1	58
239763	36620	00:00.0	2023	15-159-39688	AC	1971	54	8	669.42	8	AC	1971	1	52
238310	36620	30:00.0	2021	15-159-39688	AC	1971	54	8	669.42	8	AC	1971	1	50
235723	36620	00:00.0	2017	15-159-39688	AC	1971	54	8	669.42	8	AC	1971	1	46
239272	36629	00:00.0	2022	18-342-39698	CI	1969	56	6	1153.62	6	CI	1969	1	53
239829	36639	00:00.0	2023	18-248-40117	AC	1965	60	6	1256.42	6	AC	1965	1	58
238324	36667	00:00.0	2021	15-37-38832	CI	1974	51	6	132.37	6	CI	1974	1	47
238366	36667	00:00.0	2021	15-37-38832	CI	1974	51	6	132.37	6	CI	1974	1	47
