ID	Diameter	Material	InstallYear	OrgMaterial	OrgInstallYear	OrgDiameter	Status	PP_INST_DT	Type	BreakYear	BreakDate	ValidBreak	FailureNotes	Failure_ID	BreakAge
5001	4	Cast Iron	1948	Cast Iron	1948	4	1	1948-01-01 00:00:00.000	Distribution	2002	2002-12-05 00:00:00.000	1	Weather Conditions, Circumferential	2030	54
5001	4	Cast Iron	1948	Cast Iron	1948	4	1	1948-01-01 00:00:00.000	Distribution	2016	2016-01-07 00:00:00.000	1	Weather Conditions	2633	68
5001	4	Cast Iron	1948	Cast Iron	1948	4	1	1948-01-01 00:00:00.000	Distribution	2020	2020-01-14 00:00:00.000	1	Circumferential	2813	72
5001	4	Cast Iron	1948	Cast Iron	1948	4	1	1948-01-01 00:00:00.000	Distribution	2020	2020-07-14 00:00:00.000	1	Corrosion, Circumferential	2830	72
5002	6	Cast Iron	1940	Cast Iron	1940	6	1	1940-01-01 00:00:00.000	Distribution	2003	2003-04-11 00:00:00.000	1	Weather Conditions, Circumferential	2060	63
5002	6	Cast Iron	1940	Cast Iron	1940	6	1	1940-01-01 00:00:00.000	Distribution	2007	2007-02-28 00:00:00.000	1	Weather Conditions, Circumferential	2248	67
5003	6	Cast Iron	1972	Cast Iron	1972	6	1	1972-01-01 00:00:00.000	Distribution	2014	2014-02-14 00:00:00.000	1	Circumferential	2556	42
5004	4	Cast Iron	1948	Cast Iron	1948	4	1	1948-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5005	8	Cast Iron	1941	Cast Iron	1941	8	1	1941-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5006	6	Cast Iron	1904	Cast Iron	1904	6	1	1904-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5007	8	Cast Iron	1941	Cast Iron	1941	8	1	1941-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5008	8	Cast Iron	1931	Cast Iron	1931	8	1	1931-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5009	8	Cast Iron	1931	Cast Iron	1931	8	1	1931-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5010	6	Cast Iron	1930	Cast Iron	1930	6	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5011	6	Cast Iron	1913	Cast Iron	1913	6	1	1913-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5012	8	Cast Iron	1913	Cast Iron	1913	8	1	1913-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5013	6	Cast Iron	1930	Cast Iron	1930	6	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5014	6	Cast Iron	1913	Cast Iron	1913	6	1	1913-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5015	10	Cast Iron	1930	Cast Iron	1930	10	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5016	10	Cast Iron	1930	Cast Iron	1930	10	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5017	8	Cast Iron	1930	Cast Iron	1930	8	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5018	6	Cast Iron	1913	Cast Iron	1913	6	1	1913-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5019	10	Cast Iron	1914	Cast Iron	1914	10	1	1914-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5020	10	Cast Iron	1930	Cast Iron	1930	10	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5021	6	Ductile Iron	1965	Ductile Iron	1965	6	1	1965-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5022	6	Ductile Iron	1985	Cast Iron	1985	6	1	1985-01-01 00:00:00.000	Distribution	2010	2010-10-23 00:00:00.000	1	Weather Conditions, Circumferential	2413	25
5023	6	Ductile Iron	1965	Ductile Iron	1965	6	1	1965-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5024	8	Cast Iron	1929	Cast Iron	1929	8	1	1929-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5025	6	Cast Iron	1929	Cast Iron	1929	6	1	1929-08-30 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5026	6	Cast Iron	1929	Cast Iron	1929	6	1	1929-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5027	6	Cast Iron	1929	Cast Iron	1929	6	1	1929-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5028	8	Ductile Iron	1994	unknown	1994	8	1	1994-01-13 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5029	7	Ductile Iron	1965	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5030	6	Ductile Iron	1992	unknown	1992	6	1	1992-05-05 00:00:00.000	Transmission	NULL	NULL	NULL	NULL	NULL	NULL
5031	1.5	Ductile Iron	1970	unknown	1970	1.5	1	1970-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5032	6	Ductile Iron	1972	unknown	1972	6	1	1972-06-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5033	6	Ductile Iron	1970	unknown	NULL	6	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5034	4	Ductile Iron	1973	Ductile Iron	1973	4	0	1973-06-01 00:00:00.000	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5035	6	Cast Iron	1947	Cast Iron	1947	6	1	1947-05-08 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5036	8	Ductile Iron	1965	Ductile Iron	NULL	8	0	NULL	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5037	8	Cast Iron	1900	Cast Iron	NULL	8	1	NULL	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5038	4	Cast Iron	1970	Cast Iron	1970	4	0	1970-10-01 00:00:00.000	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5039	7	Ductile Iron	1965	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5040	6	Ductile Iron	1979	Ductile Iron	1979	6	1	1979-03-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5041	12	Cast Iron	1899	unknown	NULL	12	1	NULL	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5042	8	Ductile Iron	1965	Ductile Iron	NULL	8	0	NULL	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5043	8	Cast Iron	1899	unknown	NULL	8	1	NULL	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5044	8	Ductile Iron	1965	Ductile Iron	NULL	8	0	NULL	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5045	1	Copper	1903	Copper	NULL	1	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5046	10	Ductile Iron	1965	Ductile Iron	NULL	10	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5047	10	Ductile Iron	1965	Ductile Iron	NULL	10	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5048	8	Ductile Iron	1965	Ductile Iron	NULL	8	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5049	8	Ductile Iron	1983	Ductile Iron	1983	8	1	1983-07-15 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5050	6	Cast Iron	1900	Cast Iron	NULL	6	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5051	6	Cast Iron	1972	Cast Iron	1972	6	0	1972-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5052	6	Cast Iron	1949	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5053	8	Ductile Iron	1985	Ductile Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5054	6	Cast Iron	1900	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5055	6	Ductile Iron	1965	Ductile Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5056	6	Ductile Iron	1965	Ductile Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5057	8	Ductile Iron	1965	Ductile Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5058	8	Cast Iron	1900	Cast Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5059	8	Ductile Iron	1983	Ductile Iron	1983	8	1	1983-07-15 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5060	6	Ductile Iron	1972	unknown	1972	6	1	1972-06-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5061	6	Ductile Iron	1972	Ductile Iron	1972	6	1	1972-01-19 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5062	4	Cast Iron	1949	Cast Iron	NULL	4	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5063	4	Cast Iron	1972	Cast Iron	1972	4	1	1972-06-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5064	6	Asbestos Cement	1940	Asbestos Cement	1940	6	1	1940-08-31 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5065	6	Cast Iron	1959	Cast Iron	1959	6	1	1959-08-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5066	6	Asbestos Cement	1959	Asbestos Cement	1959	6	1	1959-08-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5067	2	Cast Iron	1940	Cast Iron	1940	2	1	1940-08-31 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5068	6	Cast Iron	1940	Cast Iron	1940	6	1	1940-08-31 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5069	6	Cast Iron	1972	Cast Iron	1972	6	1	1972-06-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5070	6	Cast Iron	1972	Cast Iron	1972	6	1	1972-06-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5071	6	Cast Iron	1972	Cast Iron	1972	6	1	1972-06-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5072	4	Cast Iron	1972	Cast Iron	1972	4	1	1972-06-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5073	6	Cast Iron	1964	Ductile Iron	1964	6	1	1964-01-03 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5074	6	Cast Iron	1964	Ductile Iron	1964	6	1	1964-01-03 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5075	6	Cast Iron	1964	Ductile Iron	1964	6	1	1964-01-03 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5076	6	Cast Iron	1964	unknown	1964	6	1	1964-01-03 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5077	6	Cast Iron	1967	Cast Iron	1967	6	1	1967-10-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5078	6	Cast Iron	1967	Cast Iron	1967	6	1	1967-10-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5079	8	Ductile Iron	1988	Cast Iron	1988	8	1	1988-08-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5080	6	Cast Iron	1963	Ductile Iron	1963	6	1	1963-12-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5081	6	Cast Iron	1963	unknown	1963	6	1	1963-12-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5082	6	Cast Iron	1963	Cast Iron	1963	6	1	1963-11-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5083	6	Cast Iron	1963	unknown	1963	6	1	1963-11-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5084	6	Ductile Iron	1965	Ductile Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5085	6	Cast Iron	1900	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5086	6	Cast Iron	1963	Cast Iron	1963	6	1	1963-11-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5087	6	Cast Iron	1963	Ductile Iron	1963	6	1	1963-12-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5088	6	Ductile Iron	1965	Ductile Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5089	6	Ductile Iron	1967	Ductile Iron	1967	6	1	1967-10-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5090	6	Ductile Iron	1967	Ductile Iron	1967	6	1	1967-10-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5091	6	Cast Iron	1965	Cast Iron	1965	6	1	1965-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5092	6	Ductile Iron	1965	Ductile Iron	1965	6	1	1965-12-16 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5093	6	Cast Iron	1963	unknown	1963	6	1	1963-12-01 00:00:00.000	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5094	6	Cast Iron	1963	unknown	1963	6	1	1963-11-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5095	6	Ductile Iron	1991	unknown	1991	6	1	1991-03-11 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5096	6	Cast Iron	1959	Cast Iron	1959	6	1	1959-01-01 00:00:00.000	Distribution	2012	2012-10-01 00:00:00.000	1	Circumferential	2472	53
5097	4	Ductile Iron	1965	Ductile Iron	NULL	4	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5098	6	Cast Iron	1963	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5099	6	Cast Iron	1963	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5100	6	Cast Iron	1937	Cast Iron	1937	6	1	1937-08-28 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5101	0.75	Copper	1903	Copper	NULL	0.75	0	NULL	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5102	8	Ductile Iron	1987	unknown	1987	8	1	1987-05-24 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5103	6	Cast Iron	1900	Cast Iron	NULL	6	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5104	10	Cast Iron	1950	unknown	NULL	10	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5105	8	Ductile Iron	1997	Ductile Iron	1997	8	1	1997-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5106	6	Cast Iron	1899	unknown	NULL	6	1	NULL	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5107	24	Cast Iron	1952	unknown	NULL	24	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5108	16	Cast Iron	1952	unknown	NULL	16	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5109	24	Ductile Iron	1983	unknown	NULL	24	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5110	24	Ductile Iron	1983	unknown	NULL	24	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5111	24	Ductile Iron	1983	unknown	NULL	24	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5112	24	Ductile Iron	1983	unknown	NULL	24	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5113	24	Cast Iron	1952	unknown	NULL	24	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5114	4	Cast Iron	1950	unknown	NULL	4	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5115	16	Cast Iron	1952	unknown	NULL	16	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5116	12	Cast Iron	1936	unknown	1936	12	1	1936-04-02 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5117	6	Cast Iron	1908	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5118	6	Cast Iron	1908	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5119	6	Cast Iron	1899	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5120	6	Cast Iron	1908	unknown	NULL	6	1	NULL	Distribution	2016	2016-02-03 00:00:00.000	1	Circumferential	2638	108
5121	6	Cast Iron	1908	Cast Iron	1908	6	1	1908-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5122	6	Cast Iron	1952	unknown	1952	6	1	1952-10-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5123	6	Cast Iron	1952	unknown	1952	6	1	1952-10-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5124	8	Cast Iron	1937	unknown	1937	8	1	1937-10-05 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5125	6	Cast Iron	1937	unknown	1937	6	1	1937-10-05 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5126	6	Cast Iron	1920	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5127	1	Cast Iron	1909	unknown	NULL	1	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5128	6	Cast Iron	1899	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5129	12	Ductile Iron	1988	Ductile Iron	1988	12	1	1988-05-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5130	6	Ductile Iron	1988	unknown	1988	6	1	1988-05-01 00:00:00.000	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5131	4	Cast Iron	1899	unknown	NULL	4	1	NULL	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5132	6	Cast Iron	1899	unknown	NULL	6	1	NULL	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5133	6	Cast Iron	1930	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5134	6	Cast Iron	1904	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5135	6	Ductile Iron	1983	unknown	1983	6	1	1983-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5136	6	Cast Iron	1914	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5137	6	Cast Iron	1920	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5138	6	Cast Iron	1920	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5139	6	Cast Iron	1912	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5140	6	Cast Iron	1920	unknown	NULL	6	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5141	8	Cast Iron	1920	unknown	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5142	8	Cast Iron	1899	unknown	NULL	8	1	NULL	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5143	2	Cast Iron	1899	unknown	NULL	2	1	NULL	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5144	6	Cast Iron	1920	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5145	6	Cast Iron	1920	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5146	6	Cast Iron	1920	unknown	NULL	6	1	NULL	Distribution	2023	2023-03-16 00:00:00.000	1	Old Pipe, Circumferential	2942	103
5147	1	Cast Iron	1900	unknown	NULL	1	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5148	6	Asbestos Cement	1947	Asbestos Cement	1947	6	1	1947-01-01 00:00:00.000	Distribution	2003	2003-12-04 00:00:00.000	1	Weather Conditions, Circumferential	2079	56
5148	6	Asbestos Cement	1947	Asbestos Cement	1947	6	1	1947-01-01 00:00:00.000	Distribution	2008	2008-01-23 00:00:00.000	1	Weather Conditions, Circumferential	2281	61
5149	6	Cast Iron	1950	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5150	4	Cast Iron	1899	unknown	NULL	4	1	NULL	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
5151	8	Cast Iron	1962	unknown	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5152	12	Ductile Iron	2000	unknown	NULL	12	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5153	6	Ductile Iron	1965	Ductile Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5154	6	Ductile Iron	1965	Ductile Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5155	8	Ductile Iron	1965	Ductile Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5156	8	Ductile Iron	1965	Ductile Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5157	8	Ductile Iron	1995	unknown	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5158	8	Ductile Iron	1965	Ductile Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5159	8	Ductile Iron	1965	Ductile Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5160	8	Ductile Iron	1965	Ductile Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5161	8	Ductile Iron	1965	Ductile Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5162	8	Ductile Iron	1974	Ductile Iron	1974	8	1	1974-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5163	8	Ductile Iron	1974	Ductile Iron	1974	8	1	1974-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5164	8	Ductile Iron	1974	Ductile Iron	1974	8	1	1974-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5165	8	Ductile Iron	1965	Ductile Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5166	8	Ductile Iron	1977	Ductile Iron	1977	8	1	1977-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5167	8	Ductile Iron	1979	Ductile Iron	1979	8	1	1979-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5168	6	Ductile Iron	1977	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5169	8	Ductile Iron	1979	Ductile Iron	1979	8	1	1979-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5170	6	Ductile Iron	1977	unknown	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5171	6	Cast Iron	1974	Cast Iron	1974	6	1	1974-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5172	6	Cast Iron	1974	Cast Iron	1974	6	1	1974-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5173	6	Cast Iron	1965	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5174	6	Cast Iron	1966	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5175	12	Ductile Iron	1994	Cast Iron	1994	12	1	1994-01-13 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5176	8	Cast Iron	1966	Cast Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5177	6	Cast Iron	1966	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5178	8	Ductile Iron	1965	Ductile Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5179	8	Ductile Iron	1967	Ductile Iron	1967	8	1	1967-10-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5180	8	Ductile Iron	1976	Ductile Iron	1976	8	1	1976-09-16 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5181	6	Ductile Iron	1967	Ductile Iron	1967	6	1	1967-10-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5182	6	Ductile Iron	1967	Ductile Iron	1967	6	1	1967-10-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5183	6	Ductile Iron	1967	Ductile Iron	1967	6	1	1967-10-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5184	6	Ductile Iron	1967	Ductile Iron	1967	6	1	1967-10-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5185	6	Cast Iron	1967	Cast Iron	1967	6	1	1967-10-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5186	6	Cast Iron	1967	Cast Iron	1967	6	1	1967-10-01 00:00:00.000	Distribution	2015	2015-02-06 00:00:00.000	1	NULL	2598	48
5187	6	Asbestos Cement	1973	Asbestos Cement	1973	6	1	1973-06-28 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5188	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5189	8	Ductile Iron	1965	Ductile Iron	NULL	8	1	NULL	Distribution	2019	2019-05-17 00:00:00.000	0	Human Error, Longitudinal	2781	54
5190	8	Cast Iron	1970	Cast Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5191	8	Cast Iron	1970	Cast Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5192	8	Cast Iron	1970	Cast Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5193	8	Cast Iron	1970	Cast Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5194	8	Ductile Iron	1965	Ductile Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5195	16	Ductile Iron	2001	Ductile Iron	2001	16	1	2001-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
5196	16	Ductile Iron	2001	Ductile Iron	2001	16	1	2001-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
