ID	Diameter	Material	InstallYear	OrgMaterial	OrgInstallYear	OrgDiameter	Status	PP_INST_DT	Type	BreakYear	BreakDate	ValidBreak	FailureNotes	Failure_ID	BreakAge
7822	6	Cast Iron	1960	Cast Iron	1960	6	1	1960-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7823	8	Cast Iron	1960	NULL	NULL	8	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7824	12	Cast Iron	1960	NULL	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7825	3	Cast Iron	1960	NULL	NULL	3	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7826	12	Cast Iron	1960	Ductile Iron	1960	12	1	1960-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7827	4	Cast Iron	1960	NULL	NULL	4	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7828	12	Cast Iron	1960	NULL	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7829	8	Cast Iron	1960	NULL	NULL	8	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7830	8	Cast Iron	1960	NULL	NULL	8	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7831	12	Cast Iron	1960	NULL	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7832	8	Cast Iron	1960	NULL	NULL	8	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7833	8	Cast Iron	1960	NULL	NULL	8	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7834	4	Ductile Iron	1970	Ductile Iron	1970	4	1	1970-01-01 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7835	4	Ductile Iron	1970	Ductile Iron	1970	4	1	1970-01-01 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7836	6	Cast Iron	1929	Cast Iron	1929	6	1	1929-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7837	6	Cast Iron	1929	Cast Iron	1929	6	1	1929-01-01 00:00:00.000	Distribution	2013	2013-01-28 00:00:00.000	1	Weather Conditions, Circumferential	2506	84
7837	6	Cast Iron	1929	Cast Iron	1929	6	1	1929-01-01 00:00:00.000	Distribution	2018	2018-02-09 00:00:00.000	1	Circumferential	2721	89
7837	6	Cast Iron	1929	Cast Iron	1929	6	1	1929-01-01 00:00:00.000	Distribution	2021	2021-12-09 00:00:00.000	1	Circumferential	2892	92
7838	6	Cast Iron	1929	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7839	6	Cast Iron	1929	Cast Iron	NULL	6	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7840	6	Cast Iron	1929	Cast Iron	NULL	6	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7841	6	Cast Iron	1972	Cast Iron	1972	6	1	1972-06-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7842	6	Cast Iron	1972	Cast Iron	1972	6	1	1972-01-01 00:00:00.000	Distribution	2005	2005-11-19 00:00:00.000	1	Weather Conditions, Circumferential	2190	33
7842	6	Cast Iron	1972	Cast Iron	1972	6	1	1972-01-01 00:00:00.000	Distribution	2010	2010-01-22 00:00:00.000	1	Weather Conditions, Circumferential	2390	38
7842	6	Cast Iron	1972	Cast Iron	1972	6	1	1972-01-01 00:00:00.000	Distribution	2011	2011-02-09 00:00:00.000	1	Weather Conditions, Circumferential	2437	39
7842	6	Cast Iron	1972	Cast Iron	1972	6	1	1972-01-01 00:00:00.000	Distribution	2018	2018-07-02 00:00:00.000	1	Corrosion, Seperation of pipe	2734	46
7843	6	Cast Iron	1972	Cast Iron	1972	6	1	1972-06-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7844	6	Cast Iron	1965	Cast Iron	1965	6	1	1965-01-01 00:00:00.000	Distribution	2010	2010-08-24 00:00:00.000	1	Weather Conditions, Circumferential	2404	45
7845	7	Ductile Iron	1965	Ductile Iron	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7846	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7847	6	Ductile Iron	1965	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7848	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7849	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7850	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7851	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7852	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7853	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7854	6	Cast Iron	1930	Cast Iron	NULL	6	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7855	6	Cast Iron	1930	Cast Iron	1930	6	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7856	6	Ductile Iron	2019	Ductile Iron	2019	6	1	2019-03-04 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7857	6	Ductile Iron	2019	Ductile Iron	2019	6	1	2019-03-06 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7858	12	Cast Iron	1970	Cast Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7859	12	Cast Iron	1970	Cast Iron	1970	12	1	1970-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7860	12	Ductile Iron	2004	Ductile Iron	2004	12	1	2004-11-30 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7861	12	Ductile Iron	2004	Ductile Iron	2004	12	1	2004-11-30 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7862	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7863	8	Ductile Iron	1965	Ductile Iron	NULL	8	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7864	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7865	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7866	2	Galvanized	1909	Galvanized	1909	2	1	1909-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7867	10	Cast Iron	1907	Cast Iron	NULL	10	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7868	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7869	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7870	6	Cast Iron	1947	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7871	8	Cast Iron	1929	Cast Iron	1929	8	1	1929-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7872	1	Copper	2019	Copper	2019	1	1	2019-03-14 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7873	1	Copper	2019	Copper	2019	1	1	2019-03-14 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7874	1	Galvanized	1925	Galvanized	1925	1	1	1925-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7875	6	Ductile Iron	2019	Ductile Iron	2019	6	1	2019-03-07 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7876	2	Cast Iron	1932	Cast Iron	1932	2	1	1932-01-01 00:00:00.000	Distribution	2004	2004-12-13 00:00:00.000	1	Weather Conditions, Circumferential	2146	72
7876	2	Cast Iron	1932	Cast Iron	1932	2	1	1932-01-01 00:00:00.000	Distribution	2014	2014-01-30 00:00:00.000	1	Weather Conditions	2549	82
7877	6	Cast Iron	1972	Cast Iron	1972	6	1	1972-03-03 00:00:00.000	Distribution	2022	2022-01-03 00:00:00.000	1	Weather Conditions, Circumferential	2898	50
7878	6	Ductile Iron	1965	Ductile Iron	NULL	6	1	NULL	NULL	2019	2019-06-11 00:00:00.000	1	Maintenance, Water Main Upgrade	2786	54
7879	6	Ductile Iron	1965	Ductile Iron	NULL	6	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7880	6	Ductile Iron	2019	Ductile Iron	2019	6	1	2019-03-21 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7881	6	Cast Iron	1931	Cast Iron	1931	6	1	1931-01-01 00:00:00.000	Distribution	2020	2020-05-11 00:00:00.000	1	Corrosion, hole in pipe	2825	89
7881	6	Cast Iron	1931	Cast Iron	1931	6	1	1931-01-01 00:00:00.000	Distribution	2021	2021-11-26 00:00:00.000	1	Circumferential	2891	90
7882	6	Ductile Iron	2019	Ductile Iron	2019	6	1	2019-04-05 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7883	6	Ductile Iron	2019	Ductile Iron	2019	6	1	2019-04-05 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7884	6	Ductile Iron	2019	Ductile Iron	2019	6	1	2019-04-05 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7885	12	Cast Iron	1914	Cast Iron	1914	12	0	1914-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7886	12	Cast Iron	1920	Ductile Iron	1920	12	0	1920-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7887	6	Cast Iron	1916	Cast Iron	1916	6	0	1916-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7888	6	Cast Iron	1929	Cast Iron	1929	6	1	1929-01-01 00:00:00.000	Distribution	2015	2015-01-01 00:00:00.000	1	Weather Conditions, Circumferential	2586	86
7888	6	Cast Iron	1929	Cast Iron	1929	6	1	1929-01-01 00:00:00.000	Distribution	2015	2015-03-06 00:00:00.000	1	Weather Conditions, Circumferential	2605	86
7889	16	Cast Iron	1909	Ductile Iron	1909	16	0	1909-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7890	4	Cast Iron	1916	Cast Iron	1916	4	0	1916-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7891	4	Cast Iron	1916	Cast Iron	1916	4	0	1916-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7892	6	Cast Iron	1965	Cast Iron	1965	6	1	1965-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7893	6	Cast Iron	1916	Cast Iron	1916	6	0	1916-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7894	6	Cast Iron	1958	Cast Iron	1958	6	0	1958-01-01 00:00:00.000	Distribution	2007	2007-12-06 00:00:00.000	1	Weather Conditions, Circumferential	2269	49
7895	6	Ductile Iron	1965	Ductile Iron	NULL	6	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7896	6	Cast Iron	1941	Ductile Iron	1941	6	0	1941-01-04 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7897	6	Ductile Iron	1965	Ductile Iron	NULL	6	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7898	16	Cast Iron	1937	Cast Iron	1937	16	0	1937-10-05 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7899	6	Cast Iron	1909	unknown	NULL	6	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7900	6	Cast Iron	1909	unknown	NULL	6	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7901	6	Cast Iron	1960	Cast Iron	1960	6	1	1960-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7902	4	Cast Iron	1941	Cast Iron	1941	4	0	1941-06-11 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7903	16	Cast Iron	1937	unknown	1937	16	0	1937-10-05 00:00:00.000	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
7904	8	Cast Iron	1937	unknown	1937	8	0	1937-10-05 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7905	6	Cast Iron	1937	unknown	1937	6	0	1937-10-05 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7906	6	Cast Iron	1937	unknown	1937	6	0	1937-10-05 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7907	4	Cast Iron	1916	unknown	NULL	4	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7908	6	Cast Iron	1916	unknown	NULL	6	0	NULL	Distribution	2016	2016-01-12 00:00:00.000	1	Weather Conditions, Circumferential	2634	100
7909	6	Cast Iron	1909	unknown	NULL	6	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7910	12	Cast Iron	1914	unknown	NULL	12	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7911	4	Cast Iron	1937	Cast Iron	1937	4	0	1937-10-05 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7912	4	Cast Iron	1916	Cast Iron	NULL	4	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7913	6	Cast Iron	1908	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7914	6	Cast Iron	1972	Cast Iron	1972	6	1	1972-02-28 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7915	6	Cast Iron	1958	Cast Iron	1958	6	0	1958-10-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7916	6	Ductile Iron	1970	NULL	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7917	8	Ductile Iron	2006	Ductile Iron	2006	8	0	2006-01-01 00:00:00.000	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
7918	8	Ductile Iron	2005	NULL	2005	8	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7919	8	Ductile Iron	2005	Ductile Iron	2005	8	0	2005-02-25 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7920	8	Ductile Iron	2005	NULL	2005	8	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7921	6	Ductile Iron	2005	NULL	2005	6	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7922	8	Ductile Iron	2005	NULL	2005	8	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7923	6	Ductile Iron	2005	NULL	2005	6	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7924	8	Ductile Iron	2005	Ductile Iron	2005	8	0	2005-02-25 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7925	8	Ductile Iron	2005	NULL	2005	8	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7926	8	Ductile Iron	2005	NULL	2005	8	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7927	4	Ductile Iron	2005	NULL	2005	4	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7928	4	Ductile Iron	2005	NULL	2005	4	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7929	4	Ductile Iron	2005	NULL	2005	4	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7930	3	Ductile Iron	2005	NULL	2005	3	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7931	7	Ductile Iron	2005	NULL	2005	NULL	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7932	3	Ductile Iron	2005	NULL	2005	3	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7933	4	Ductile Iron	2005	Ductile Iron	2005	4	0	2005-02-25 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7934	8	Ductile Iron	2005	NULL	2005	8	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7935	4	Ductile Iron	2005	NULL	2005	4	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7936	7	Ductile Iron	2005	NULL	2005	NULL	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7937	4	Ductile Iron	2005	NULL	2005	4	0	2005-02-25 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7938	2	Cast Iron	1932	Cast Iron	1932	2	1	1932-01-01 00:00:00.000	Distribution	2018	2018-10-30 00:00:00.000	0	Human Error, Split at Corporation	2742	86
7939	4	Cast Iron	1932	Cast Iron	1932	4	1	1932-01-01 00:00:00.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7940	6	Cast Iron	1970	Cast Iron	1970	6	1	1970-01-01 00:00:00.000		NULL	NULL	NULL	NULL	NULL	NULL
7941	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7942	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7943	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7944	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7945	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7946	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7947	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7948	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7949	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7950	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7951	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7952	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7953	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7954	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7955	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7956	12	Ductile Iron	1965	Ductile Iron	NULL	12	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7957	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7958	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7959	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7960	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7961	6	Cast Iron	1935	Cast Iron	1935	6	1	1935-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7962	6	Cast Iron	1935	Cast Iron	1935	6	1	1935-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7963	2	Cast Iron	1935	NULL	NULL	2	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7964	2	Cast Iron	1935	Cast Iron	1935	2	1	1935-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7965	2	Cast Iron	1958	NULL	1958	2	1	1958-01-01 00:00:00.000	Distribution	2009	2009-12-28 00:00:00.000	1	Weather Conditions, Circum. and Longitudinal	2340	51
7966	4	Cast Iron	1935	Cast Iron	NULL	4	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7967	4	Cast Iron	1958	Cast Iron	1958	4	1	1958-01-01 00:00:00.000	Distribution	2006	2006-10-18 00:00:00.000	1	Weather Conditions, Circumferential	2218	48
7968	2	Cast Iron	1935	Cast Iron	1935	2	1	1935-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7969	6	Cast Iron	1958	Cast Iron	1958	6	1	1958-01-01 00:00:00.000	Distribution	2004	2004-02-09 00:00:00.000	1	Weather Conditions, Circumferential	2100	46
7970	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7971	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7972	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7973	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7974	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7975	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7976	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7977	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7978	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7979	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7980	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7981	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7982	8	Ductile Iron	1965	Ductile Iron	NULL	8	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7983	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7984	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7985	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7986	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7987	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7988	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7989	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7990	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7991	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7992	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7993	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7994	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7995	6	Cast Iron	1900	Cast Iron	1900	6	1	1900-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7996	6	Cast Iron	1907	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
7997	6	Cast Iron	1907	Cast Iron	1907	6	1	1907-01-01 00:00:00.000	Distribution	2001	2001-11-05 00:00:00.000	1	Weather Conditions, Circumferential	1982	94
7997	6	Cast Iron	1907	Cast Iron	1907	6	1	1907-01-01 00:00:00.000	Distribution	2019	2019-07-24 00:00:00.000	1	Corrosion, hole in pipe	2791	112
7998	16	Cast Iron	1907	Cast Iron	NULL	16	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7999	16	Cast Iron	1907	Cast Iron	1907	16	1	1907-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
8000	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8001	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8002	12	Ductile Iron	1965	Ductile Iron	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8003	8	Ductile Iron	1986	Ductile Iron	1986	8	1	1986-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
8004	8	Ductile Iron	1986	Asbestos Cement	1986	8	1	1986-06-16 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
8005	8	Ductile Iron	1986	Ductile Iron	1986	8	1	1986-06-16 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
8006	8	Ductile Iron	1985	Ductile Iron	1985	8	1	1985-02-12 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
8007	8	Ductile Iron	1986	Asbestos Cement	1986	8	1	1986-12-12 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
8008	8	Ductile Iron	1989	Asbestos Cement	1989	8	1	1989-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
8009	8	Ductile Iron	1970	Ductile Iron	1970	8	1	1970-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
8010	0.75	Copper	1903	Copper	NULL	0.75	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
8011	0.75	Copper	1903	Copper	NULL	0.75	0	NULL	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
8012	8	Ductile Iron	1965	Ductile Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
