ID	Diameter	Material	InstallYear	OrgMaterial	OrgInstallYear	OrgDiameter	Status	INSTALLDAT	BreakYear	BreakDate	Failure_ID	BreakAge
7314	6	CI	1954	CI	1954	6	1	1954-12-31 00:00:00.0000000	NULL	NULL	NULL	NULL
7315	6	PVC	1980	PVC	1980	6	1	1980-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7316	8	PVC	2005	PVC	2005	8	1	2005-07-30 00:00:00.0000000	NULL	NULL	NULL	NULL
7317	6	PVC	1988	PVC	1988	6	1	1988-05-18 00:00:00.0000000	NULL	NULL	NULL	NULL
7318	12	PVC	1981	PVC	1981	12	1	1981-06-18 00:00:00.0000000	NULL	NULL	NULL	NULL
7319	12	DI	1981	DI	1981	12	1	1981-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7320	12	PVC	1981	PVC	1981	12	1	1981-07-08 00:00:00.0000000	NULL	NULL	NULL	NULL
7321	2	CI	1950	CI	1950	2	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7322	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7323	6	CI	1951	CI	1951	6	1	1951-06-19 00:00:00.0000000	NULL	NULL	NULL	NULL
7324	6	CI	1973	CI	1973	6	1	1973-07-03 00:00:00.0000000	NULL	NULL	NULL	NULL
7325	6	CI	1975	CI	1975	6	1	1975-08-05 00:00:00.0000000	2019	2019-02-17 09:35:39.000	2854	44
7326	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7327	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7328	18	CSC	1974	CSC	1974	18	1	1974-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7329	8	CI	1955	CI	1955	8	1	1955-07-02 00:00:00.0000000	NULL	NULL	NULL	NULL
7330	4	DI	1960	VCT	1955	4	1	1955-07-01 00:00:00.0000000	2019	2019-08-28 07:19:26.000	1771	59
7331	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7332	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7333	8	CI	1951	CI	1951	8	1	1951-06-19 00:00:00.0000000	NULL	NULL	NULL	NULL
7334	6	CI	1949	CI	1949	6	1	1949-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7335	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	2012	2012-08-02 13:18:29.000	1772	62
7336	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7337	6	PVC	2005	PVC	2005	6	1	2005-11-10 00:00:00.0000000	NULL	NULL	NULL	NULL
7338	6	PVC	2005	PVC	2005	6	1	2005-11-10 00:00:00.0000000	NULL	NULL	NULL	NULL
7339	6	PVC	1984	PVC	1984	6	1	1984-05-09 00:00:00.0000000	NULL	NULL	NULL	NULL
7340	6	CI	1961	CI	1961	6	1	1961-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7341	8	CI	1975	CI	1975	8	1	1975-06-18 00:00:00.0000000	NULL	NULL	NULL	NULL
7342	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7343	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7344	8	DI	1979	DI	1979	8	1	1979-06-18 00:00:00.0000000	NULL	NULL	NULL	NULL
7345	12	DI	1975	DI	1975	12	1	1975-04-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7346	18	CI	1973	CI	1973	18	1	1973-07-03 00:00:00.0000000	NULL	NULL	NULL	NULL
7347	12	PVC	1996	PVC	1996	12	1	1996-07-03 00:00:00.0000000	NULL	NULL	NULL	NULL
7348	12	PVC	1984	PVC	1984	12	1	1984-07-03 00:00:00.0000000	NULL	NULL	NULL	NULL
7349	6	PVC	1996	PVC	1996	6	1	1996-07-03 00:00:00.0000000	NULL	NULL	NULL	NULL
7350	6	CI	1964	CI	1964	6	1	1964-06-25 00:00:00.0000000	NULL	NULL	NULL	NULL
7351	8	CI	1964	CI	1964	8	1	1964-06-25 00:00:00.0000000	NULL	NULL	NULL	NULL
7352	8	PVC	1982	PVC	1982	8	1	1982-06-25 00:00:00.0000000	NULL	NULL	NULL	NULL
7353	6	PVC	1984	PVC	1984	6	1	1984-08-28 00:00:00.0000000	NULL	NULL	NULL	NULL
7354	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7355	8	CI	1950	CI	1950	8	1	1950-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7356	6	PVC	1984	PVC	1984	6	1	1984-05-09 00:00:00.0000000	NULL	NULL	NULL	NULL
7357	12	CI	1970	CI	1970	12	1	1970-07-03 00:00:00.0000000	NULL	NULL	NULL	NULL
7358	12	PVC	1985	PVC	1985	12	1	1985-03-19 00:00:00.0000000	2018	2018-02-12 14:48:23.000	2324	33
7359	12	PVC	1985	PVC	1985	12	1	1985-03-19 00:00:00.0000000	2018	2018-02-12 14:48:23.000	2146	33
7359	12	PVC	1985	PVC	1985	12	1	1985-03-19 00:00:00.0000000	2020	2020-12-26 17:01:53.000	2147	35
7360	6	PVC	1985	PVC	1985	6	1	1985-07-08 00:00:00.0000000	NULL	NULL	NULL	NULL
7361	8	PVC	1982	PVC	1982	8	1	1982-04-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7362	8	CI	1970	CI	1970	8	1	1970-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
7363	8	PVC	2001	PVC	2001	8	1	2001-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7364	6	PVC	2001	PVC	2001	6	1	2001-07-17 00:00:00.0000000	NULL	NULL	NULL	NULL
7365	2	CI	1950	CI	1950	2	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7366	6	CI	1949	CI	1949	6	1	1949-12-31 00:00:00.0000000	NULL	NULL	NULL	NULL
7367	6	CI	1951	CI	1951	6	1	1951-01-01 00:00:00.0000000	2021	2021-01-29 13:17:16.000	1963	70
7368	6	CI	1951	CI	1951	6	1	1951-01-01 00:00:00.0000000	2018	2018-01-02 15:44:46.000	2855	67
7369	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7370	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7371	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7372	8	PVC	1990	PVC	1990	8	1	1990-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
7373	8	PVC	1990	PVC	1990	8	1	1990-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
7374	8	PVC	1990	PVC	1990	8	1	1990-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
7375	6	PVC	1990	PVC	1990	6	1	1990-07-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7376	18	PVC	1990	PVC	1990	18	1	1990-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7377	6	PVC	1990	PVC	1990	6	1	1990-05-29 00:00:00.0000000	NULL	NULL	NULL	NULL
7378	2	CI	1979	CI	1979	2	1	1979-07-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7379	12	CI	1967	CI	1967	12	1	1967-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7380	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7381	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7382	6	CI	1953	CI	1953	6	1	1953-01-01 00:00:00.0000000	2017	2017-04-17 07:49:57.000	2325	64
7383	6	DI	1981	DI	1981	6	1	1981-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7384	8	DI	1981	DI	1981	8	1	1981-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7385	8	DI	1981	DI	1981	8	1	1981-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7386	6	PVC	2001	PVC	2001	6	1	2001-06-17 00:00:00.0000000	2013	2013-11-02 16:39:55.000	1964	12
7387	8	PVC	2001	PVC	2001	8	1	2001-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
7388	6	PVC	2003	PVC	2003	6	1	2003-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7389	6	PVC	2000	PVC	2000	6	1	2000-07-24 00:00:00.0000000	NULL	NULL	NULL	NULL
7390	8	PVC	2001	PVC	2001	8	1	2001-09-18 00:00:00.0000000	NULL	NULL	NULL	NULL
7391	6	PVC	1999	PVC	1999	6	1	1999-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7392	12	CI	1969	CI	1969	12	1	1969-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7393	6	PVC	1986	PVC	1986	6	1	1986-07-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7394	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7395	8	PVC	2000	PVC	2000	8	1	2000-09-26 00:00:00.0000000	NULL	NULL	NULL	NULL
7396	10	PVC	1997	PVC	1997	10	1	1997-11-07 00:00:00.0000000	NULL	NULL	NULL	NULL
7397	8	PVC	1998	PVC	1998	8	1	1998-03-26 00:00:00.0000000	NULL	NULL	NULL	NULL
7398	6	PVC	1998	PVC	1998	6	1	1998-03-26 00:00:00.0000000	NULL	NULL	NULL	NULL
7399	8	PVC	1994	PVC	1994	8	1	1994-09-02 00:00:00.0000000	NULL	NULL	NULL	NULL
7400	6	PVC	1994	PVC	1994	6	1	1994-09-02 00:00:00.0000000	NULL	NULL	NULL	NULL
7401	6	PVC	1994	PVC	1994	6	1	1994-09-02 00:00:00.0000000	NULL	NULL	NULL	NULL
7402	8	PVC	1997	PVC	1997	8	1	1997-01-03 00:00:00.0000000	NULL	NULL	NULL	NULL
7403	8	PVC	1997	PVC	1997	8	1	1997-01-03 00:00:00.0000000	NULL	NULL	NULL	NULL
7404	8	PVC	1998	PVC	1998	8	1	1998-05-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7405	8	PVC	1998	PVC	1998	8	1	1998-05-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7406	8	PVC	1998	PVC	1998	8	1	1998-05-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7407	8	PVC	1998	PVC	1998	8	1	1998-05-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7408	8	PVC	1998	PVC	1998	8	1	1998-05-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7409	8	PVC	1998	PVC	1998	8	1	1998-05-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7410	8	PVC	1998	PVC	1998	8	1	1998-05-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7411	8	PVC	1998	PVC	1998	8	1	1998-05-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7412	8	PVC	1998	PVC	1998	8	1	1998-05-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7413	4	CI	1950	CI	1950	4	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7414	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7415	2	PVC	2005	PVC	2005	2	0	2005-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
7416	8	PVC	1987	PVC	1987	8	1	1987-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
7417	8	PVC	1987	PVC	1987	8	1	1987-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
7418	8	PVC	1987	PVC	1987	8	1	1987-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
7419	6	CI	1958	CI	1958	6	1	1958-06-24 00:00:00.0000000	NULL	NULL	NULL	NULL
7420	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7421	6	CI	1956	CI	1956	6	1	1956-06-24 00:00:00.0000000	NULL	NULL	NULL	NULL
7422	2	CI	1950	CI	1950	2	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7423	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	2015	2015-05-04 07:11:28.000	2679	65
7423	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	2018	2018-08-10 08:18:22.000	2680	68
7423	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	2016	2016-08-26 15:08:53.000	2893	66
7424	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7425	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7426	8	CI	1951	CI	1951	8	1	1951-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7427	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7428	8	CI	1955	CI	1955	8	1	1955-07-02 00:00:00.0000000	NULL	NULL	NULL	NULL
7429	8	CI	1950	CI	1950	8	1	1950-12-31 00:00:00.0000000	NULL	NULL	NULL	NULL
7430	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7431	8	PVC	1999	PVC	1999	8	1	1999-09-28 00:00:00.0000000	NULL	NULL	NULL	NULL
7432	12	PVC	2003	PVC	2003	12	1	2003-03-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7433	12	PVC	1999	PVC	1999	12	1	1999-09-28 00:00:00.0000000	NULL	NULL	NULL	NULL
7434	8	PVC	1999	PVC	1999	8	1	1999-09-28 00:00:00.0000000	NULL	NULL	NULL	NULL
7435	12	PVC	2002	PVC	2002	12	1	2002-06-26 00:00:00.0000000	NULL	NULL	NULL	NULL
7436	8	PVC	2002	PVC	2002	8	1	2002-06-26 00:00:00.0000000	NULL	NULL	NULL	NULL
7437	8	PVC	2001	PVC	2001	8	1	2001-03-29 00:00:00.0000000	NULL	NULL	NULL	NULL
7438	12	PVC	2001	PVC	2001	12	1	2001-03-29 00:00:00.0000000	NULL	NULL	NULL	NULL
7439	12	PVC	2001	PVC	2001	12	1	2001-03-29 00:00:00.0000000	NULL	NULL	NULL	NULL
7440	6	PVC	1999	PVC	1999	6	1	1999-07-09 00:00:00.0000000	NULL	NULL	NULL	NULL
7441	8	PVC	1997	PVC	1997	8	1	1997-06-18 00:00:00.0000000	NULL	NULL	NULL	NULL
7442	6	PVC	2006	PVC	2006	6	1	2006-11-13 00:00:00.0000000	NULL	NULL	NULL	NULL
7443	8	PVC	1999	PVC	1999	8	1	1999-01-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7444	8	PVC	1999	PVC	1999	8	1	1999-01-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7445	8	PVC	1999	PVC	1999	8	1	1999-01-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7446	6	PVC	1998	PVC	1998	6	1	1998-08-31 00:00:00.0000000	NULL	NULL	NULL	NULL
7447	6	PVC	1998	PVC	1998	6	1	1998-08-31 00:00:00.0000000	NULL	NULL	NULL	NULL
7448	6	PVC	1998	PVC	1998	6	1	1998-08-31 00:00:00.0000000	NULL	NULL	NULL	NULL
7449	8	PVC	1999	PVC	1999	8	1	1999-06-26 00:00:00.0000000	NULL	NULL	NULL	NULL
7450	8	PVC	1999	PVC	1999	8	1	1999-06-26 00:00:00.0000000	NULL	NULL	NULL	NULL
7451	8	PVC	1999	PVC	1999	8	1	1999-06-26 00:00:00.0000000	NULL	NULL	NULL	NULL
7452	8	PVC	2000	PVC	2000	8	1	2000-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
7453	8	PVC	2000	PVC	2000	8	1	2000-08-18 00:00:00.0000000	NULL	NULL	NULL	NULL
7454	8	PVC	2000	PVC	2000	8	1	2000-08-18 00:00:00.0000000	NULL	NULL	NULL	NULL
7455	8	PVC	1999	PVC	1999	8	1	1999-07-20 00:00:00.0000000	NULL	NULL	NULL	NULL
7456	8	PVC	1999	PVC	1999	8	1	1999-07-20 00:00:00.0000000	NULL	NULL	NULL	NULL
7457	6	PVC	1996	PVC	1996	6	1	1996-08-13 00:00:00.0000000	NULL	NULL	NULL	NULL
7458	6	PVC	1982	PVC	1982	6	1	1982-01-20 00:00:00.0000000	NULL	NULL	NULL	NULL
7459	8	PVC	2001	PVC	2001	8	1	2001-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7460	6	PVC	2001	PVC	2001	6	1	2001-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7461	12	PVC	2000	PVC	2000	12	1	2000-01-21 00:00:00.0000000	NULL	NULL	NULL	NULL
7462	12	PVC	2000	PVC	2000	12	1	2000-01-21 00:00:00.0000000	NULL	NULL	NULL	NULL
7463	8	PVC	2000	PVC	2000	8	1	2000-01-21 00:00:00.0000000	NULL	NULL	NULL	NULL
7464	12	PVC	2000	PVC	2000	12	1	2000-01-21 00:00:00.0000000	NULL	NULL	NULL	NULL
7465	8	PVC	2000	PVC	2000	8	1	2000-01-21 00:00:00.0000000	NULL	NULL	NULL	NULL
7466	8	PVC	2000	PVC	2000	8	1	2000-01-21 00:00:00.0000000	NULL	NULL	NULL	NULL
7467	8	PVC	2000	PVC	2000	8	1	2000-01-21 00:00:00.0000000	NULL	NULL	NULL	NULL
7468	8	PVC	2000	PVC	2000	8	1	2000-01-21 00:00:00.0000000	NULL	NULL	NULL	NULL
7469	8	PVC	2001	PVC	2001	8	1	2001-01-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7470	8	PVC	2000	PVC	2000	8	1	2000-09-26 00:00:00.0000000	NULL	NULL	NULL	NULL
7471	8	PVC	1999	PVC	1999	8	1	1999-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7472	6	PVC	1999	PVC	1999	6	1	1999-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7473	6	PVC	1999	PVC	1999	6	1	1999-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7474	8	PVC	1999	PVC	1999	8	1	1999-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7475	12	PVC	1999	PVC	1999	12	1	1999-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7476	12	PVC	1999	PVC	1999	12	1	1999-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7477	8	PVC	1999	PVC	1999	8	1	1999-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7478	12	PVC	1999	PVC	1999	12	1	1999-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7479	12	PVC	1999	PVC	1999	12	1	1999-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7480	12	PVC	1999	PVC	1999	12	1	1999-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7481	12	PVC	1999	PVC	1999	12	1	1999-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL
7482	6	PVC	1996	PVC	1996	6	1	1996-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
7483	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7484	8	PVC	1997	PVC	1997	8	1	1997-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
7485	8	PVC	1997	PVC	1997	8	1	1997-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
7486	8	PVC	1997	PVC	1997	8	1	1997-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
7487	8	PVC	1998	PVC	1998	8	1	1998-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
7488	8	PVC	1998	PVC	1998	8	1	1998-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
7489	8	PVC	1997	PVC	1997	8	1	1997-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
7490	8	PVC	1997	PVC	1997	8	1	1997-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
7491	8	PVC	1999	PVC	1999	8	1	1999-10-07 00:00:00.0000000	NULL	NULL	NULL	NULL
7492	8	PVC	1999	PVC	1999	8	1	1999-10-07 00:00:00.0000000	NULL	NULL	NULL	NULL
7493	8	PVC	1999	PVC	1999	8	1	1999-10-07 00:00:00.0000000	NULL	NULL	NULL	NULL
7494	8	PVC	1998	PVC	1998	8	1	1998-08-19 00:00:00.0000000	NULL	NULL	NULL	NULL
7495	8	PVC	1998	PVC	1998	8	1	1998-08-19 00:00:00.0000000	NULL	NULL	NULL	NULL
7496	8	PVC	1998	PVC	1998	8	1	1998-08-19 00:00:00.0000000	NULL	NULL	NULL	NULL
7497	12	CI	1967	CI	1967	12	1	1967-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7498	12	PVC	1983	PVC	1983	12	1	1983-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7499	8	PVC	2004	PVC	2004	8	1	2004-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
7500	8	PVC	1999	PVC	1999	8	1	1999-06-20 00:00:00.0000000	NULL	NULL	NULL	NULL
7501	6	CI	1955	CI	1955	6	1	1955-07-02 00:00:00.0000000	NULL	NULL	NULL	NULL
7502	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7503	8	ASB	1950	ASB	1950	8	1	1950-12-31 00:00:00.0000000	NULL	NULL	NULL	NULL
7504	12	CI	1950	CI	1950	12	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7505	6	PVC	1989	PVC	1989	6	1	1989-06-28 00:00:00.0000000	2016	2016-08-30 16:01:28.000	1746	27
7505	6	PVC	1989	PVC	1989	6	1	1989-06-28 00:00:00.0000000	2016	2016-09-21 08:01:53.000	1747	27
7506	2	PVC	1989	PVC	1989	2	1	1989-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
7507	6	CI	1947	CI	1947	6	1	1947-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
7508	4	CI	1950	CI	1950	4	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7509	6	CI	1960	CI	1960	6	1	1960-06-28 00:00:00.0000000	2021	2021-10-05 09:48:40.000	2821	61
7510	4	CI	1950	CI	1950	4	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7511	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7512	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7513	4	CI	1950	CI	1950	4	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7514	2	CI	1950	CI	1950	2	1	1950-07-04 00:00:00.0000000	2013	2013-04-17 14:38:46.000	1574	63
7514	2	CI	1950	CI	1950	2	1	1950-07-04 00:00:00.0000000	2018	2018-06-18 07:52:46.000	1575	68
7514	2	CI	1950	CI	1950	2	1	1950-07-04 00:00:00.0000000	2022	2022-08-08 18:44:26.000	1576	72
7514	2	CI	1950	CI	1950	2	1	1950-07-04 00:00:00.0000000	2014	2014-08-28 16:01:12.000	1577	64
7515	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7516	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7517	2	CI	1950	CI	1950	2	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7518	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7519	8	CI	1960	CI	1960	8	1	1960-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
7520	8	CI	1960	CI	1960	8	1	1960-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
7521	8	CI	1960	CI	1960	8	1	1960-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
7522	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7523	8	PVC	1982	PVC	1982	8	0	1982-10-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7524	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7525	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7526	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7527	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
7528	6	CI	1955	CI	1955	6	1	1955-01-01 00:00:00.0000000	2014	2014-01-10 15:20:16.000	1938	59
7529	8	PVC	1995	PVC	1995	8	1	1995-10-16 00:00:00.0000000	NULL	NULL	NULL	NULL
7530	6	PVC	1995	PVC	1995	6	1	1995-10-16 00:00:00.0000000	NULL	NULL	NULL	NULL
7531	8	PVC	1995	PVC	1995	8	1	1995-10-16 00:00:00.0000000	NULL	NULL	NULL	NULL
7532	8	PVC	1995	PVC	1995	8	1	1995-10-16 00:00:00.0000000	NULL	NULL	NULL	NULL
7533	6	PVC	1997	PVC	1997	6	1	1997-10-30 00:00:00.0000000	NULL	NULL	NULL	NULL
7534	6	PVC	1997	PVC	1997	6	1	1997-10-30 00:00:00.0000000	NULL	NULL	NULL	NULL
7535	6	PVC	1999	PVC	1999	6	1	1999-07-13 00:00:00.0000000	NULL	NULL	NULL	NULL
7536	6	PVC	1999	PVC	1999	6	1	1999-07-13 00:00:00.0000000	NULL	NULL	NULL	NULL
7537	6	PVC	1999	PVC	1999	6	1	1999-07-13 00:00:00.0000000	NULL	NULL	NULL	NULL
7538	6	PVC	1999	PVC	1999	6	1	1999-07-13 00:00:00.0000000	NULL	NULL	NULL	NULL
7539	8	PVC	1998	PVC	1998	8	1	1998-12-10 00:00:00.0000000	NULL	NULL	NULL	NULL
7540	8	PVC	1998	PVC	1998	8	1	1998-12-10 00:00:00.0000000	NULL	NULL	NULL	NULL
7541	8	PVC	1998	PVC	1998	8	1	1998-12-10 00:00:00.0000000	NULL	NULL	NULL	NULL
7542	12	PVC	1987	PVC	1987	12	1	1987-07-03 00:00:00.0000000	NULL	NULL	NULL	NULL
7543	6	PVC	1987	PVC	1987	6	1	1987-01-16 00:00:00.0000000	NULL	NULL	NULL	NULL
7544	8	PVC	2001	PVC	2001	8	1	2001-02-06 00:00:00.0000000	NULL	NULL	NULL	NULL
7545	8	PVC	1996	PVC	1996	8	1	1996-12-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7546	6	PVC	1996	PVC	1996	6	1	1996-12-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7547	6	PVC	1996	PVC	1996	6	1	1996-12-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7548	6	PVC	1996	PVC	1996	6	1	1996-12-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7549	8	PVC	1996	PVC	1996	8	1	1996-12-14 00:00:00.0000000	NULL	NULL	NULL	NULL
7550	6	PVC	1995	PVC	1995	6	1	1995-03-06 00:00:00.0000000	NULL	NULL	NULL	NULL
7551	8	PVC	1995	PVC	1995	8	1	1995-03-06 00:00:00.0000000	NULL	NULL	NULL	NULL
7552	8	PVC	1994	PVC	1994	8	1	1994-01-12 00:00:00.0000000	NULL	NULL	NULL	NULL
7553	6	PVC	1995	PVC	1995	6	1	1995-03-06 00:00:00.0000000	NULL	NULL	NULL	NULL
7554	6	PVC	1995	PVC	1995	6	1	1995-03-06 00:00:00.0000000	NULL	NULL	NULL	NULL
7555	8	PVC	1997	PVC	1997	8	1	1997-10-01 00:00:00.0000000	NULL	NULL	NULL	NULL
