ID	Diameter	Material	InstallYear	OrgMaterial	OrgInstallYear	OrgDiameter	Status	INSTALLDAT	BreakYear	BreakDate	Failure_ID	BreakAge
16723	6	PVC	1995	PVC	1995	6	1	1995-09-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16724	12	PVC	1998	PVC	1998	12	1	1998-12-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16725	12	PVC	1998	PVC	1998	12	1	1998-12-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16726	6	PVC	1994	PVC	1994	6	1	1994-05-30 00:00:00.0000000	NULL	NULL	NULL	NULL
16727	8	PVC	1998	PVC	1998	8	1	1998-12-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16728	8	PVC	1998	PVC	1998	8	1	1998-12-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16729	8	PVC	1998	PVC	1998	8	1	1998-12-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16730	8	PVC	1998	PVC	1998	8	1	1998-12-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16731	6	PVC	1994	PVC	1994	6	1	1994-05-30 00:00:00.0000000	NULL	NULL	NULL	NULL
16732	6	PVC	1994	PVC	1994	6	1	1994-05-30 00:00:00.0000000	NULL	NULL	NULL	NULL
16733	12	PVC	2000	PVC	2000	12	1	2000-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
16734	12	PVC	1985	PVC	1985	12	1	1985-06-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16735	12	PVC	1985	PVC	1985	12	1	1985-06-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16736	8	PVC	2003	PVC	2003	8	1	2003-05-27 00:00:00.0000000	NULL	NULL	NULL	NULL
16737	12	PVC	1985	PVC	1985	12	1	1985-06-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16738	12	PVC	1985	PVC	1985	12	1	1985-06-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16739	6	PVC	1998	PVC	1998	6	1	1998-09-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16740	6	PVC	1998	PVC	1998	6	1	1998-09-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16741	12	PVC	1998	PVC	1998	12	1	1998-08-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16742	12	PVC	1998	PVC	1998	12	1	1998-08-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16743	6	PVC	1998	PVC	1998	6	1	1998-09-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16744	6	PVC	1998	PVC	1998	6	1	1998-09-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16745	12	PVC	1985	PVC	1985	12	1	1985-06-05 00:00:00.0000000	2014	2014-01-06 13:55:54.000	2862	29
16746	12	PVC	1996	PVC	1996	12	1	1996-01-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16747	12	PVC	1996	PVC	1996	12	1	1996-01-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16748	12	PVC	1985	PVC	1985	12	1	1985-06-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16749	12	PVC	1985	PVC	1985	12	1	1985-06-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16750	12	PVC	1985	PVC	1985	12	1	1985-06-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16751	12	PVC	1996	PVC	1996	12	1	1996-01-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16752	12	PVC	1996	PVC	1996	12	1	1996-01-10 00:00:00.0000000	NULL	NULL	NULL	NULL
16753	12	PVC	1998	PVC	1998	12	1	1998-04-08 00:00:00.0000000	NULL	NULL	NULL	NULL
16754	12	PVC	1998	PVC	1998	12	1	1998-04-08 00:00:00.0000000	NULL	NULL	NULL	NULL
16755	6	PVC	1998	PVC	1998	6	1	1998-04-08 00:00:00.0000000	NULL	NULL	NULL	NULL
16756	6	PVC	1998	PVC	1998	6	1	1998-04-08 00:00:00.0000000	NULL	NULL	NULL	NULL
16757	8	PVC	1998	PVC	1998	8	1	1998-04-08 00:00:00.0000000	NULL	NULL	NULL	NULL
16758	8	PVC	1998	PVC	1998	8	1	1998-04-08 00:00:00.0000000	NULL	NULL	NULL	NULL
16759	8	PVC	1999	PVC	1999	8	1	1999-09-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16760	8	PVC	1999	PVC	1999	8	1	1999-09-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16761	18	DI	1987	DI	1987	18	1	1987-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
16762	18	DI	1987	DI	1987	18	1	1987-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
16763	8	PVC	2000	PVC	2000	8	1	2000-01-20 00:00:00.0000000	NULL	NULL	NULL	NULL
16764	8	PVC	1999	PVC	1999	8	1	1999-02-18 00:00:00.0000000	NULL	NULL	NULL	NULL
16765	8	PVC	2000	PVC	2000	8	1	2000-01-20 00:00:00.0000000	NULL	NULL	NULL	NULL
16766	8	PVC	2000	PVC	2000	8	1	2000-01-20 00:00:00.0000000	NULL	NULL	NULL	NULL
16767	8	PVC	2001	PVC	2001	8	1	2001-08-23 00:00:00.0000000	NULL	NULL	NULL	NULL
16768	8	PVC	2001	PVC	2001	8	1	2001-10-09 00:00:00.0000000	NULL	NULL	NULL	NULL
16769	8	PVC	2001	PVC	2001	8	1	2001-10-09 00:00:00.0000000	NULL	NULL	NULL	NULL
16770	8	PVC	2000	PVC	2000	8	1	2000-01-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16771	8	PVC	2000	PVC	2000	8	1	2000-01-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16772	8	PVC	2000	PVC	2000	8	1	2000-01-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16773	8	PVC	2000	PVC	2000	8	1	2000-01-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16774	8	PVC	2000	PVC	2000	8	1	2000-01-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16775	8	PVC	1999	PVC	1999	8	1	1999-02-18 00:00:00.0000000	NULL	NULL	NULL	NULL
16776	8	PVC	1999	PVC	1999	8	1	1999-02-18 00:00:00.0000000	NULL	NULL	NULL	NULL
16777	6	PVC	1999	PVC	1999	6	1	1999-02-18 00:00:00.0000000	NULL	NULL	NULL	NULL
16778	6	PVC	1999	PVC	1999	6	1	1999-02-18 00:00:00.0000000	NULL	NULL	NULL	NULL
16779	8	PVC	1999	PVC	1999	8	1	1999-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
16780	8	PVC	1999	PVC	1999	8	1	1999-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
16781	8	PVC	1999	PVC	1999	8	1	1999-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
16782	8	PVC	1999	PVC	1999	8	1	1999-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
16783	8	PVC	1998	PVC	1998	8	1	1998-04-09 00:00:00.0000000	NULL	NULL	NULL	NULL
16784	18	DI	1987	DI	1987	18	1	1987-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
16785	8	PVC	1998	PVC	1998	8	1	1998-04-09 00:00:00.0000000	NULL	NULL	NULL	NULL
16786	8	PVC	1998	PVC	1998	8	1	1998-04-09 00:00:00.0000000	NULL	NULL	NULL	NULL
16787	18	DI	1987	DI	1987	18	1	1987-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
16788	18	DI	1987	DI	1987	18	1	1987-06-01 00:00:00.0000000	2021	2021-06-26 09:39:29.000	2155	34
16788	18	DI	1987	DI	1987	18	1	1987-06-01 00:00:00.0000000	2020	2020-11-20 09:01:18.000	2156	33
16788	18	DI	1987	DI	1987	18	1	1987-06-01 00:00:00.0000000	2013	2013-01-14 07:42:07.000	2157	26
16788	18	DI	1987	DI	1987	18	1	1987-06-01 00:00:00.0000000	2021	2021-02-22 09:50:06.000	2158	34
16789	18	DI	1987	DI	1987	18	1	1987-06-01 00:00:00.0000000	2018	2018-07-19 08:07:27.000	1625	31
16790	18	DI	1987	DI	1987	18	1	1987-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
16791	8	PVC	1997	PVC	1997	8	1	1997-11-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16792	8	PVC	1997	PVC	1997	8	1	1997-11-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16793	24	DI	1987	DI	1987	24	1	1987-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
16794	24	DI	1987	DI	1987	24	1	1987-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
16795	24	DI	1987	DI	1987	24	0	1987-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
16796	24	DI	1987	DI	1987	24	0	1987-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
16797	12	PVC	2001	PVC	2001	12	1	2001-11-19 00:00:00.0000000	NULL	NULL	NULL	NULL
16798	12	PVC	2001	PVC	2001	12	1	2001-11-19 00:00:00.0000000	NULL	NULL	NULL	NULL
16799	8	PVC	1997	PVC	1997	8	1	1997-11-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16800	8	PVC	1997	PVC	1997	8	1	1997-11-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16801	8	PVC	1998	PVC	1998	8	1	1998-02-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16802	8	PVC	1998	PVC	1998	8	1	1998-02-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16803	8	PVC	1998	PVC	1998	8	1	1998-02-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16804	8	PVC	1998	PVC	1998	8	1	1998-02-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16805	8	PVC	1998	PVC	1998	8	1	1998-10-12 00:00:00.0000000	NULL	NULL	NULL	NULL
16806	8	PVC	1998	PVC	1998	8	1	1998-10-12 00:00:00.0000000	NULL	NULL	NULL	NULL
16807	6	PVC	1998	PVC	1998	6	1	1998-10-12 00:00:00.0000000	2012	2012-12-26 06:53:23.000	1626	14
16808	6	PVC	1998	PVC	1998	6	1	1998-10-12 00:00:00.0000000	NULL	NULL	NULL	NULL
16809	8	PVC	2003	PVC	2003	8	1	2003-04-09 00:00:00.0000000	NULL	NULL	NULL	NULL
16810	18	DI	1987	DI	1987	18	1	1987-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
16811	8	PVC	2003	PVC	2003	8	1	2003-04-09 00:00:00.0000000	NULL	NULL	NULL	NULL
16812	8	PVC	2003	PVC	2003	8	1	2003-04-09 00:00:00.0000000	NULL	NULL	NULL	NULL
16813	18	DI	1987	DI	1987	18	1	1987-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
16814	18	DI	1987	DI	1987	18	1	1987-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
16815	18	DI	1987	DI	1987	18	1	1987-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
16816	8	PVC	2003	PVC	2003	8	1	2003-06-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16817	8	PVC	2004	PVC	2004	8	1	2004-07-26 00:00:00.0000000	NULL	NULL	NULL	NULL
16818	6	PVC	2003	PVC	2003	6	1	2003-06-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16819	8	PVC	2006	PVC	2006	8	1	2006-04-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16820	8	PVC	2004	PVC	2004	8	1	2004-07-26 00:00:00.0000000	NULL	NULL	NULL	NULL
16821	8	PVC	2004	PVC	2004	8	1	2004-07-26 00:00:00.0000000	NULL	NULL	NULL	NULL
16822	8	PVC	2006	PVC	2006	8	1	2006-04-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16823	8	PVC	2006	PVC	2006	8	1	2006-04-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16824	8	PVC	2006	PVC	2006	8	1	2006-04-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16825	8	PVC	2006	PVC	2006	8	1	2006-04-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16826	8	PVC	2006	PVC	2006	8	1	2006-04-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16827	8	PVC	2006	PVC	2006	8	1	2006-04-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16828	8	PVC	2006	PVC	2006	8	1	2006-04-05 00:00:00.0000000	NULL	NULL	NULL	NULL
16829	8	PVC	2004	PVC	2004	8	1	2004-07-26 00:00:00.0000000	NULL	NULL	NULL	NULL
16830	8	PVC	2004	PVC	2004	8	1	2004-07-26 00:00:00.0000000	NULL	NULL	NULL	NULL
16831	8	PVC	2004	PVC	2004	8	1	2004-07-26 00:00:00.0000000	NULL	NULL	NULL	NULL
16832	8	PVC	2004	PVC	2004	8	1	2004-07-26 00:00:00.0000000	NULL	NULL	NULL	NULL
16833	6	PVC	2003	PVC	2003	6	1	2003-06-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16834	6	PVC	2003	PVC	2003	6	1	2003-06-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16835	8	PVC	2003	PVC	2003	8	1	2003-06-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16836	8	PVC	2003	PVC	2003	8	1	2003-06-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16837	8	PVC	2003	PVC	2003	8	1	2003-06-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16838	8	PVC	2003	PVC	2003	8	1	2003-06-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16839	8	PVC	2003	PVC	2003	8	1	2003-06-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16840	8	PVC	2003	PVC	2003	8	1	2003-06-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16841	8	PVC	2003	PVC	2003	8	1	2003-10-31 00:00:00.0000000	NULL	NULL	NULL	NULL
16842	8	PVC	2003	PVC	2003	8	1	2003-10-31 00:00:00.0000000	NULL	NULL	NULL	NULL
16843	12	PVC	2003	PVC	2003	12	1	2003-10-31 00:00:00.0000000	NULL	NULL	NULL	NULL
16844	12	PVC	2003	PVC	2003	12	1	2003-10-31 00:00:00.0000000	NULL	NULL	NULL	NULL
16845	8	PVC	2003	PVC	2003	8	1	2003-10-31 00:00:00.0000000	NULL	NULL	NULL	NULL
16846	8	PVC	2003	PVC	2003	8	1	2003-10-31 00:00:00.0000000	NULL	NULL	NULL	NULL
16847	8	PVC	2002	PVC	2002	8	1	2002-01-31 00:00:00.0000000	NULL	NULL	NULL	NULL
16848	8	PVC	2002	PVC	2002	8	1	2002-01-31 00:00:00.0000000	NULL	NULL	NULL	NULL
16849	8	PVC	2002	PVC	2002	8	1	2002-01-31 00:00:00.0000000	NULL	NULL	NULL	NULL
16850	8	PVC	2002	PVC	2002	8	1	2002-01-31 00:00:00.0000000	NULL	NULL	NULL	NULL
16851	8	PVC	2002	PVC	2002	8	1	2002-01-31 00:00:00.0000000	NULL	NULL	NULL	NULL
16852	8	PVC	2002	PVC	2002	8	1	2002-01-31 00:00:00.0000000	NULL	NULL	NULL	NULL
16853	8	PVC	2002	PVC	2002	8	1	2002-01-31 00:00:00.0000000	NULL	NULL	NULL	NULL
16854	8	PVC	2002	PVC	2002	8	1	2002-01-31 00:00:00.0000000	NULL	NULL	NULL	NULL
16855	8	PVC	2002	PVC	2002	8	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16856	8	PVC	2002	PVC	2002	8	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16857	8	PVC	2002	PVC	2002	8	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16858	8	PVC	2002	PVC	2002	8	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16859	8	PVC	2002	PVC	2002	8	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16860	8	PVC	2002	PVC	2002	8	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16861	8	PVC	2002	PVC	2002	8	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16862	8	PVC	2002	PVC	2002	8	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16863	8	PVC	2002	PVC	2002	8	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16864	8	PVC	2002	PVC	2002	8	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16865	8	PVC	2002	PVC	2002	8	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16866	8	PVC	2002	PVC	2002	8	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16867	8	PVC	2002	PVC	2002	8	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16868	8	PVC	2002	PVC	2002	8	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16869	12	PVC	2002	PVC	2002	12	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16870	12	PVC	2002	PVC	2002	12	1	2002-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
16871	8	PVC	2007	PVC	2007	8	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16872	8	PVC	2007	PVC	2007	8	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16873	8	PVC	2007	PVC	2007	8	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16874	8	PVC	2007	PVC	2007	8	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16875	8	PVC	2007	PVC	2007	8	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16876	8	PVC	2007	PVC	2007	8	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16877	8	PVC	2007	PVC	2007	8	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16878	8	PVC	2007	PVC	2007	8	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16879	12	PVC	2007	PVC	2007	12	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16880	12	PVC	2007	PVC	2007	12	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16881	12	PVC	2007	PVC	2007	12	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16882	12	PVC	2007	PVC	2007	12	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16883	12	PVC	2007	PVC	2007	12	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16884	12	PVC	2007	PVC	2007	12	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16885	8	PVC	2007	PVC	2007	8	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16886	8	PVC	2007	PVC	2007	8	1	2007-05-15 00:00:00.0000000	NULL	NULL	NULL	NULL
16887	8	PVC	2007	PVC	2007	8	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16888	8	PVC	2007	PVC	2007	8	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16889	8	PVC	2007	PVC	2007	8	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16890	8	PVC	2007	PVC	2007	8	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16891	8	PVC	2007	PVC	2007	8	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16892	8	PVC	2007	PVC	2007	8	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16893	8	PVC	2007	PVC	2007	8	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16894	12	PVC	2007	PVC	2007	12	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16895	8	PVC	2007	PVC	2007	8	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16896	8	PVC	2007	PVC	2007	8	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16897	16	PVC	2007	PVC	2007	16	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16898	16	PVC	2007	PVC	2007	16	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16899	16	PVC	2007	PVC	2007	16	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16900	16	PVC	2007	PVC	2007	16	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16901	16	PVC	2007	PVC	2007	16	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16902	16	PVC	2007	PVC	2007	16	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16903	16	PVC	2007	PVC	2007	16	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16904	16	PVC	2007	PVC	2007	16	1	2007-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16905	8	PVC	2007	PVC	2007	8	1	2007-09-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16906	8	PVC	2007	PVC	2007	8	1	2007-09-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16907	8	PVC	2007	PVC	2007	8	1	2007-09-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16908	8	PVC	2007	PVC	2007	8	1	2007-09-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16909	8	PVC	2007	PVC	2007	8	1	2007-09-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16910	8	PVC	2007	PVC	2007	8	1	2007-09-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16911	6	PVC	2007	PVC	2007	6	1	2007-09-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16912	6	PVC	2007	PVC	2007	6	1	2007-09-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16913	6	PVC	2007	PVC	2007	6	1	2007-09-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16914	6	PVC	2007	PVC	2007	6	1	2007-09-25 00:00:00.0000000	NULL	NULL	NULL	NULL
16915	12	PVC	2007	PVC	2007	12	1	2007-10-29 00:00:00.0000000	NULL	NULL	NULL	NULL
16916	12	PVC	2007	PVC	2007	12	1	2007-10-29 00:00:00.0000000	NULL	NULL	NULL	NULL
16917	12	PVC	2007	PVC	2007	12	1	2007-10-29 00:00:00.0000000	NULL	NULL	NULL	NULL
16918	12	PVC	2007	PVC	2007	12	1	2007-10-29 00:00:00.0000000	NULL	NULL	NULL	NULL
16919	12	PVC	2007	PVC	2007	12	1	2007-10-29 00:00:00.0000000	NULL	NULL	NULL	NULL
16920	12	PVC	2007	PVC	2007	12	1	2007-10-29 00:00:00.0000000	NULL	NULL	NULL	NULL
16921	8	PVC	2007	PVC	2007	8	1	2007-10-29 00:00:00.0000000	NULL	NULL	NULL	NULL
16922	8	PVC	2007	PVC	2007	8	1	2007-10-29 00:00:00.0000000	NULL	NULL	NULL	NULL
16923	8	PVC	2007	PVC	2007	8	1	2007-10-29 00:00:00.0000000	NULL	NULL	NULL	NULL
16924	8	PVC	2007	PVC	2007	8	1	2007-10-29 00:00:00.0000000	NULL	NULL	NULL	NULL
16925	8	PVC	2007	PVC	2007	8	1	2007-10-29 00:00:00.0000000	NULL	NULL	NULL	NULL
16926	8	PVC	2007	PVC	2007	8	1	2007-10-29 00:00:00.0000000	NULL	NULL	NULL	NULL
16927	8	PVC	2007	PVC	2007	8	1	2007-10-29 00:00:00.0000000	NULL	NULL	NULL	NULL
16928	8	PVC	2007	PVC	2007	8	1	2007-10-29 00:00:00.0000000	NULL	NULL	NULL	NULL
16929	8	PVC	2007	PVC	2007	8	1	2007-09-04 00:00:00.0000000	NULL	NULL	NULL	NULL
16930	8	PVC	2007	PVC	2007	8	1	2007-09-04 00:00:00.0000000	NULL	NULL	NULL	NULL
16931	8	PVC	2007	PVC	2007	8	1	2007-09-04 00:00:00.0000000	NULL	NULL	NULL	NULL
16932	8	PVC	2007	PVC	2007	8	1	2007-09-04 00:00:00.0000000	NULL	NULL	NULL	NULL
16933	8	PVC	2007	PVC	2007	8	1	2007-09-04 00:00:00.0000000	NULL	NULL	NULL	NULL
16934	8	PVC	2007	PVC	2007	8	1	2007-09-04 00:00:00.0000000	NULL	NULL	NULL	NULL
16935	8	PVC	2007	PVC	2007	8	1	2007-09-04 00:00:00.0000000	NULL	NULL	NULL	NULL
16936	8	PVC	2007	PVC	2007	8	1	2007-09-04 00:00:00.0000000	NULL	NULL	NULL	NULL
16937	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16938	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16939	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16940	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16941	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16942	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16943	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16944	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16945	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16946	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16947	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16948	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16949	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16950	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16951	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16952	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16953	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16954	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16955	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16956	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16957	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16958	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16959	8	PVC	2007	PVC	2007	8	1	2007-07-06 00:00:00.0000000	NULL	NULL	NULL	NULL
16960	8	PVC	2007	PVC	2007	8	1	2007-06-07 00:00:00.0000000	NULL	NULL	NULL	NULL
16961	8	PVC	2007	PVC	2007	8	1	2007-06-07 00:00:00.0000000	NULL	NULL	NULL	NULL
16962	8	PVC	2007	PVC	2007	8	1	2007-06-07 00:00:00.0000000	NULL	NULL	NULL	NULL
16963	8	PVC	2007	PVC	2007	8	1	2007-06-07 00:00:00.0000000	NULL	NULL	NULL	NULL
16964	8	PVC	2007	PVC	2007	8	1	2007-06-07 00:00:00.0000000	NULL	NULL	NULL	NULL
16965	8	PVC	2007	PVC	2007	8	1	2007-06-07 00:00:00.0000000	NULL	NULL	NULL	NULL
16966	8	PVC	2007	PVC	2007	8	1	2007-06-07 00:00:00.0000000	NULL	NULL	NULL	NULL
16967	8	PVC	2007	PVC	2007	8	1	2007-06-07 00:00:00.0000000	NULL	NULL	NULL	NULL
