Failure_ID	ID	BreakDate	BreakYear	SourceTxt_ID	Material	InstallYear	Age	RR_Diameter	Length(ft)	OrgDiameter	OrgMaterial	OrgInstallYear	Status	BreakAge
10	4790	00:00.0	2022	104892	PVC200	1977	48	6	988.8	6	PVC200	1905	1	45
193	4790	00:00.0	2014	NULL	PVC200	1977	48	6	988.8	6	PVC200	1905	1	37
129	4873	00:00.0	2022	104979	PVC200	1982	43	8	3316.88	8	PVC200	1905	1	40
377	4874	00:00.0	2017	NULL	DI	1982	43	8	2149.67	8	DI	1905	1	35
430	4874	00:00.0	2018	NULL	DI	1982	43	8	2149.67	8	DI	1905	1	36
222	4878	00:00.0	2014	NULL	DI	1990	35	8	1159.43	8	DI	1905	1	24
310	4893	00:00.0	2016	NULL	PVC900	1988	37	8	202.72	8	PVC900	1905	1	28
307	4896	00:00.0	2016	NULL	PVC900	1988	37	8	413.58	8	PVC900	1905	1	28
29	4907	00:00.0	2020	105013	PVC900	1988	37	12	909.98	12	PVC900	1905	1	32
5	4908	00:00.0	2020	105014	PVC200	1990	35	6	931.79	6	PVC200	1905	1	30
64	4911	00:00.0	2021	105017	PVC200	1990	35	6	581.55	6	PVC200	1905	1	31
394	5028	00:00.0	2017	NULL	CI	1974	51	6	645.39	6	NULL	1905	1	43
57	5094	00:00.0	2021	105203	PVC200	1990	35	6	634.16	6	PVC200	1905	1	31
37	5094	00:00.0	2020	105203	PVC200	1990	35	6	634.16	6	PVC200	1905	1	30
195	5098	00:00.0	2014	NULL	PVC	1990	35	6	582.01	6	PVC	1905	1	24
203	5118	00:00.0	2014	NULL	DI	1986	39	20	1907.85	20	Ductile Iron	1905	1	28
418	5206	00:00.0	2018	NULL	DI	1973	52	12	1168.46	12	PVC	1905	1	45
168	5235	00:00.0	2013	NULL	DI	1970	55	8	530.96	8	DI	1905	1	43
373	5236	00:00.0	2017	NULL	DI	1971	54	6	798.62	6	PVC	1905	1	46
333	5236	00:00.0	2016	NULL	DI	1971	54	6	798.62	6	PVC	1905	1	45
380	5242	00:00.0	2017	NULL	DI	1989	36	12	1648.78	12	DI	1900	1	28
71	5247	00:00.0	2021	105364	PVC900	1991	34	6	448.78	6	PVC900	1905	1	30
367	5308	00:00.0	2017	NULL	DI	1994	31	12	597.02	12	DI	1905	1	23
3	5330	00:00.0	2020	105452	DI	1993	32	24	9352.69	24	Ductile Iron	1900	1	27
261	5330	00:00.0	2015	NULL	DI	1993	32	24	9352.69	24	Ductile Iron	1900	1	22
158	5394	00:00.0	2013	NULL	DI	1993	32	6	926.21	6	CI	1905	1	20
111	5394	00:00.0	2022	105516	DI	1993	32	6	926.21	6	CI	1905	1	29
61	5402	00:00.0	2021	105526	PVC200	1990	35	2	843.99	2	PVC200	1905	0	31
20	5417	00:00.0	2020	105541	PVC900	1997	28	8	1695.74	8	PVC900	1905	1	23
99	5417	00:00.0	2021	105541	PVC900	1997	28	8	1695.74	8	PVC900	1905	1	24
463	5419	00:00.0	2019	NULL	PVC200	1985	40	6	1975.91	6	PVC200	1905	1	34
477	5448	00:00.0	2019	NULL	PVC	1986	39	8	1902.56	8	PVC	1905	1	33
309	5448	00:00.0	2016	NULL	PVC	1986	39	8	1902.56	8	PVC	1905	1	30
73	5468	00:00.0	2021	105598	DI	1980	45	10	8478.59	10	CI	1905	1	41
