ID	Diameter	Material	InstallYear	OrgMaterial	OrgInstallYear	OrgDiameter	Status	InstallDate	BreakYear	BreakDate	Failure_ID	BreakAge
71731	16	CI	1950	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71732	16	CI	1950	CI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71733	24	CI	1950	CI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
71734	12	CI	1950	CI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71735	24	CI	1950	DI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
71736	24	CI	1950	DI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
71737	12	CI	1950	CI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71738	12	CI	1950	CI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71739	16	CI	1950	CI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71740	16	CI	1950	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71741	20	CI	1950	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71742	6	CI	1950	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71743	20	CI	1954	CI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71744	12	CI	1954	CI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71745	16	CI	1954	CI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71746	20	CI	1954	CI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71747	16	CI	1954	CI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71748	24	CI	1954	CI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
71749	6	CI	1950	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71750	20	CI	1950	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71751	10	CI	1950	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
71752	8	CI	1950	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71753	6	CI	1954	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71754	20	CI	1954	CI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71755	6	CI	1954	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71756	24	CI	1954	CI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
71757	6	CI	1954	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71758	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71759	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71760	6	DI	2002	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71761	10	DI	2002	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
71762	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71763	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71764	12	DI	2006	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71770	8	DI	2007	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71771	12	DI	2006	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71772	12	DI	2006	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71773	12	DI	2007	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71774	6	DI	2006	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71775	12	DI	2006	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71776	8	DI	2005	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71777	12	DI	1970	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71778	8	DI	2005	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71779	8	DI	2005	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71780	8	DI	2005	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71781	8	DI	2006	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71787	12	DI	2006	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71788	12	DI	2006	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71789	6	DI	1988	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71790	6	DI	1988	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71791	16	DI	1980	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71792	6	DI	1980	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71793	16	DI	1980	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71794	6	DI	1980	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71795	16	DI	1980	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71796	16	DI	1980	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71797	16	DI	1980	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71798	6	DI	1980	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71799	16	DI	1980	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71800	8	DI	1984	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71801	6	DI	2006	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71802	6	DI	1986	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71803	16	DI	1994	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71804	16	DI	1994	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71805	16	DI	1994	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71806	16	DI	1993	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71807	6	DI	1993	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71808	16	DI	1993	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71809	16	DI	1993	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71810	6	DI	1993	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71811	10	DI	1997	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
71812	6	DI	1997	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71813	10	DI	1997	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
71814	16	DI	1994	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71815	10	DI	1997	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
71816	16	DI	1994	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71817	16	DI	1993	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71818	16	DI	1993	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71819	16	DI	1993	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71820	8	DI	2004	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
71821	12	DI	2004	DI	NULL	12	0	NULL	NULL	NULL	NULL	NULL
71822	8	DI	2004	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
71823	8	DI	2004	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
71829	8	DI	2004	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
71830	8	DI	2004	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
71831	6	DI	2004	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71832	6	DI	2004	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71838	8	DI	2004	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
71839	8	DI	2004	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
71840	6	DI	2004	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71841	8	DI	2004	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
71842	12	DI	2008	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71843	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71844	12	DI	2008	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71845	12	DI	2008	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71846	12	DI	2008	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71847	6	DI	2008	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71848	12	DI	2008	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71849	12	DI	2008	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71850	12	DI	2008	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71851	12	DI	2008	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71852	12	DI	2008	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71853	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71854	12	DI	2008	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71855	6	DI	2002	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71856	8	DI	2002	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71857	8	DI	2004	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71858	8	DI	2002	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71859	8	DI	2002	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71860	8	DI	2002	DI	2002	8	1	2002-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
71861	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71862	12	DI	2005	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71863	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71864	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71865	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71866	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71872	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71873	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71874	20	DI	2001	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71875	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71881	20	DI	2001	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71882	20	DI	2002	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71883	10	DI	2002	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
71884	6	DI	2002	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71885	20	DI	2002	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71886	6	DI	2002	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71887	6	DI	2002	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71888	6	DI	2002	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71889	20	DI	2002	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71890	20	DI	2002	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71891	20	DI	2002	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71892	20	DI	2002	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71893	20	DI	2002	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71894	10	DI	2002	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
71895	6	DI	2002	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71896	10	DI	2002	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
71897	10	DI	2002	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
71898	10	DI	2002	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
71899	6	DI	2002	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71900	10	DI	2002	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
71906	10	DI	2002	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
71907	6	DI	2002	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71908	10	DI	2002	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
71909	6	DI	2002	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71910	10	DI	2002	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
71911	10	DI	2002	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
71912	6	DI	2002	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71913	10	DI	2002	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
71914	20	DI	2001	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71915	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71916	20	DI	2001	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71917	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71918	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71919	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71920	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71921	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71922	20	DI	2002	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
71923	6	DI	2011	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71924	6	DI	2011	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71925	6	DI	2011	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71931	6	DI	2011	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71932	12	DI	2008	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71933	6	DI	2010	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71934	8	DI	2011	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71935	8	CI	1920	CI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
71936	12	DI	1997	DI	NULL	12	1	NULL	2020	2020-07-28 00:00:00.000	4384	23
71937	12	DI	1997	DI	NULL	12	1	NULL	2014	2014-05-06 00:00:00.000	4273	17
71937	12	DI	1997	DI	NULL	12	1	NULL	2021	2021-10-12 00:00:00.000	4469	24
71938	6	DI	1980	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71939	12	DI	2000	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71940	10	CI	1926	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
71941	6	DI	2010	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71942	10	CI	1926	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
71943	8	CI	1926	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71944	6	CI	1926	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71945	6	CI	1922	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71946	6	CI	1915	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71947	6	CI	1922	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71948	10	CI	1925	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
71949	6	CI	1944	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71950	6	DI	2010	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71956	6	CI	1944	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71957	10	DI	2004	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
71958	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71959	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71960	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71961	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71962	8	DI	2001	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71963	6	DI	2003	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71964	6	DI	2003	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71965	6	DI	2003	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71966	6	DI	2003	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71967	6	DI	2003	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71968	6	DI	2003	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71969	6	DI	2003	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71970	6	DI	2003	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71971	6	DI	2003	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71972	6	DI	2003	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71973	6	DI	2003	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71974	6	DI	2003	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71975	6	DI	2003	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71976	6	DI	2003	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71977	12	DI	1998	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71983	8	DI	2006	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71984	8	DI	2006	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71985	12	DI	2006	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
71986	16	DI	1994	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71987	16	DI	1994	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71988	6	DI	1994	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71989	16	DI	1994	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71990	16	DI	1994	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71991	16	DI	1994	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71992	6	DI	1994	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71993	16	DI	1994	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
71994	6	DI	2000	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
71995	10	CI	1930	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
71996	6	DI	1988	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71997	6	DI	1988	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
71998	8	DI	2005	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
71999	8	DI	2005	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
72000	6	DI	2005	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72001	8	DI	2005	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
72002	8	DI	1999	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
72003	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72004	8	DI	2005	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
72005	8	DI	2001	DI	NULL	8	1	NULL	2022	2022-07-01 00:00:00.000	4543	21
72006	8	DI	2001	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
72007	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72008	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72009	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72010	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72011	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72012	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72013	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72014	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72015	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72016	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72017	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72018	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72019	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72020	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72021	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72022	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72023	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72024	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72025	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72026	6	DI	2008	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72027	10	DI	1990	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
72028	6	DI	1990	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
72029	6	DI	1990	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72030	6	DI	1990	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
72031	6	DI	1990	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
72032	8	DI	1971	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
72033	8	DI	1971	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
72034	8	DI	1971	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
72035	8	DI	1971	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
72036	8	DI	1971	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
72037	8	DI	1971	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
72038	10	DI	1971	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
72039	10	DI	1971	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
72040	6	DI	1989	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
72041	24	CI	1950	DI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
72042	24	CI	1950	CI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
72043	20	DI	2011	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
72044	20	DI	2011	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
72045	6	DI	2020	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72046	24	CI	1950	DI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
72051	16	DI	2011	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
72052	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72053	20	DI	1999	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
72054	24	DI	1999	DI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
72055	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72056	20	DI	1999	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
72057	6	DI	1999	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
72058	20	DI	1999	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
72059	16	CI	1912	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
72060	20	CI	1912	DI	NULL	20	0	NULL	NULL	NULL	NULL	NULL
72061	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72062	30	DI	1999	DI	1999	30	1	1999-06-16 00:00:00.0000000	NULL	NULL	NULL	NULL
72063	30	DI	1999	DI	1999	30	1	1999-06-16 00:00:00.0000000	NULL	NULL	NULL	NULL
72064	30	DI	1999	DI	1999	30	1	1999-06-16 00:00:00.0000000	NULL	NULL	NULL	NULL
72065	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72066	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72067	24	DI	1999	DI	1999	24	1	1999-05-27 00:00:00.0000000	NULL	NULL	NULL	NULL
72068	30	DI	1999	DI	1999	30	1	1999-05-27 00:00:00.0000000	NULL	NULL	NULL	NULL
72069	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72070	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72071	24	DI	1999	DI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
72072	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72073	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72074	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72075	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72076	12	CI	1912	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
72077	24	DI	1999	DI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
72078	12	CI	1912	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
72079	24	DI	1999	DI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
72080	6	CI	1912	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
72081	12	CI	1912	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
72082	24	DI	1999	DI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
72083	24	DI	1999	DI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
72084	24	DI	1999	DI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
72085	24	DI	1999	DI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
72086	20	CI	1912	DI	NULL	20	0	NULL	NULL	NULL	NULL	NULL
72087	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72088	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72089	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72090	30	DI	1999	DI	NULL	30	1	NULL	NULL	NULL	NULL	NULL
72091	24	CI	1912	DI	NULL	24	0	NULL	NULL	NULL	NULL	NULL
72092	30	CI	1912	DI	NULL	30	0	NULL	NULL	NULL	NULL	NULL
72093	20	CI	1912	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
72094	20	CI	1912	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
72095	12	DI	1999	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
72096	20	CI	1912	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
72097	12	DI	1999	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
72098	20	CI	1912	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
72099	10	CI	1912	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
72100	10	CI	1912	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
72101	10	CI	1912	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
72102	16	CI	1912	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
72103	10	CI	1912	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
72104	10	CI	1912	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
72105	18	CI	1912	DI	NULL	18	1	NULL	NULL	NULL	NULL	NULL
72106	6	CI	1912	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
72107	16	CI	1912	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
72108	16	CI	1912	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
72109	10	CI	1912	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
72110	18	CI	1912	DI	NULL	18	1	NULL	NULL	NULL	NULL	NULL
72111	24	CI	1912	DI	NULL	24	1	NULL	NULL	NULL	NULL	NULL
72112	16	CI	1912	DI	NULL	16	0	NULL	NULL	NULL	NULL	NULL
