ID	Diameter	Material	InstallYear	OrgMaterial	OrgDiameter	Status	INSTALL_DATE	BreakYear	BreakDate	Failure_ID	BreakAge
28208	24	DI	1975	DI	24	1	1975	2015	2015-01-29 00:00:00.000	235427	40
28209	7	CS	1967	CS	NULL	1	1967	NULL	NULL	NULL	NULL
28210	6	CI	1964	DI	6	1	1964	NULL	NULL	NULL	NULL
28211	6	DI	1968	DI	6	1	1968	NULL	NULL	NULL	NULL
28212	6	CI	1964	DI	6	1	1964	NULL	NULL	NULL	NULL
28213	6	DI	1998	DI	6	1	1998	NULL	NULL	NULL	NULL
28214	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
28215	6	DI	1998	DI	6	1	1998	NULL	NULL	NULL	NULL
28216	8	DI	1992	CI	8	1	1992	NULL	NULL	NULL	NULL
28217	8	DI	1992	CI	8	1	1992	NULL	NULL	NULL	NULL
28218	8	DI	1992	CI	8	1	1992	NULL	NULL	NULL	NULL
28219	6	CI	1965	CI	6	1	1965	NULL	NULL	NULL	NULL
28220	6	CI	1965	CI	6	1	1965	NULL	NULL	NULL	NULL
28221	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
28222	8	DI	1996	DI	8	1	1996	NULL	NULL	NULL	NULL
28223	16	DI	1976	DI	16	1	1976	NULL	NULL	NULL	NULL
28224	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
28225	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
28226	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
28227	6	CI	1979	CI	6	1	1979	NULL	NULL	NULL	NULL
28228	6	CI	1979	CI	6	1	1979	NULL	NULL	NULL	NULL
28229	6	DI	2000	CI	6	1	2000	NULL	NULL	NULL	NULL
28230	6	DI	2000	CI	6	1	2000	NULL	NULL	NULL	NULL
28231	6	CI	1965	CI	6	1	1965	NULL	NULL	NULL	NULL
28232	6	CI	1951	CI	6	1	1951	NULL	NULL	NULL	NULL
28233	6	DI	1986	DI	6	1	1986	NULL	NULL	NULL	NULL
28234	8	DI	1986	DI	8	1	1986	NULL	NULL	NULL	NULL
28235	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
28236	6	AC	1968	AC	6	1	1968	NULL	NULL	NULL	NULL
28237	6	CI	1960	CI	6	1	1960	NULL	NULL	NULL	NULL
28241	8	DI	1988	DI	8	1	1988	NULL	NULL	NULL	NULL
28244	8	CI	1950	CI	8	1	1950	NULL	NULL	NULL	NULL
28245	8	CI	1950	CI	8	1	1950	NULL	NULL	NULL	NULL
28246	8	CI	1950	CI	8	1	1950	NULL	NULL	NULL	NULL
28247	8	DI	1980	DI	8	1	1980	NULL	NULL	NULL	NULL
28248	8	DI	1980	DI	8	1	1980	NULL	NULL	NULL	NULL
28250	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
28251	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
28252	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
28253	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
28254	6	DI	1974	DI	6	1	1974	NULL	NULL	NULL	NULL
28255	6	DI	1982	DI	6	1	1982	NULL	NULL	NULL	NULL
28256	6	DI	1982	DI	6	1	1982	NULL	NULL	NULL	NULL
28257	6	DI	1982	DI	6	1	1982	NULL	NULL	NULL	NULL
28258	6	CI	1948	CI	6	1	PRE1948	NULL	NULL	NULL	NULL
28259	20	DI	1981	DI	20	1	1981	NULL	NULL	NULL	NULL
28260	30	CS	1956	CS	30	1	1956	2022	2022-07-12 05:30:00.000	239077	66
28261	6	DI	1981	DI	6	1	1981	NULL	NULL	NULL	NULL
28262	6	DI	1981	DI	6	1	1981	2014	2014-01-21 00:00:00.000	235191	33
28263	6	CI	1976	CI	6	1	1976	NULL	NULL	NULL	NULL
28264	6	CI	1948	CI	6	1	PRE1948	NULL	NULL	NULL	NULL
28265	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
28266	12	DI	1993	DI	12	1	1993	NULL	NULL	NULL	NULL
28267	10	CI	1947	CI	10	1	1947	NULL	NULL	NULL	NULL
28268	8	DI	1992	CI	8	1	1992	NULL	NULL	NULL	NULL
28269	8	DI	1997	DI	8	1	1997	NULL	NULL	NULL	NULL
28270	6	CI	1947	CI	6	1	PRE1947	NULL	NULL	NULL	NULL
28271	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
28272	6	AC	1961	AC	6	1	1961	NULL	NULL	NULL	NULL
28273	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
28274	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
28275	8	DI	1979	PVC	8	1	1979	NULL	NULL	NULL	NULL
28276	6	DI	1995	DI	6	1	1995	NULL	NULL	NULL	NULL
28277	8	DI	1979	DI	8	1	1979	NULL	NULL	NULL	NULL
28278	8	DI	1987	DI	8	1	1987	NULL	NULL	NULL	NULL
28279	8	DI	1980	DI	8	1	1980	NULL	NULL	NULL	NULL
28280	6	CI	1910	CI	6	1	UNK	NULL	NULL	NULL	NULL
28281	8	DI	1980	DI	8	1	1980	NULL	NULL	NULL	NULL
28282	6	DI	1988	DI	6	1	1988	NULL	NULL	NULL	NULL
28283	6	DI	1988	DI	6	1	1988	NULL	NULL	NULL	NULL
28284	6	DI	1988	DI	6	1	1988	NULL	NULL	NULL	NULL
28285	6	DI	2002	DI	6	1	2002	NULL	NULL	NULL	NULL
28286	8	CI	1959	DI	8	1	1959	NULL	NULL	NULL	NULL
28287	8	CI	1959	DI	8	1	1959	NULL	NULL	NULL	NULL
28288	6	CS	1959	CS	6	1	1959	NULL	NULL	NULL	NULL
28289	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
28291	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
28292	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
28293	6	CI	1965	CI	6	1	1965	NULL	NULL	NULL	NULL
28294	8	DI	1986	DI	8	1	1986	NULL	NULL	NULL	NULL
28295	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
28296	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
28297	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
28298	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
28299	6	CI	1953	CI	6	1	1953	NULL	NULL	NULL	NULL
28300	6	CI	1950	CI	6	1	1950	NULL	NULL	NULL	NULL
28301	6	DI	2002	DI	6	1	2002	NULL	NULL	NULL	NULL
28302	6	CI	1947	CI	6	1	1947	NULL	NULL	NULL	NULL
28303	6	CI	1952	CI	6	1	1952	NULL	NULL	NULL	NULL
28304	6	CI	1959	CI	6	1	1959	NULL	NULL	NULL	NULL
28305	6	DI	2007	DI	6	1	2007	NULL	NULL	NULL	NULL
28306	6	CI	1951	CI	6	1	1951	NULL	NULL	NULL	NULL
28307	6	CI	1959	CI	6	1	1959	NULL	NULL	NULL	NULL
28308	6	AC	1948	AC	6	1	1948	NULL	NULL	NULL	NULL
28309	6	DI	2003	DI	6	1	2003	NULL	NULL	NULL	NULL
28310	6	CI	1952	CI	6	1	1952	NULL	NULL	NULL	NULL
28311	2	COP	2002	COP	2	1	2002	NULL	NULL	NULL	NULL
28312	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
28313	10	CI	1948	CI	10	1	1948	NULL	NULL	NULL	NULL
28314	2	GA	1919	GA	2	1	1919	2023	2023-03-29 01:00:00.000	239711	104
28314	2	GA	1919	GA	2	1	1919	2023	2023-02-08 01:30:00.000	239615	104
28314	2	GA	1919	GA	2	1	1919	2018	2018-02-14 00:00:00.000	235022	99
28315	6	DI	1982	CI	6	1	1982	NULL	NULL	NULL	NULL
28316	6	DI	1988	CI	6	1	1988	NULL	NULL	NULL	NULL
28317	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
28318	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
28319	6	CI	1977	CI	6	1	1977	NULL	NULL	NULL	NULL
28320	6	CI	1977	CI	6	1	1977	NULL	NULL	NULL	NULL
28321	6	CI	1977	CI	6	1	1977	NULL	NULL	NULL	NULL
28322	6	CI	1977	CI	6	1	1977	NULL	NULL	NULL	NULL
28323	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
28324	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
28325	6	CI	1977	CI	6	1	1977	NULL	NULL	NULL	NULL
28327	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
28328	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
28329	8	PVC	1987	PVC	8	1	1987	NULL	NULL	NULL	NULL
28330	6	DI	1981	DI	6	1	1981	NULL	NULL	NULL	NULL
28331	6	DI	1981	DI	6	1	1981	NULL	NULL	NULL	NULL
28332	6	DI	1981	DI	6	1	1981	NULL	NULL	NULL	NULL
28333	6	CI	1959	CI	6	1	1959	NULL	NULL	NULL	NULL
28335	8	DI	2008	DI	8	1	2008	NULL	NULL	NULL	NULL
28336	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
28337	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
28338	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
28339	8	DI	1986	DI	8	1	1986	NULL	NULL	NULL	NULL
28340	6	AC	1962	AC	6	1	1962	NULL	NULL	NULL	NULL
28341	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
28342	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
28343	6	AC	1962	AC	6	1	1962	NULL	NULL	NULL	NULL
28344	6	CI	1962	CI	6	1	1962	NULL	NULL	NULL	NULL
28345	6	CI	1962	CI	6	1	1962	NULL	NULL	NULL	NULL
28346	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
28348	6	CI	1958	CI	6	1	1958	NULL	NULL	NULL	NULL
28349	6	CI	1960	CI	6	1	1960	NULL	NULL	NULL	NULL
28350	6	CI	1960	CI	6	1	1960	2020	2020-12-06 05:00:00.000	237724	60
28350	6	CI	1960	CI	6	1	1960	2020	2020-12-08 04:00:00.000	237745	60
28351	6	CI	1960	CI	6	1	1960	NULL	NULL	NULL	NULL
28352	6	CI	1947	CI	6	1	1947	NULL	NULL	NULL	NULL
28353	6	CI	1960	DI	6	1	1960	NULL	NULL	NULL	NULL
28354	6	CI	1952	CI	6	1	1952	NULL	NULL	NULL	NULL
28355	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
28356	6	DI	1975	DI	6	1	1975	NULL	NULL	NULL	NULL
28357	6	DI	1975	DI	6	1	1975	NULL	NULL	NULL	NULL
28358	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
28359	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
28360	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
28361	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
28362	6	CI	1951	DI	6	1	1951	NULL	NULL	NULL	NULL
28363	6	DI	1974	DI	6	1	1974	NULL	NULL	NULL	NULL
28364	6	DI	1982	DI	6	1	1982	NULL	NULL	NULL	NULL
28365	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
28366	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
28367	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
28368	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
28369	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
28370	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
28371	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
28372	6	CI	1951	DI	6	1	1951	NULL	NULL	NULL	NULL
28373	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
28374	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
28375	6	CI	1958	CI	6	1	1958	NULL	NULL	NULL	NULL
28376	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
28377	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
28378	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
28379	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
28380	8	CI	1965	CI	8	1	1965	NULL	NULL	NULL	NULL
28381	6	AC	1965	AC	6	1	1965	NULL	NULL	NULL	NULL
28382	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
28383	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
28384	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
28385	6	DI	1998	DI	6	1	1998	NULL	NULL	NULL	NULL
28386	6	DI	1998	DI	6	1	1998	NULL	NULL	NULL	NULL
28387	6	DI	1998	DI	6	1	1998	NULL	NULL	NULL	NULL
28388	6	DI	1998	DI	6	1	1998	NULL	NULL	NULL	NULL
28389	6	DI	1998	DI	6	1	1998	NULL	NULL	NULL	NULL
28390	6	DI	1998	DI	6	1	1998	NULL	NULL	NULL	NULL
28391	8	DI	1965	DI	8	1	NULL	NULL	NULL	NULL	NULL
28392	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
28393	6	DI	1997	DI	6	1	1997	NULL	NULL	NULL	NULL
28394	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
28395	6	DI	1998	DI	6	1	1998	NULL	NULL	NULL	NULL
28396	6	DI	1986	DI	6	1	1986	NULL	NULL	NULL	NULL
28397	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
28398	6	DI	2005	DI	6	1	2005	NULL	NULL	NULL	NULL
28399	6	DI	2006	DI	6	1	2006	NULL	NULL	NULL	NULL
28400	12	DI	1986	DI	12	1	1986	NULL	NULL	NULL	NULL
28401	6	DI	1989	DI	6	1	1989	NULL	NULL	NULL	NULL
28402	6	CI	1963	CI	6	1	1963	2021	2021-08-05 08:00:00.000	238309	58
28403	8	DI	1988	DI	8	1	1988	NULL	NULL	NULL	NULL
28404	6	CI	1965	CI	6	1	1965	NULL	NULL	NULL	NULL
28405	6	CI	1965	CI	6	1	1965	NULL	NULL	NULL	NULL
28406	6	CI	1965	CI	6	1	1965	NULL	NULL	NULL	NULL
28407	6	CI	1965	CI	6	1	1965	NULL	NULL	NULL	NULL
28410	6	CI	1969	CI	6	1	1969	NULL	NULL	NULL	NULL
28414	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
28415	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
28416	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
28417	8	DI	1997	DI	8	1	1997	NULL	NULL	NULL	NULL
28420	8	DI	1997	DI	8	1	1997	NULL	NULL	NULL	NULL
28423	8	DI	1997	DI	8	1	1997	NULL	NULL	NULL	NULL
28427	8	PVC	1984	PVC	8	1	1984	NULL	NULL	NULL	NULL
28428	8	PVC	1984	PVC	8	1	1984	NULL	NULL	NULL	NULL
28429	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
28430	6	DI	1991	DI	6	1	1991	NULL	NULL	NULL	NULL
28431	6	DI	1969	DI	6	1	1969	NULL	NULL	NULL	NULL
28432	6	DI	1976	DI	6	1	1976	NULL	NULL	NULL	NULL
28433	6	DI	1976	DI	6	1	1976	NULL	NULL	NULL	NULL
28434	6	DI	1976	DI	6	1	1976	NULL	NULL	NULL	NULL
28435	6	DI	1967	DI	6	1	1967	NULL	NULL	NULL	NULL
28436	6	DI	1969	DI	6	1	1969	NULL	NULL	NULL	NULL
28437	6	CI	1964	DI	6	1	1964	NULL	NULL	NULL	NULL
28438	6	DI	1988	DI	6	1	1988	NULL	NULL	NULL	NULL
28439	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
28440	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
28441	6	DI	1979	DI	6	1	1979	NULL	NULL	NULL	NULL
28442	6	DI	1979	DI	6	1	1979	NULL	NULL	NULL	NULL
28443	6	DI	1979	DI	6	1	1979	NULL	NULL	NULL	NULL
28445	6	CI	1952	CI	6	1	1952	NULL	NULL	NULL	NULL
28446	6	CI	1952	CI	6	1	1952	2014	2014-10-27 00:00:00.000	236719	62
28447	2	GA	1951	GA	2	1	1951	NULL	NULL	NULL	NULL
28448	2	GA	1951	GA	2	1	1951	NULL	NULL	NULL	NULL
28450	6	CI	1952	CI	6	1	1952	NULL	NULL	NULL	NULL
28451	6	CI	1952	CI	6	1	1952	NULL	NULL	NULL	NULL
28455	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
28457	6	CI	1969	CI	6	1	1969	2019	2019-12-27 09:24:00.000	236807	50
28458	6	CI	1969	CI	6	1	1969	NULL	NULL	NULL	NULL
28459	6	DI	1988	DI	6	1	1988	NULL	NULL	NULL	NULL
28460	6	DI	1988	DI	6	1	1988	NULL	NULL	NULL	NULL
28462	6	CI	1971	CI	6	1	1971	NULL	NULL	NULL	NULL
28463	6	CI	1971	CI	6	1	1971	NULL	NULL	NULL	NULL
28464	6	CI	1971	CI	6	1	1971	NULL	NULL	NULL	NULL
28465	6	CI	1971	CI	6	1	1971	NULL	NULL	NULL	NULL
28466	6	CI	1971	CI	6	1	1971	NULL	NULL	NULL	NULL
28467	6	DI	1998	DI	6	1	1998	NULL	NULL	NULL	NULL
28468	8	DI	1988	DI	8	1	1988	NULL	NULL	NULL	NULL
28470	6	AC	1969	AC	6	1	1969	NULL	NULL	NULL	NULL
28472	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
28473	6	CI	1980	CI	6	1	1980	NULL	NULL	NULL	NULL
28474	8	DI	2022	DI	8	1	2022	NULL	NULL	NULL	NULL
28475	6	PVC	1986	PVC	6	1	1986	NULL	NULL	NULL	NULL
28476	6	CI	1948	CI	6	1	1948	NULL	NULL	NULL	NULL
28477	7	UNK	1900	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
28478	8	DI	1995	DI	8	1	1995	NULL	NULL	NULL	NULL
28480	6	CI	1969	CI	6	1	1969	NULL	NULL	NULL	NULL
28483	6	CI	1972	CI	6	1	1972	NULL	NULL	NULL	NULL
28484	8	PVC	1982	PVC	8	1	1982	NULL	NULL	NULL	NULL
28485	6	CI	1960	CI	6	1	1960	NULL	NULL	NULL	NULL
28486	6	AC	1965	AC	6	1	1965	NULL	NULL	NULL	NULL
28487	8	PVC	1983	PVC	8	1	1983	NULL	NULL	NULL	NULL
28488	8	PVC	1993	PVC	8	1	1993	NULL	NULL	NULL	NULL
28490	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
28491	6	AC	1956	AC	6	1	1956	NULL	NULL	NULL	NULL
28493	8	PVC	1982	PVC	8	1	1982	2018	2018-02-21 00:00:00.000	234506	36
28494	8	DI	2006	DI	8	1	2006	NULL	NULL	NULL	NULL
28495	6	PVC	1985	PVC	6	1	1985	NULL	NULL	NULL	NULL
28496	6	CI	1970	CI	6	1	1970	NULL	NULL	NULL	NULL
28497	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
28500	8	DI	1994	DI	8	1	1994	NULL	NULL	NULL	NULL
28501	8	PVC	1987	PVC	8	1	1987	NULL	NULL	NULL	NULL
28502	6	AC	1965	AC	6	1	1965	NULL	NULL	NULL	NULL
28503	8	CI	1973	CI	8	1	1973	2014	2014-01-01 00:00:00.000	233201	41
28505	8	DI	1965	DI	8	1	NULL	NULL	NULL	NULL	NULL
28506	8	DI	1998	DI	8	1	1998	NULL	NULL	NULL	NULL
28507	8	PVC	1985	PVC	8	1	1985	NULL	NULL	NULL	NULL
28508	6	CI	1950	CI	6	1	1950	NULL	NULL	NULL	NULL
28509	6	AC	1966	AC	6	1	1966	NULL	NULL	NULL	NULL
28510	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
28511	8	DI	1998	DI	8	1	1998	NULL	NULL	NULL	NULL
28512	8	DI	1990	DI	8	1	1990	NULL	NULL	NULL	NULL
28513	8	PVC	1986	PVC	8	1	1986	NULL	NULL	NULL	NULL
28514	6	AC	1940	AC	6	1	NULL	NULL	NULL	NULL	NULL
28515	6	AC	1965	AC	6	1	1965	NULL	NULL	NULL	NULL
28516	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
28517	6	CI	1971	CI	6	1	1971	NULL	NULL	NULL	NULL
28518	8	DI	1965	DI	8	1	NULL	NULL	NULL	NULL	NULL
28519	2	GA	1956	GA	2	1	1956	NULL	NULL	NULL	NULL
28520	6	DI	1976	NULL	6	1	1976	NULL	NULL	NULL	NULL
28521	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
28522	8	DI	1977	PVC	8	1	1977	2017	2017-10-08 00:00:00.000	236527	40
28523	8	DI	1997	DI	8	1	1997	NULL	NULL	NULL	NULL
28524	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
28526	6	AC	1956	AC	6	1	1956	NULL	NULL	NULL	NULL
28527	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
28528	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
28529	2	GA	1974	GA	2	1	1974	NULL	NULL	NULL	NULL
28530	8	DI	1989	DI	8	1	1989	NULL	NULL	NULL	NULL
28531	6	CI	1977	CI	6	1	1977	NULL	NULL	NULL	NULL
28532	6	AC	1954	AC	6	1	1954	2018	2018-04-18 00:00:00.000	236722	64
28532	6	AC	1954	AC	6	1	1954	2015	2015-10-29 00:00:00.000	236723	61
28532	6	AC	1954	AC	6	1	1954	2024	2024-01-15 05:00:00.000	240359	70
28533	8	CI	1972	CI	8	1	1972	NULL	NULL	NULL	NULL
28534	8	CI	1975	CI	8	1	1975	NULL	NULL	NULL	NULL
28535	6	CI	1969	CI	6	1	1969	NULL	NULL	NULL	NULL
28536	6	AC	1965	AC	6	1	1965	2015	2015-12-25 00:00:00.000	235849	50
28537	7	UNK	1900	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
28538	2	GA	1963	GA	2	1	1963	NULL	NULL	NULL	NULL
28539	8	PVC	1982	PVC	8	1	1982	2016	2016-07-28 00:00:00.000	234535	34
28540	8	DI	2001	DI	8	1	2001	NULL	NULL	NULL	NULL
28541	8	CI	1974	CI	8	1	1974	NULL	NULL	NULL	NULL
28542	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
28543	6	AC	1964	AC	6	1	1964	2024	2024-02-14 10:00:00.000	240436	60
28544	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
28545	8	DI	1994	DI	8	1	1994	NULL	NULL	NULL	NULL
28546	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
28547	6	DI	1981	CI	6	1	1981	NULL	NULL	NULL	NULL
28548	6	DI	1982	AC	6	1	1982	NULL	NULL	NULL	NULL
28549	2	GA	1969	GA	2	1	1969	2018	2018-10-30 00:00:00.000	233914	49
28549	2	GA	1969	GA	2	1	1969	2018	2018-08-17 00:00:00.000	233915	49
28549	2	GA	1969	GA	2	1	1969	2020	2020-03-22 10:48:00.000	236914	51
28549	2	GA	1969	GA	2	1	1969	2019	2019-10-31 11:07:00.000	237017	50
28549	2	GA	1969	GA	2	1	1969	2021	2021-08-09 05:30:00.000	238315	52
28549	2	GA	1969	GA	2	1	1969	2021	2021-08-25 11:00:00.000	238365	52
28549	2	GA	1969	GA	2	1	1969	2021	2021-11-11 06:00:00.000	238565	52
28550	6	AC	1976	AC	6	1	1976	NULL	NULL	NULL	NULL
28552	10	DI	1985	DI	10	1	1985	NULL	NULL	NULL	NULL
28553	6	AC	1962	AC	6	1	1962	NULL	NULL	NULL	NULL
28554	8	DI	2003	DI	8	1	2003	NULL	NULL	NULL	NULL
28555	8	DI	1986	DI	8	1	1986	NULL	NULL	NULL	NULL
28556	8	DI	1994	DI	8	1	1994	NULL	NULL	NULL	NULL
28557	6	AC	1954	AC	6	1	1954	NULL	NULL	NULL	NULL
28558	8	CI	1970	CI	8	1	1970	NULL	NULL	NULL	NULL
28559	6	AC	1964	AC	6	1	1964	NULL	NULL	NULL	NULL
28560	6	DI	1985	DI	6	1	1985	NULL	NULL	NULL	NULL
28562	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
28563	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
28564	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
28565	8	DI	1965	DI	8	1	NULL	NULL	NULL	NULL	NULL
28566	6	AC	1968	AC	6	1	1968	NULL	NULL	NULL	NULL
28567	6	AC	1970	AC	6	1	1970	NULL	NULL	NULL	NULL
28568	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
28569	6	DI	1984	NULL	6	1	1984	NULL	NULL	NULL	NULL
28570	8	PVC	1986	PVC	8	1	1986	NULL	NULL	NULL	NULL
28571	8	DI	1998	DI	8	1	1998	NULL	NULL	NULL	NULL
28572	8	CI	1970	CI	8	1	1970	NULL	NULL	NULL	NULL
28574	8	DI	1998	DI	8	1	1998	NULL	NULL	NULL	NULL
28575	8	DI	1998	DI	8	1	1998	2018	2018-08-17 00:00:00.000	235960	20
28581	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
28582	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
28587	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
28588	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
28589	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
28591	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
28592	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
28593	8	DI	1995	DI	8	1	1995	NULL	NULL	NULL	NULL
28594	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
28596	8	DI	2001	DI	8	1	2001	NULL	NULL	NULL	NULL
28597	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
28598	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
28601	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
28604	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
28605	8	DI	1998	DI	8	1	1998	NULL	NULL	NULL	NULL
28607	8	DI	1998	DI	8	1	1998	NULL	NULL	NULL	NULL
28609	8	DI	1998	DI	8	1	1998	NULL	NULL	NULL	NULL
28611	8	DI	1998	DI	8	1	1998	NULL	NULL	NULL	NULL
28614	8	DI	1998	DI	8	1	1998	NULL	NULL	NULL	NULL
28615	6	AC	1965	AC	6	1	1965	NULL	NULL	NULL	NULL
28616	6	AC	1965	AC	6	1	1965	NULL	NULL	NULL	NULL
28619	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
28620	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
28624	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
28625	6	AC	1960	AC	6	1	1960	2020	2020-10-11 06:00:00.000	237602	60
28626	6	DI	2004	DI	6	1	2004	NULL	NULL	NULL	NULL
28629	6	DI	1988	DI	6	1	1988	NULL	NULL	NULL	NULL
28630	6	COP	1965	COP	6	1	1965	NULL	NULL	NULL	NULL
28634	6	CI	1972	CI	6	1	1972	2022	2022-04-24 05:00:00.000	238933	50
28634	6	CI	1972	CI	6	1	1972	2022	2022-04-24 05:00:00.000	238934	50
28634	6	CI	1972	CI	6	1	1972	2022	2022-04-24 05:00:00.000	238935	50
28634	6	CI	1972	CI	6	1	1972	2023	2023-11-04 09:30:00.000	240171	51
