ID	Diameter	Material	InstallYear	OrgMaterial	OrgDiameter	Status	INSTALL_DATE	BreakYear	BreakDate	Failure_ID	BreakAge
1	6	DI	1967	DI	6	1	1967	NULL	NULL	NULL	NULL
4	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
6	16	DI	1984	DI	16	1	1984	NULL	NULL	NULL	NULL
7	24	CI	1959	CI	24	1	1959	NULL	NULL	NULL	NULL
8	4	CI	1959	CI	4	1	1959	NULL	NULL	NULL	NULL
9	24	CI	1959	CI	24	1	1959	NULL	NULL	NULL	NULL
10	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
11	36	DI	1992	DI	36	1	1992	NULL	NULL	NULL	NULL
12	4	DI	1992	DI	4	1	1992	NULL	NULL	NULL	NULL
13	6	AC	1961	AC	6	1	1961	NULL	NULL	NULL	NULL
14	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
15	6	CI	1970	CI	6	1	1970	NULL	NULL	NULL	NULL
16	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
17	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
18	6	CI	1957	CI	6	1	1957	NULL	NULL	NULL	NULL
19	6	CI	1957	CI	6	1	1957	2014	2014-11-20 00:00:00.000	234887	57
19	6	CI	1957	CI	6	1	1957	2016	2016-11-02 00:00:00.000	234888	59
19	6	CI	1957	CI	6	1	1957	2015	2015-11-27 00:00:00.000	235050	58
19	6	CI	1957	CI	6	1	1957	2014	2014-11-20 00:00:00.000	235051	57
20	8	DI	2008	DI	8	1	2008	NULL	NULL	NULL	NULL
21	6	DI	1997	DI	6	1	1997	NULL	NULL	NULL	NULL
22	10	DI	1984	DI	10	1	1984	NULL	NULL	NULL	NULL
23	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
24	10	DI	1979	DI	10	1	1979	NULL	NULL	NULL	NULL
25	8	DI	1973	DI	8	1	1973	NULL	NULL	NULL	NULL
26	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
27	8	DI	1989	DI	8	1	1989	NULL	NULL	NULL	NULL
28	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
29	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
30	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
31	8	DI	1990	DI	8	1	1990	NULL	NULL	NULL	NULL
32	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
33	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
34	6	DI	2000	DI	6	1	2000	NULL	NULL	NULL	NULL
35	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
36	10	DI	1988	DI	10	1	1988	NULL	NULL	NULL	NULL
37	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
38	8	DI	1988	DI	8	1	1988	NULL	NULL	NULL	NULL
39	8	DI	1986	CI	8	1	1986	NULL	NULL	NULL	NULL
40	6	DI	1986	CI	6	1	1986	NULL	NULL	NULL	NULL
41	8	DI	1986	CI	8	1	1986	NULL	NULL	NULL	NULL
42	8	DI	1986	CI	8	1	1986	NULL	NULL	NULL	NULL
43	6	DI	1986	CI	6	1	1986	NULL	NULL	NULL	NULL
44	6	DI	1986	CI	6	1	1986	NULL	NULL	NULL	NULL
45	8	DI	1986	CI	8	1	1986	NULL	NULL	NULL	NULL
46	6	DI	1986	CI	6	1	1986	NULL	NULL	NULL	NULL
47	6	DI	1986	CI	6	1	1986	NULL	NULL	NULL	NULL
48	8	DI	1986	CI	8	1	1986	NULL	NULL	NULL	NULL
49	8	DI	1986	CI	8	1	1986	NULL	NULL	NULL	NULL
50	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
51	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
52	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
53	6	CI	1970	CI	6	1	1970	2022	2022-05-17 01:30:00.000	238947	52
54	2	GA	1970	GA	2	1	1970	NULL	NULL	NULL	NULL
55	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
56	24	DI	1992	DI	24	1	1992	NULL	NULL	NULL	NULL
57	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
58	6	DI	1992	DI	6	1	1992	NULL	NULL	NULL	NULL
61	8	CI	1967	CI	8	1	1967	NULL	NULL	NULL	NULL
62	6	CI	1910	CI	6	1	UNK	NULL	NULL	NULL	NULL
63	6	CI	1967	CI	6	1	1967	NULL	NULL	NULL	NULL
64	2	GA	1981	GA	2	1	1981	NULL	NULL	NULL	NULL
65	60	PCCP	1980	CI	60	1	CI	NULL	NULL	NULL	NULL
66	8	CI	1947	CI	8	1	1947	NULL	NULL	NULL	NULL
67	6	CI	1911	CI	6	1	1911	NULL	NULL	NULL	NULL
68	8	DI	1981	DI	8	1	1981	2016	2016-08-11 00:00:00.000	235045	35
68	8	DI	1981	DI	8	1	1981	2021	2021-04-17 02:00:00.000	238057	40
69	10	DI	1979	DI	10	1	1979	NULL	NULL	NULL	NULL
71	12	CI	1953	CI	12	1	1953	NULL	NULL	NULL	NULL
72	8	PVC	1980	PVC	8	1	1980	NULL	NULL	NULL	NULL
73	8	PVC	1983	PVC	8	1	1983	NULL	NULL	NULL	NULL
74	8	CI	1974	CI	8	1	1974	NULL	NULL	NULL	NULL
75	8	CI	1974	CI	8	1	1974	NULL	NULL	NULL	NULL
76	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
77	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
78	8	CI	1977	CI	8	1	1977	NULL	NULL	NULL	NULL
79	6	AC	1966	AC	6	1	1966	NULL	NULL	NULL	NULL
80	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
81	6	AC	1966	AC	6	1	1966	NULL	NULL	NULL	NULL
82	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
83	10	DI	1988	DI	10	1	1988	2018	2018-03-07 00:00:00.000	233084	30
84	8	DI	2007	DI	8	1	2007	NULL	NULL	NULL	NULL
85	8	CI	1972	CI	8	1	1972	NULL	NULL	NULL	NULL
86	6	DI	1991	CI	6	1	1991	NULL	NULL	NULL	NULL
87	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
88	12	DI	1989	DI	12	1	1989	NULL	NULL	NULL	NULL
89	12	DI	1975	DI	12	1	1975	NULL	NULL	NULL	NULL
91	8	DI	1996	DI	8	1	1996	NULL	NULL	NULL	NULL
92	8	DI	1976	DI	8	1	1976	NULL	NULL	NULL	NULL
93	8	CI	1911	CI	8	1	1911	NULL	NULL	NULL	NULL
94	6	DI	1976	DI	6	1	1976	NULL	NULL	NULL	NULL
95	8	CI	1911	CI	8	1	1911	NULL	NULL	NULL	NULL
96	6	CI	1911	CI	6	1	1911	NULL	NULL	NULL	NULL
97	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
98	6	PVC	1985	PVC	6	1	1985	NULL	NULL	NULL	NULL
99	6	PVC	1985	PVC	6	1	1985	NULL	NULL	NULL	NULL
100	8	DI	1977	PVC	8	1	1977	NULL	NULL	NULL	NULL
101	8	DI	1977	DI	8	1	1977	NULL	NULL	NULL	NULL
102	8	PVC	1987	PVC	8	1	1987	NULL	NULL	NULL	NULL
103	8	DI	1988	DI	8	1	1988	NULL	NULL	NULL	NULL
104	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
105	6	CI	1911	CI	6	1	1911	NULL	NULL	NULL	NULL
106	6	CI	1911	CI	6	1	1911	2017	2017-09-08 00:00:00.000	235248	106
106	6	CI	1911	CI	6	1	1911	2024	2024-01-24 01:00:00.000	240381	113
107	6	CI	1911	CI	6	1	1911	2020	2020-09-20 05:00:00.000	237547	109
107	6	CI	1911	CI	6	1	1911	2023	2023-10-22 03:00:00.000	240127	112
107	6	CI	1911	CI	6	1	1911	2023	2023-11-03 01:30:00.000	240164	112
108	6	DI	2003	DI	6	1	2003	NULL	NULL	NULL	NULL
109	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
110	6	CI	1971	CI	6	1	1971	NULL	NULL	NULL	NULL
111	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
112	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
113	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
114	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
115	24	DI	1996	DI	24	1	1996	NULL	NULL	NULL	NULL
116	6	DI	1992	DI	6	1	1992	NULL	NULL	NULL	NULL
117	24	DI	1996	DI	24	1	1996	NULL	NULL	NULL	NULL
118	6	CI	1965	CI	6	1	1965	NULL	NULL	NULL	NULL
119	12	DI	1992	DI	12	1	1992	NULL	NULL	NULL	NULL
120	12	DI	1992	DI	12	1	1992	NULL	NULL	NULL	NULL
121	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
122	6	CI	1976	CI	6	1	1976	NULL	NULL	NULL	NULL
123	6	CI	1976	CI	6	1	1976	NULL	NULL	NULL	NULL
124	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
125	8	DI	1992	CI	8	1	1992	NULL	NULL	NULL	NULL
126	2	GA	1956	GA	2	1	1956	2021	2021-08-15 11:00:00.000	238341	65
126	2	GA	1956	GA	2	1	1956	2023	2023-08-19 02:30:00.000	239986	67
127	6	DI	1985	DI	6	1	1985	NULL	NULL	NULL	NULL
128	6	DI	1982	DI	6	1	1982	NULL	NULL	NULL	NULL
129	6	DI	1983	DI	6	1	1983	NULL	NULL	NULL	NULL
130	8	DI	2008	DI	8	1	2008	NULL	NULL	NULL	NULL
131	8	DI	1983	DI	8	1	1983	NULL	NULL	NULL	NULL
132	8	DI	2003	DI	8	1	2003	NULL	NULL	NULL	NULL
133	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
134	6	CI	1955	CI	6	1	1955	NULL	NULL	NULL	NULL
135	6	CI	1955	CI	6	1	1955	NULL	NULL	NULL	NULL
136	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
137	6	CI	1955	CI	6	1	1955	NULL	NULL	NULL	NULL
138	8	DI	1994	DI	8	1	1994	NULL	NULL	NULL	NULL
139	8	DI	1983	DI	8	1	1983	NULL	NULL	NULL	NULL
140	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
141	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
142	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
143	8	DI	1989	DI	8	1	1989	NULL	NULL	NULL	NULL
144	8	DI	1990	CI	8	1	1990	NULL	NULL	NULL	NULL
145	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
146	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
147	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
148	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
149	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
150	6	DI	1998	CI	6	1	1998	NULL	NULL	NULL	NULL
151	6	AC	1966	AC	6	1	1966	NULL	NULL	NULL	NULL
152	6	CI	1961	CI	6	1	1961	NULL	NULL	NULL	NULL
153	6	CI	1961	CI	6	1	1961	NULL	NULL	NULL	NULL
154	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
155	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
156	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
157	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
158	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
159	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
160	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
161	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
162	6	CI	1976	CI	6	1	1976	NULL	NULL	NULL	NULL
163	6	CI	1976	CI	6	1	1976	NULL	NULL	NULL	NULL
164	6	CI	1976	CI	6	1	1976	NULL	NULL	NULL	NULL
165	6	PVC	1992	PVC	6	1	1992	NULL	NULL	NULL	NULL
166	6	PVC	1992	PVC	6	1	1992	2017	2017-12-30 00:00:00.000	235000	25
167	6	DI	1992	CI	6	1	1992	NULL	NULL	NULL	NULL
168	6	CI	1967	CI	6	1	1967	NULL	NULL	NULL	NULL
169	6	CI	1979	CI	6	1	1979	NULL	NULL	NULL	NULL
170	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
171	7	DI	1968	DI	NULL	1	1968	NULL	NULL	NULL	NULL
172	10	DI	1988	DI	10	1	1988	NULL	NULL	NULL	NULL
173	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
174	6	CI	1963	CI	6	1	1963	2022	2022-06-07 03:00:00.000	239002	59
175	10	DI	1988	DI	10	1	1988	NULL	NULL	NULL	NULL
176	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
177	6	DI	1986	DI	6	1	1986	NULL	NULL	NULL	NULL
178	6	CI	1910	CI	6	1	CI	NULL	NULL	NULL	NULL
179	6	DI	1992	DI	6	1	1992	NULL	NULL	NULL	NULL
180	6	CI	1910	CI	6	1	CI	NULL	NULL	NULL	NULL
181	6	CI	1910	CI	6	1	CI	NULL	NULL	NULL	NULL
182	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
183	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
184	8	DI	1965	DI	8	1	CI	NULL	NULL	NULL	NULL
186	8	DI	1965	DI	8	1	NULL	NULL	NULL	NULL	NULL
187	8	DI	1987	DI	8	1	1987	NULL	NULL	NULL	NULL
189	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
190	8	DI	1965	DI	8	1	NULL	NULL	NULL	NULL	NULL
191	8	PVC	1981	PVC	8	1	1981	NULL	NULL	NULL	NULL
192	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
193	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
194	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
195	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
196	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
199	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
200	6	CI	1957	CI	6	1	1957	NULL	NULL	NULL	NULL
201	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
202	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
203	8	CI	1975	CI	8	1	1975	NULL	NULL	NULL	NULL
204	8	CI	1975	CI	8	1	1975	2022	2022-11-19 01:30:00.000	239445	47
205	8	CI	1972	CI	8	1	1972	NULL	NULL	NULL	NULL
207	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
208	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
209	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
211	8	DI	2001	DI	8	1	2001	NULL	NULL	NULL	NULL
215	8	CI	1974	CI	8	1	1974	NULL	NULL	NULL	NULL
216	8	DI	1997	DI	8	1	1997	NULL	NULL	NULL	NULL
217	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
218	6	DI	1992	DI	6	1	1992	NULL	NULL	NULL	NULL
219	6	DI	1992	CI	6	1	1992	NULL	NULL	NULL	NULL
220	6	DI	1992	DI	6	1	1992	NULL	NULL	NULL	NULL
221	6	DI	1992	DI	6	1	1992	NULL	NULL	NULL	NULL
222	6	DI	1992	DI	6	1	1992	NULL	NULL	NULL	NULL
223	6	CI	1957	CI	6	1	1957	NULL	NULL	NULL	NULL
224	6	CI	1956	CI	6	1	1956	NULL	NULL	NULL	NULL
225	6	DI	1977	DI	6	1	1977	NULL	NULL	NULL	NULL
226	6	DI	1977	DI	6	1	1977	NULL	NULL	NULL	NULL
227	6	DI	1977	DI	6	1	1977	NULL	NULL	NULL	NULL
228	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
230	6	AC	1966	AC	6	1	1966	NULL	NULL	NULL	NULL
232	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
233	6	DI	1974	DI	6	1	1974	NULL	NULL	NULL	NULL
234	8	DI	1983	DI	8	1	1983	NULL	NULL	NULL	NULL
235	8	DI	1983	DI	8	1	1983	NULL	NULL	NULL	NULL
236	6	DI	1970	DI	6	1	1970	NULL	NULL	NULL	NULL
237	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
238	8	DI	1974	DI	8	1	1974	NULL	NULL	NULL	NULL
239	6	DI	1975	DI	6	1	1975	NULL	NULL	NULL	NULL
240	10	DI	1994	DI	10	1	1994	NULL	NULL	NULL	NULL
241	8	DI	2007	DI	8	1	2007	NULL	NULL	NULL	NULL
249	6	CI	1975	CI	6	1	1975	2024	2024-01-26 05:30:00.000	240388	49
250	6	DI	1985	DI	6	1	1985	NULL	NULL	NULL	NULL
251	6	CI	1972	CI	6	1	1972	NULL	NULL	NULL	NULL
252	6	CI	1972	CI	6	1	1972	NULL	NULL	NULL	NULL
258	6	DI	1973	DI	6	1	1973	NULL	NULL	NULL	NULL
259	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
260	6	CI	1973	CI	6	1	1973	2014	2014-12-17 00:00:00.000	235973	41
260	6	CI	1973	CI	6	1	1973	2017	2017-10-26 00:00:00.000	236077	44
261	6	DI	1992	DI	6	1	1992	NULL	NULL	NULL	NULL
262	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
263	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
264	6	DI	1992	DI	6	1	1992	NULL	NULL	NULL	NULL
265	6	DI	1992	DI	6	1	1992	NULL	NULL	NULL	NULL
266	6	CI	1957	CI	6	1	1957	NULL	NULL	NULL	NULL
267	8	CI	1977	CI	8	1	1977	NULL	NULL	NULL	NULL
268	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
269	6	CI	1951	CI	6	1	1951	NULL	NULL	NULL	NULL
270	6	DI	1977	PVC	6	1	1977	NULL	NULL	NULL	NULL
271	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
272	8	DI	2003	DI	8	1	2003	NULL	NULL	NULL	NULL
273	8	DI	1991	DI	8	1	1991	NULL	NULL	NULL	NULL
274	8	DI	1989	DI	8	1	1989	NULL	NULL	NULL	NULL
275	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
276	16	DI	1980	DI	16	1	1980	NULL	NULL	NULL	NULL
277	16	DI	1980	DI	16	1	1980	NULL	NULL	NULL	NULL
278	6	DI	1973	DI	6	1	1973	NULL	NULL	NULL	NULL
279	6	DI	1973	DI	6	1	1973	NULL	NULL	NULL	NULL
280	6	DI	1973	DI	6	1	1973	NULL	NULL	NULL	NULL
281	6	DI	2005	DI	6	1	2005	NULL	NULL	NULL	NULL
282	6	DI	2005	DI	6	1	2005	NULL	NULL	NULL	NULL
283	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
284	8	DI	2003	DI	8	1	2003	NULL	NULL	NULL	NULL
285	8	DI	1994	DI	8	1	1994	NULL	NULL	NULL	NULL
286	8	DI	1985	DI	8	1	1985	NULL	NULL	NULL	NULL
287	8	DI	1986	DI	8	1	1986	NULL	NULL	NULL	NULL
288	8	DI	1983	DI	8	1	1983	NULL	NULL	NULL	NULL
289	6	DI	1986	CI	6	1	1986	NULL	NULL	NULL	NULL
290	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
291	6	DI	1999	DI	6	1	1999	NULL	NULL	NULL	NULL
292	6	DI	1999	AC	6	1	1999	NULL	NULL	NULL	NULL
293	8	DI	2011	DI	8	1	2011	NULL	NULL	NULL	NULL
295	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
297	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
298	6	DI	2004	AC	6	1	2004	NULL	NULL	NULL	NULL
299	6	AC	1968	AC	6	1	1968	NULL	NULL	NULL	NULL
300	8	PVC	1984	PVC	8	1	1984	2017	2017-03-16 00:00:00.000	235609	33
301	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
303	6	AC	1956	AC	6	1	1956	2016	2016-03-15 00:00:00.000	232795	60
303	6	AC	1956	AC	6	1	1956	2015	2015-07-14 00:00:00.000	233213	59
304	6	AC	1977	AC	6	1	1977	NULL	NULL	NULL	NULL
305	6	AC	1977	AC	6	1	1977	NULL	NULL	NULL	NULL
306	6	AC	1980	AC	6	1	1980	NULL	NULL	NULL	NULL
307	6	CI	1980	CI	6	1	1980	NULL	NULL	NULL	NULL
308	6	CI	1980	CI	6	1	1980	NULL	NULL	NULL	NULL
309	6	CI	1980	CI	6	1	1980	NULL	NULL	NULL	NULL
310	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
311	8	DI	1975	DI	8	1	1975	NULL	NULL	NULL	NULL
312	8	DI	1975	DI	8	1	1975	NULL	NULL	NULL	NULL
313	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
314	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
315	6	DI	1984	CI	6	1	1984	NULL	NULL	NULL	NULL
316	6	DI	1984	CI	6	1	1984	NULL	NULL	NULL	NULL
317	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
318	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
319	6	CI	1973	CI	6	1	1973	NULL	NULL	NULL	NULL
320	6	DI	1991	CI	6	1	1991	NULL	NULL	NULL	NULL
321	6	DI	1991	CI	6	1	1991	NULL	NULL	NULL	NULL
322	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
323	12	CI	1969	CI	12	1	1969	NULL	NULL	NULL	NULL
324	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
325	6	AC	1967	AC	6	1	1967	NULL	NULL	NULL	NULL
326	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
327	6	DI	2005	DI	6	1	2005	NULL	NULL	NULL	NULL
328	8	PVC	1981	PVC	8	1	1981	2015	2015-03-01 00:00:00.000	234824	34
328	8	PVC	1981	PVC	8	1	1981	2016	2016-01-13 00:00:00.000	234890	35
328	8	PVC	1981	PVC	8	1	1981	2021	2021-07-02 01:30:00.000	238218	40
328	8	PVC	1981	PVC	8	1	1981	2023	2023-05-24 01:00:00.000	239809	42
329	8	PVC	1981	PVC	8	1	1981	2024	2024-05-15 11:00:00.000	237133	43
331	6	PVC	1981	PVC	6	1	1981	2018	2018-06-19 00:00:00.000	234672	37
331	6	PVC	1981	PVC	6	1	1981	2017	2017-10-04 00:00:00.000	234819	36
331	6	PVC	1981	PVC	6	1	1981	2021	2021-02-11 12:00:00.000	237912	40
332	6	DI	1983	DI	6	1	1983	NULL	NULL	NULL	NULL
333	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
334	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
335	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
336	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
338	8	CI	1964	CI	8	1	1964	NULL	NULL	NULL	NULL
340	6	DI	1974	DI	6	1	1974	NULL	NULL	NULL	NULL
341	8	DI	1980	DI	8	1	1980	NULL	NULL	NULL	NULL
342	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
343	8	CI	1973	CI	8	1	1973	NULL	NULL	NULL	NULL
344	8	DI	2004	DI	8	1	2004	NULL	NULL	NULL	NULL
345	8	DI	2004	DI	8	1	2004	NULL	NULL	NULL	NULL
346	8	DI	2004	DI	8	1	2004	NULL	NULL	NULL	NULL
347	8	DI	2004	DI	8	1	2004	2021	2021-08-05 11:00:00.000	238307	17
348	8	DI	2004	DI	8	1	2004	NULL	NULL	NULL	NULL
349	6	DI	2004	DI	6	1	2004	NULL	NULL	NULL	NULL
350	12	DI	1983	DI	12	1	1983	NULL	NULL	NULL	NULL
351	6	DI	1971	DI	6	1	1971	NULL	NULL	NULL	NULL
352	6	DI	1970	DI	6	1	1970	NULL	NULL	NULL	NULL
353	6	DI	1973	DI	6	1	1973	NULL	NULL	NULL	NULL
354	6	DI	1982	DI	6	1	1982	NULL	NULL	NULL	NULL
355	6	DI	1982	DI	6	1	1982	NULL	NULL	NULL	NULL
356	6	DI	1974	DI	6	1	1974	NULL	NULL	NULL	NULL
357	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
358	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
359	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
360	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
361	6	DI	1992	DI	6	1	1992	NULL	NULL	NULL	NULL
362	6	DI	1992	DI	6	1	1992	NULL	NULL	NULL	NULL
363	6	CI	1910	CI	6	1	UNK	2017	2017-10-06 00:00:00.000	233803	107
364	6	DI	1991	CI	6	1	1991	NULL	NULL	NULL	NULL
365	6	DI	1991	CI	6	1	1991	NULL	NULL	NULL	NULL
366	6	DI	1994	CI	6	1	1994	NULL	NULL	NULL	NULL
367	6	DI	1994	CI	6	1	1994	NULL	NULL	NULL	NULL
368	6	DI	1991	CI	6	1	1991	NULL	NULL	NULL	NULL
369	6	CI	1952	CI	6	1	1952	NULL	NULL	NULL	NULL
370	6	CI	1955	CI	6	1	1955	NULL	NULL	NULL	NULL
371	8	DI	1998	DI	8	1	1998	NULL	NULL	NULL	NULL
372	6	DI	1981	DI	6	1	1981	NULL	NULL	NULL	NULL
373	2	GA	1964	GA	2	1	1964	NULL	NULL	NULL	NULL
374	6	DI	1981	DI	6	1	1981	NULL	NULL	NULL	NULL
375	8	DI	1995	DI	8	1	1995	NULL	NULL	NULL	NULL
376	12	DI	1985	DI	12	1	1985	NULL	NULL	NULL	NULL
377	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
378	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
379	8	DI	2004	DI	8	1	2004	NULL	NULL	NULL	NULL
380	8	DI	1997	DI	8	1	1997	NULL	NULL	NULL	NULL
382	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
383	6	DI	1981	DI	6	1	1981	NULL	NULL	NULL	NULL
384	6	DI	1995	DI	6	1	1995	NULL	NULL	NULL	NULL
385	8	CI	1974	CI	8	1	1974	NULL	NULL	NULL	NULL
386	8	CI	1974	CI	8	1	1974	NULL	NULL	NULL	NULL
387	6	CI	1954	CI	6	1	1954	NULL	NULL	NULL	NULL
388	6	CI	1971	CI	6	1	1971	NULL	NULL	NULL	NULL
389	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
390	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
391	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
392	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
393	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
394	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
395	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
396	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
397	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
398	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
399	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
400	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
