ID	InsYear	BreakAge	Age	Length	Dia	Material	S_Year	Failure
1	1967	NULL	57	2.79	6	DI-C1	NULL	0
2	1962	NULL	62	1.93	6	CI-C3	NULL	0
3	1962	NULL	62	1.64	6	CI-C3	NULL	0
4	1984	NULL	40	5.97	6	DI-C2	NULL	0
5	1984	NULL	40	1.59	6	DI-C2	NULL	0
6	1984	NULL	40	2307	16	DI-C2	NULL	0
7	1959	NULL	65	2.76	24	CI-C3	NULL	0
8	1959	NULL	65	3.01	4	CI-C3	NULL	0
9	1959	NULL	65	2.85	24	CI-C3	NULL	0
10	1992	NULL	32	4.15	8	DI-C3	NULL	0
11	1992	NULL	32	5.3	36	DI-C3	NULL	0
12	1992	NULL	32	3.03	4	DI-C3	NULL	0
13	1961	NULL	63	73.83	6	AC-LP	NULL	0
14	1965	NULL	59	2.44	6	DI-C1	NULL	0
15	1970	NULL	54	75.6	6	CI-C3	NULL	0
16	1999	NULL	25	104.05	8	DI-C3	NULL	0
17	2000	NULL	24	54.99	8	DI-C3	NULL	0
18	1957	NULL	67	3820.63	6	CI-C3	NULL	0
19	1957	59	67	2048.98	6	CI-C3	30	1
19	1957	57	67	2048.98	6	CI-C3	28	1
19	1957	54	67	2048.98	6	CI-C3	25	1
19	1957	42	67	2048.98	6	CI-C3	13	1
19	1957	47	67	2048.98	6	CI-C3	18	1
19	1957	57	67	2048.98	6	CI-C3	28	1
19	1957	58	67	2048.98	6	CI-C3	29	1
19	1957	43	67	2048.98	6	CI-C3	14	1
20	2008	NULL	16	160.98	8	DI-C3	NULL	0
21	1997	NULL	27	34.12	6	DI-C3	NULL	0
22	1984	NULL	40	20.39	10	DI-C2	NULL	0
23	1965	NULL	59	2.65	6	DI-C1	NULL	0
24	1979	NULL	45	7.38	10	DI-C1	NULL	0
25	1973	NULL	51	89.08	8	DI-C1	NULL	0
26	1992	NULL	32	257.87	8	DI-C3	NULL	0
27	1989	NULL	35	176.72	8	DI-C2	NULL	0
28	1992	NULL	32	95.54	8	DI-C3	NULL	0
29	2000	NULL	24	127.89	8	DI-C3	NULL	0
30	2000	NULL	24	577.55	8	DI-C3	NULL	0
31	1990	NULL	34	58.88	8	DI-C2	NULL	0
32	1990	NULL	34	14.08	6	DI-C2	NULL	0
33	2000	NULL	24	45.94	8	DI-C3	NULL	0
34	2000	NULL	24	14.02	6	DI-C3	NULL	0
35	1965	NULL	59	2.5	6	DI-C1	NULL	0
36	1988	NULL	36	415.04	10	DI-C2	NULL	0
37	1965	NULL	59	2.78	6	DI-C1	NULL	0
38	1988	NULL	36	420.16	8	DI-C2	NULL	0
39	1986	NULL	38	135.52	8	DI-C2	NULL	0
40	1986	NULL	38	30.29	6	DI-C2	NULL	0
41	1986	NULL	38	88.86	8	DI-C2	NULL	0
42	1986	NULL	38	98.56	8	DI-C2	NULL	0
43	1986	NULL	38	28.53	6	DI-C2	NULL	0
44	1986	NULL	38	10.89	6	DI-C2	NULL	0
45	1986	NULL	38	58.82	8	DI-C2	NULL	0
46	1986	NULL	38	14.53	6	DI-C2	NULL	0
47	1986	NULL	38	13.68	6	DI-C2	NULL	0
48	1986	NULL	38	62.82	8	DI-C2	NULL	0
49	1986	NULL	38	63.52	8	DI-C2	NULL	0
50	1910	NULL	114	8.04	6	CI-C1	NULL	0
51	1910	NULL	114	8.79	6	CI-C1	NULL	0
52	1910	NULL	114	9.56	6	CI-C1	NULL	0
53	1970	52	54	256.33	6	CI-C3	36	1
54	1970	NULL	54	24.61	2	GA	NULL	0
55	1910	NULL	114	3.22	6	CI-C1	NULL	0
56	1992	NULL	32	3.17	24	DI-C3	NULL	0
57	1992	NULL	32	7.44	8	DI-C3	NULL	0
58	1992	NULL	32	3.26	6	DI-C3	NULL	0
59	1986	NULL	38	96.56	8	DI-C2	NULL	0
60	1985	NULL	39	7.6	6	DI-C2	NULL	0
61	1967	NULL	57	49.11	8	CI-C3	NULL	0
62	1910	NULL	114	104.23	6	CI-C1	NULL	0
63	1967	NULL	57	335.37	6	CI-C3	NULL	0
64	1981	NULL	43	216.11	2	GA	NULL	0
65	1910	NULL	114	13137.62	60	CI-C1	NULL	0
66	1947	NULL	77	1300.86	8	CI-C2	NULL	0
67	1911	NULL	113	7.76	6	CI-C1	NULL	0
68	1981	5	43	1099.97	8	DI-C2	0	1
68	1981	19	43	1099.97	8	DI-C2	14	1
68	1981	23	43	1099.97	8	DI-C2	18	1
68	1981	8	43	1099.97	8	DI-C2	3	1
68	1981	35	43	1099.97	8	DI-C2	30	1
68	1981	18	43	1099.97	8	DI-C2	13	1
68	1981	19	43	1099.97	8	DI-C2	14	1
68	1981	40	43	1099.97	8	DI-C2	35	1
69	1979	NULL	45	49.04	10	DI-C1	NULL	0
70	1965	NULL	59	2.62	6	DI-C1	NULL	0
71	1953	39	71	3978.61	12	CI-C3	6	1
71	1953	35	71	3978.61	12	CI-C3	2	1
71	1953	35	71	3978.61	12	CI-C3	2	1
71	1953	40	71	3978.61	12	CI-C3	7	1
71	1953	46	71	3978.61	12	CI-C3	13	1
71	1953	33	71	3978.61	12	CI-C3	0	1
71	1953	34	71	3978.61	12	CI-C3	1	1
71	1953	42	71	3978.61	12	CI-C3	9	1
71	1953	49	71	3978.61	12	CI-C3	16	1
71	1953	38	71	3978.61	12	CI-C3	5	1
72	1980	NULL	44	48.02	8	PVC-HP	NULL	0
73	1983	NULL	41	61.75	8	PVC-HP	NULL	0
74	1974	NULL	50	251.44	8	CI-C3	NULL	0
75	1974	NULL	50	239.57	8	CI-C3	NULL	0
76	1965	NULL	59	3.6	6	DI-C1	NULL	0
77	1965	NULL	59	5.46	6	DI-C1	NULL	0
78	1977	NULL	47	446.98	8	CI-C3	NULL	0
79	1966	41	58	805.92	6	AC-LP	21	1
80	1965	NULL	59	2.25	6	DI-C1	NULL	0
81	1966	NULL	58	1074.86	6	AC-LP	NULL	0
82	1965	NULL	59	3.12	6	DI-C1	NULL	0
83	1988	30	36	529.14	10	DI-C2	32	1
84	2007	NULL	17	57.7	8	DI-C3	NULL	0
85	1972	NULL	52	82.11	8	CI-C3	NULL	0
86	1991	NULL	33	85.21	6	DI-C3	NULL	0
87	2000	NULL	24	116.61	8	DI-C3	NULL	0
88	1989	NULL	35	114.24	12	DI-C2	NULL	0
89	1975	NULL	49	21.38	12	DI-C1	NULL	0
91	1996	NULL	28	10.12	8	DI-C3	NULL	0
92	1976	NULL	48	342.85	8	DI-C1	NULL	0
93	1911	NULL	113	336.19	8	CI-C1	NULL	0
94	1976	NULL	48	149.29	6	DI-C1	NULL	0
95	1911	NULL	113	180.72	8	CI-C1	NULL	0
96	1911	NULL	113	245.91	6	CI-C1	NULL	0
97	1965	NULL	59	3.65	6	DI-C1	NULL	0
98	1985	26	39	491.48	6	PVC-LP	25	1
99	1985	NULL	39	520.34	6	PVC-LP	NULL	0
100	1977	NULL	47	226.38	8	DI-C1	NULL	0
101	1977	NULL	47	129.51	8	DI-C1	NULL	0
102	1987	NULL	37	77.91	8	PVC-HP	NULL	0
103	1988	NULL	36	34.66	8	DI-C2	NULL	0
104	2000	NULL	24	48.22	8	DI-C3	NULL	0
105	1911	NULL	113	622.61	6	CI-C1	NULL	0
106	1911	93	113	1979.46	6	CI-C1	18	1
106	1911	77	113	1979.46	6	CI-C1	2	1
106	1911	98	113	1979.46	6	CI-C1	23	1
106	1911	106	113	1979.46	6	CI-C1	31	1
106	1911	85	113	1979.46	6	CI-C1	10	1
106	1911	81	113	1979.46	6	CI-C1	6	1
106	1911	97	113	1979.46	6	CI-C1	22	1
106	1911	113	113	1979.46	6	CI-C1	38	1
107	1911	80	113	760.95	6	CI-C1	5	1
107	1911	96	113	760.95	6	CI-C1	21	1
107	1911	82	113	760.95	6	CI-C1	7	1
107	1911	112	113	760.95	6	CI-C1	37	1
107	1911	112	113	760.95	6	CI-C1	37	1
107	1911	109	113	760.95	6	CI-C1	34	1
108	2003	NULL	21	4.58	6	DI-C3	NULL	0
109	1910	NULL	114	2.7	6	CI-C1	NULL	0
110	1971	NULL	53	10.27	6	CI-C3	NULL	0
111	1973	NULL	51	4.33	6	CI-C3	NULL	0
112	1968	NULL	56	5.03	6	CI-C3	NULL	0
113	1968	NULL	56	42.83	6	CI-C3	NULL	0
114	1974	NULL	50	3.74	6	CI-C3	NULL	0
115	1996	NULL	28	2.81	24	DI-C3	NULL	0
116	1992	NULL	32	3.46	6	DI-C3	NULL	0
117	1996	NULL	28	3.98	24	DI-C3	NULL	0
118	1965	NULL	59	3.48	6	CI-C3	NULL	0
119	1992	NULL	32	281.1	12	DI-C3	NULL	0
120	1992	NULL	32	22.89	12	DI-C3	NULL	0
121	1992	NULL	32	178.68	8	DI-C3	NULL	0
122	1976	NULL	48	4.84	6	CI-C3	NULL	0
123	1976	NULL	48	3.8	6	CI-C3	NULL	0
124	1994	NULL	30	3.19	6	DI-C3	NULL	0
125	1992	NULL	32	678.87	8	DI-C3	NULL	0
126	1956	67	68	60.29	2	GA	37	1
126	1956	65	68	60.29	2	GA	35	1
126	1956	56	68	60.29	2	GA	26	1
127	1985	NULL	39	12.37	6	DI-C2	NULL	0
128	1982	NULL	42	4.73	6	DI-C2	NULL	0
129	1983	NULL	41	19.88	6	DI-C2	NULL	0
130	2008	NULL	16	44.11	8	DI-C3	NULL	0
131	1983	NULL	41	31.34	8	DI-C2	NULL	0
132	2003	NULL	21	70.53	8	DI-C3	NULL	0
133	1965	NULL	59	3.26	6	DI-C1	NULL	0
134	1955	NULL	69	1237.62	6	CI-C3	NULL	0
135	1955	NULL	69	298.38	6	CI-C3	NULL	0
136	1965	NULL	59	12.33	6	DI-C1	NULL	0
137	1955	NULL	69	4.16	6	CI-C3	NULL	0
138	1994	NULL	30	27.45	8	DI-C3	NULL	0
139	1983	NULL	41	125.39	8	DI-C2	NULL	0
140	1965	NULL	59	3.33	6	DI-C1	NULL	0
141	1973	NULL	51	3.55	6	CI-C3	NULL	0
142	1973	NULL	51	0.91	6	CI-C3	NULL	0
143	1989	NULL	35	72.81	8	DI-C2	NULL	0
144	1990	NULL	34	25.14	8	DI-C2	NULL	0
145	1973	NULL	51	4.03	6	CI-C3	NULL	0
146	1973	NULL	51	2.26	6	CI-C3	NULL	0
147	1973	NULL	51	4.56	6	CI-C3	NULL	0
148	1973	NULL	51	3.23	6	CI-C3	NULL	0
149	1973	NULL	51	3.13	6	CI-C3	NULL	0
150	1998	NULL	26	9.93	6	DI-C3	NULL	0
151	1966	NULL	58	609.75	6	AC-LP	NULL	0
152	1961	32	63	2853.45	6	CI-C3	7	1
152	1961	40	63	2853.45	6	CI-C3	15	1
152	1961	34	63	2853.45	6	CI-C3	9	1
152	1961	46	63	2853.45	6	CI-C3	21	1
152	1961	43	63	2853.45	6	CI-C3	18	1
152	1961	43	63	2853.45	6	CI-C3	18	1
152	1961	44	63	2853.45	6	CI-C3	19	1
152	1961	50	63	2853.45	6	CI-C3	25	1
152	1961	43	63	2853.45	6	CI-C3	18	1
153	1961	30	63	2772.91	6	CI-C3	5	1
153	1961	29	63	2772.91	6	CI-C3	4	1
153	1961	26	63	2772.91	6	CI-C3	1	1
153	1961	27	63	2772.91	6	CI-C3	2	1
154	1973	NULL	51	50.68	6	CI-C3	NULL	0
155	2005	NULL	19	106.24	8	DI-C3	NULL	0
156	1973	NULL	51	3.21	6	CI-C3	NULL	0
157	1973	NULL	51	4.62	6	CI-C3	NULL	0
158	1973	NULL	51	3.04	6	CI-C3	NULL	0
159	1973	NULL	51	3.43	6	CI-C3	NULL	0
160	1973	NULL	51	3.05	6	CI-C3	NULL	0
161	1973	NULL	51	3.08	6	CI-C3	NULL	0
162	1976	NULL	48	2.1	6	CI-C3	NULL	0
163	1976	NULL	48	37.16	6	CI-C3	NULL	0
164	1976	NULL	48	2.01	6	CI-C3	NULL	0
165	1992	NULL	32	32.03	6	PVC-LP	NULL	0
166	1992	25	32	377.14	6	PVC-LP	31	1
167	1992	NULL	32	7.23	6	DI-C3	NULL	0
168	1967	NULL	57	2	6	CI-C3	NULL	0
169	1979	NULL	45	4.08	6	CI-C3	NULL	0
170	1965	NULL	59	2.63	6	DI-C1	NULL	0
171	1968	NULL	56	75.57	7	DI-C1	NULL	0
172	1988	NULL	36	416.37	10	DI-C2	NULL	0
173	1965	NULL	59	3.13	6	DI-C1	NULL	0
174	1963	59	61	510.12	6	CI-C3	36	1
175	1988	NULL	36	344.36	10	DI-C2	NULL	0
176	1994	NULL	30	40.53	6	DI-C3	NULL	0
177	1986	NULL	38	4.13	6	DI-C2	NULL	0
178	1910	NULL	114	256.9	6	CI-C1	NULL	0
179	1992	NULL	32	3.73	6	DI-C3	NULL	0
180	1910	NULL	114	5.64	6	CI-C1	NULL	0
181	1910	NULL	114	54.55	6	CI-C1	NULL	0
182	1987	NULL	37	113.83	6	DI-C2	NULL	0
183	1987	NULL	37	296.13	6	DI-C2	NULL	0
184	1965	32	59	620.9	8	DI-C1	11	1
186	1965	NULL	59	87.06	8	DI-C1	NULL	0
187	1987	NULL	37	119.96	8	DI-C2	NULL	0
189	1987	NULL	37	3.46	6	DI-C2	NULL	0
190	1965	44	59	337.39	8	DI-C1	23	1
191	1981	NULL	43	44.25	8	PVC-HP	NULL	0
192	1973	NULL	51	2.59	6	CI-C3	NULL	0
193	1973	NULL	51	3.75	6	CI-C3	NULL	0
194	1973	NULL	51	179.14	6	CI-C3	NULL	0
195	1973	NULL	51	207.56	6	CI-C3	NULL	0
196	1973	NULL	51	636.52	6	CI-C3	NULL	0
199	1984	NULL	40	3.7	6	DI-C2	NULL	0
200	1957	NULL	67	20.53	6	CI-C3	NULL	0
201	1984	NULL	40	3.36	6	DI-C2	NULL	0
202	1984	NULL	40	3.67	6	DI-C2	NULL	0
203	1975	NULL	49	89.81	8	CI-C3	NULL	0
204	1975	47	49	71.53	8	CI-C3	36	1
205	1972	NULL	52	53.29	8	CI-C3	NULL	0
207	1968	NULL	56	2.67	6	CI-C3	NULL	0
208	1968	NULL	56	2.98	6	CI-C3	NULL	0
209	1968	NULL	56	1.98	6	CI-C3	NULL	0
211	2001	NULL	23	697.82	8	DI-C3	NULL	0
215	1974	NULL	50	102.78	8	CI-C3	NULL	0
216	1997	4	27	180.94	8	DI-C3	15	1
217	1964	NULL	60	1016.65	6	CI-C3	NULL	0
218	1992	NULL	32	5.66	6	DI-C3	NULL	0
219	1992	NULL	32	14.76	6	DI-C3	NULL	0
220	1992	NULL	32	4.51	6	DI-C3	NULL	0
221	1992	NULL	32	4.33	6	DI-C3	NULL	0
222	1992	NULL	32	19.14	6	DI-C3	NULL	0
223	1957	NULL	67	23.82	6	CI-C3	NULL	0
224	1956	NULL	68	21.68	6	CI-C3	NULL	0
225	1977	NULL	47	7.45	6	DI-C1	NULL	0
226	1977	NULL	47	5.38	6	DI-C1	NULL	0
227	1977	NULL	47	1.61	6	DI-C1	NULL	0
228	2000	NULL	24	5.52	8	DI-C3	NULL	0
229	1950	NULL	74	3.26	6	CI-C2	NULL	0
230	1966	NULL	58	28.99	6	AC-HP	NULL	0
231	2000	NULL	24	3.69	6	DI-C3	NULL	0
232	1990	NULL	34	20.86	6	DI-C2	NULL	0
233	1974	NULL	50	18.71	6	DI-C1	NULL	0
234	1983	NULL	41	11.26	8	DI-C2	NULL	0
235	1983	NULL	41	6.81	8	DI-C2	NULL	0
236	1970	NULL	54	20.76	6	DI-C1	NULL	0
237	1993	NULL	31	20.01	8	DI-C3	NULL	0
238	1974	NULL	50	29.68	8	DI-C1	NULL	0
239	1975	NULL	49	23.32	6	DI-C1	NULL	0
240	1994	NULL	30	88.48	10	DI-C3	NULL	0
241	2007	NULL	17	5.61	8	DI-C3	NULL	0
242	1994	NULL	30	3.42	6	DI-C3	NULL	0
243	1994	NULL	30	4.02	6	DI-C3	NULL	0
244	1994	NULL	30	3.35	6	DI-C3	NULL	0
245	1975	NULL	49	22.26	6	CI-C3	NULL	0
246	1994	NULL	30	4.32	6	DI-C3	NULL	0
247	1994	NULL	30	4.42	6	DI-C3	NULL	0
248	1975	NULL	49	17.06	6	CI-C3	NULL	0
249	1975	49	49	18.44	6	CI-C3	38	1
250	1985	NULL	39	16.17	6	DI-C2	NULL	0
251	1972	NULL	52	870.71	6	CI-C3	NULL	0
252	1972	NULL	52	600.37	6	CI-C3	NULL	0
253	1972	NULL	52	33.61	6	CI-C3	NULL	0
254	1972	NULL	52	4.46	6	CI-C3	NULL	0
255	1972	NULL	52	8.1	6	CI-C3	NULL	0
256	1972	NULL	52	8.29	6	CI-C3	NULL	0
258	1973	NULL	51	121.26	6	DI-C1	NULL	0
259	1973	20	51	165.17	6	CI-C3	7	1
260	1973	15	51	2340.65	6	CI-C3	2	1
260	1973	44	51	2340.65	6	CI-C3	31	1
260	1973	35	51	2340.65	6	CI-C3	22	1
260	1973	13	51	2340.65	6	CI-C3	0	1
260	1973	22	51	2340.65	6	CI-C3	9	1
260	1973	41	51	2340.65	6	CI-C3	28	1
260	1973	14	51	2340.65	6	CI-C3	1	1
260	1973	13	51	2340.65	6	CI-C3	0	1
260	1973	37	51	2340.65	6	CI-C3	24	1
260	1973	37	51	2340.65	6	CI-C3	24	1
261	1992	NULL	32	9.26	6	DI-C3	NULL	0
262	1968	NULL	56	15.58	6	CI-C3	NULL	0
263	1968	NULL	56	6.01	6	CI-C3	NULL	0
264	1992	NULL	32	3.75	6	DI-C3	NULL	0
265	1992	NULL	32	3.67	6	DI-C3	NULL	0
266	1957	NULL	67	16.44	6	CI-C3	NULL	0
267	1977	NULL	47	7.42	8	CI-C3	NULL	0
268	1965	NULL	59	5.14	6	DI-C1	NULL	0
269	1951	NULL	73	843.42	6	CI-C2	NULL	0
270	1977	NULL	47	140.39	6	DI-C1	NULL	0
271	1999	NULL	25	89.83	8	DI-C3	NULL	0
272	2003	NULL	21	116.83	8	DI-C3	NULL	0
273	1991	NULL	33	60.67	8	DI-C3	NULL	0
274	1989	NULL	35	108.36	8	DI-C2	NULL	0
275	1963	NULL	61	180.5	6	CI-C3	NULL	0
276	1980	NULL	44	699.12	16	DI-C2	NULL	0
277	1980	NULL	44	23.98	16	DI-C2	NULL	0
278	1973	NULL	51	4.85	6	DI-C1	NULL	0
279	1973	NULL	51	5.05	6	DI-C1	NULL	0
280	1973	NULL	51	4.97	6	DI-C1	NULL	0
281	2005	NULL	19	4.39	6	DI-C3	NULL	0
282	2005	NULL	19	3.29	6	DI-C3	NULL	0
283	2002	NULL	22	113.91	8	DI-C3	NULL	0
284	2003	NULL	21	74.86	8	DI-C3	NULL	0
285	1994	NULL	30	408	8	DI-C3	NULL	0
286	1985	NULL	39	206.79	8	DI-C2	NULL	0
287	1986	NULL	38	172.19	8	DI-C2	NULL	0
288	1983	NULL	41	146.76	8	DI-C2	NULL	0
289	1986	NULL	38	12.72	6	DI-C2	NULL	0
290	2000	NULL	24	32.87	8	DI-C3	NULL	0
291	1999	NULL	25	0.05	6	DI-C3	NULL	0
292	1999	NULL	25	45.2	6	CON	NULL	0
293	2011	NULL	13	81.82	8	DI-C3	NULL	0
295	1973	NULL	51	78.22	6	CI-C3	NULL	0
296	1973	NULL	51	35.32	6	CI-C3	NULL	0
297	1973	NULL	51	89.98	6	CI-C3	NULL	0
298	2004	NULL	20	2.22	6	CON	NULL	0
299	1968	NULL	56	478.03	6	AC	NULL	0
300	1984	5	40	1681.17	8	PVC-HP	3	1
300	1984	33	40	1681.17	8	PVC-HP	31	1
301	1987	NULL	37	7.55	6	DI-C2	NULL	0
303	1956	60	68	2428.31	6	AC-HP	30	1
303	1956	34	68	2428.31	6	AC-HP	4	1
303	1956	54	68	2428.31	6	AC-HP	24	1
303	1956	38	68	2428.31	6	AC-HP	8	1
303	1956	42	68	2428.31	6	AC-HP	12	1
303	1956	59	68	2428.31	6	AC-HP	29	1
303	1956	53	68	2428.31	6	AC-HP	23	1
303	1956	33	68	2428.31	6	AC-HP	3	1
303	1956	33	68	2428.31	6	AC-HP	3	1
304	1977	NULL	47	4.83	6	AC-HP	NULL	0
305	1977	NULL	47	3.45	6	AC-HP	NULL	0
306	1980	NULL	44	28.01	6	AC-HP	NULL	0
307	1980	NULL	44	37.15	6	CI-C3	NULL	0
308	1980	NULL	44	4.27	6	CI-C3	NULL	0
309	1980	NULL	44	6.67	6	CI-C3	NULL	0
310	1975	NULL	49	27.15	6	CI-C3	NULL	0
311	1975	NULL	49	328.07	8	DI-C1	NULL	0
312	1975	NULL	49	36.94	8	DI-C1	NULL	0
313	1975	NULL	49	3.18	6	CI-C3	NULL	0
314	1965	NULL	59	2.13	6	DI-C1	NULL	0
315	1984	NULL	40	45.35	6	DI-C2	NULL	0
316	1984	NULL	40	4.38	6	DI-C2	NULL	0
317	1965	NULL	59	3.17	6	DI-C1	NULL	0
318	1973	NULL	51	2.16	6	CI-C3	NULL	0
319	1973	NULL	51	4.05	6	CI-C3	NULL	0
320	1991	NULL	33	5.01	6	DI-C3	NULL	0
321	1991	NULL	33	2.6	6	DI-C3	NULL	0
322	1965	NULL	59	3.07	6	DI-C1	NULL	0
323	1969	33	55	3581.15	12	CI-C3	16	1
324	1965	NULL	59	9.54	6	DI-C1	NULL	0
325	1967	NULL	57	21.72	6	AC-HP	NULL	0
326	1964	NULL	60	38.66	6	CI-C3	NULL	0
327	2005	NULL	19	3.58	6	DI-C3	NULL	0
328	1981	29	43	1145.19	8	PVC-HP	24	1
328	1981	21	43	1145.19	8	PVC-HP	16	1
328	1981	13	43	1145.19	8	PVC-HP	8	1
328	1981	13	43	1145.19	8	PVC-HP	8	1
328	1981	35	43	1145.19	8	PVC-HP	30	1
328	1981	32	43	1145.19	8	PVC-HP	27	1
328	1981	14	43	1145.19	8	PVC-HP	9	1
328	1981	8	43	1145.19	8	PVC-HP	3	1
328	1981	34	43	1145.19	8	PVC-HP	29	1
328	1981	40	43	1145.19	8	PVC-HP	35	1
328	1981	20	43	1145.19	8	PVC-HP	15	1
328	1981	42	43	1145.19	8	PVC-HP	37	1
329	1981	24	43	499.27	8	PVC-HP	19	1
329	1981	32	43	499.27	8	PVC-HP	27	1
329	1981	7	43	499.27	8	PVC-HP	2	1
329	1981	43	43	499.27	8	PVC-HP	38	1
331	1981	36	43	307.91	6	PVC-HP	31	1
331	1981	37	43	307.91	6	PVC-HP	32	1
331	1981	22	43	307.91	6	PVC-HP	17	1
331	1981	28	43	307.91	6	PVC-HP	23	1
331	1981	40	43	307.91	6	PVC-HP	35	1
332	1983	NULL	41	361.84	6	DI-C2	NULL	0
333	1910	NULL	114	4.08	6	CI-C1	NULL	0
334	1992	NULL	32	8.36	8	DI-C3	NULL	0
335	1910	NULL	114	3.51	6	CI-C1	NULL	0
336	1992	NULL	32	359.58	8	DI-C3	NULL	0
338	1964	NULL	60	165.34	8	CI-C3	NULL	0
340	1974	NULL	50	25.83	6	DI-C1	NULL	0
341	1980	NULL	44	76.1	8	DI-C2	NULL	0
342	1992	NULL	32	37.01	8	DI-C3	NULL	0
343	1973	NULL	51	75.25	8	CI-C3	NULL	0
344	2004	6	20	1311.49	8	DI-C3	24	1
345	2004	NULL	20	713.62	8	DI-C3	NULL	0
346	2004	NULL	20	857.6	8	DI-C3	NULL	0
347	2004	17	20	514.6	8	DI-C3	35	1
348	2004	NULL	20	1623.58	8	DI-C3	NULL	0
349	2004	4	20	538.91	6	DI-C3	22	1
350	1983	NULL	41	585.47	12	DI-C2	NULL	0
351	1971	NULL	53	3.16	6	DI-C1	NULL	0
352	1970	NULL	54	6.24	6	DI-C1	NULL	0
353	1973	NULL	51	1.86	6	DI-C1	NULL	0
354	1982	NULL	42	3.77	6	DI-C2	NULL	0
355	1982	NULL	42	4.56	6	DI-C2	NULL	0
356	1974	NULL	50	13.3	6	DI-C1	NULL	0
357	1974	NULL	50	16.13	6	CI-C3	NULL	0
358	1974	NULL	50	10.79	6	CI-C3	NULL	0
359	1992	NULL	32	2555.63	8	DI-C3	NULL	0
360	1992	NULL	32	249.17	8	DI-C3	NULL	0
361	1992	NULL	32	15.8	6	DI-C3	NULL	0
362	1992	NULL	32	67.12	6	DI-C3	NULL	0
363	1910	98	114	71.76	6	CI-C1	22	1
363	1910	98	114	71.76	6	CI-C1	22	1
363	1910	107	114	71.76	6	CI-C1	31	1
364	1991	NULL	33	2.79	6	DI-C3	NULL	0
365	1991	NULL	33	2.9	6	DI-C3	NULL	0
366	1994	NULL	30	3.69	6	DI-C3	NULL	0
367	1994	NULL	30	3.3	6	DI-C3	NULL	0
368	1991	NULL	33	4.22	6	DI-C3	NULL	0
369	1952	NULL	72	453.37	6	CI-C2	NULL	0
370	1955	NULL	69	308.15	6	CI-C3	NULL	0
371	1998	NULL	26	43.35	8	DI-C3	NULL	0
372	1981	NULL	43	66.14	6	DI-C2	NULL	0
373	1964	NULL	60	68.88	2	GA	NULL	0
374	1981	NULL	43	3.59	6	DI-C2	NULL	0
375	1995	NULL	29	13.74	8	DI-C3	NULL	0
376	1985	NULL	39	312.58	12	DI-C2	NULL	0
377	1993	NULL	31	3.36	6	DI-C3	NULL	0
378	1993	NULL	31	2.94	6	DI-C3	NULL	0
379	2004	NULL	20	556.56	8	DI-C3	NULL	0
380	1997	NULL	27	852.43	8	DI-C3	NULL	0
382	1996	NULL	28	3.76	6	DI-C3	NULL	0
383	1981	NULL	43	5.36	6	DI-C2	NULL	0
384	1995	NULL	29	3.49	6	DI-C3	NULL	0
385	1974	27	50	485.92	8	CI-C3	15	1
386	1974	NULL	50	338.36	8	CI-C3	NULL	0
387	1954	NULL	70	14.2	6	CI-C3	NULL	0
388	1971	NULL	53	3.33	6	CI-C3	NULL	0
389	1994	NULL	30	4.57	6	DI-C3	NULL	0
390	1994	NULL	30	3.9	6	DI-C3	NULL	0
391	1994	NULL	30	3.74	6	DI-C3	NULL	0
392	1994	NULL	30	3.32	6	DI-C3	NULL	0
393	1994	NULL	30	4.61	6	DI-C3	NULL	0
394	1994	NULL	30	3.38	6	DI-C3	NULL	0
395	1994	NULL	30	3.89	6	DI-C3	NULL	0
396	1994	NULL	30	3.15	6	DI-C3	NULL	0
397	1994	NULL	30	3.33	6	DI-C3	NULL	0
398	1994	NULL	30	5.97	6	DI-C3	NULL	0
399	1994	NULL	30	2.88	6	DI-C3	NULL	0
400	1994	NULL	30	3.86	6	DI-C3	NULL	0
401	1958	NULL	66	3.6	6	CI-C3	NULL	0
402	1975	NULL	49	7.62	6	CI-C3	NULL	0
403	1958	NULL	66	24.36	6	CS	NULL	0
404	1910	NULL	114	8.18	6	CI-C1	NULL	0
405	1975	NULL	49	3.48	6	CI-C3	NULL	0
406	1963	25	61	661.91	6	CI-C3	2	1
407	1979	31	45	261.74	8	DI-C1	24	1
407	1979	39	45	261.74	8	DI-C1	32	1
408	1965	NULL	59	8.91	6	DI-C1	NULL	0
409	1953	NULL	71	158.61	6	CI-C3	NULL	0
411	1965	NULL	59	4.74	6	DI-C1	NULL	0
412	1995	NULL	29	18.22	8	DI-C3	NULL	0
413	1975	NULL	49	40.18	12	CI-C3	NULL	0
414	1976	NULL	48	90.05	8	DI-C1	NULL	0
415	1948	NULL	76	75.96	6	CI-C2	NULL	0
416	1949	NULL	75	34.4	2	GA	NULL	0
417	1976	NULL	48	22.37	8	DI-C1	NULL	0
418	1968	NULL	56	6.57	8	CI-C3	NULL	0
419	1993	NULL	31	3.35	6	DI-C3	NULL	0
420	1993	NULL	31	2.97	6	DI-C3	NULL	0
421	1993	NULL	31	3.14	6	DI-C3	NULL	0
422	1999	NULL	25	7.76	6	DI-C3	NULL	0
423	1993	NULL	31	108.46	6	DI-C3	NULL	0
424	1989	NULL	35	55.09	8	DI-C2	NULL	0
426	1980	NULL	44	8.56	8	DI-C2	NULL	0
427	1980	NULL	44	45.74	8	DI-C2	NULL	0
