ID	InsYear	BreakAge	Age	Length	Dia	Material	S_Year	Failure
41563	1965	NULL	59	85.15	6	AC-LP	NULL	0
41564	1981	NULL	43	7.91	6	DI-C2	NULL	0
41565	1992	NULL	32	1249.15	8	DI-C3	NULL	0
41566	1964	NULL	60	31.46	6	CI-C3	NULL	0
41567	1984	NULL	40	236.37	8	DI-C2	NULL	0
41568	1965	NULL	59	68.69	6	AC-HP	NULL	0
41570	1995	NULL	29	477.68	8	DI-C3	NULL	0
41571	1965	NULL	59	101.78	6	AC-HP	NULL	0
41572	1986	NULL	38	48.43	8	PVC-HP	NULL	0
41573	2002	1	22	247.68	8	DI-C3	17	1
41574	1993	NULL	31	63.36	8	DI-C3	NULL	0
41575	1989	NULL	35	6.71	6	DI-C2	NULL	0
41576	1967	40	57	310.39	8	CI-C3	21	1
41576	1967	48	57	310.39	8	CI-C3	29	1
41576	1967	48	57	310.39	8	CI-C3	29	1
41576	1967	43	57	310.39	8	CI-C3	24	1
41576	1967	47	57	310.39	8	CI-C3	28	1
41576	1967	37	57	310.39	8	CI-C3	18	1
41576	1967	47	57	310.39	8	CI-C3	28	1
41577	1980	NULL	44	69.87	6	CI-C3	NULL	0
41578	1981	NULL	43	16.75	4	GA	NULL	0
41579	1964	24	60	250.88	6	AC-HP	2	1
41579	1964	33	60	250.88	6	AC-HP	11	1
41579	1964	26	60	250.88	6	AC-HP	4	1
41579	1964	25	60	250.88	6	AC-HP	3	1
41581	2001	NULL	23	387.64	8	DI-C3	NULL	0
41582	1963	50	61	881.54	6	CI-C3	27	1
41583	1940	60	84	142.13	6	AC-HP	14	1
41584	1966	NULL	58	53	12	CI-C3	NULL	0
41585	1971	NULL	53	40.91	6	CI-C3	NULL	0
41586	1965	NULL	59	3.32	6	DI-C1	NULL	0
41587	1910	NULL	114	22.03	6	CI-C1	NULL	0
41588	1910	NULL	114	13.93	6	CI-C1	NULL	0
41589	1964	NULL	60	32.44	6	CI-C3	NULL	0
41590	1984	33	40	99.7	8	DI-C2	31	1
41591	1965	NULL	59	4.56	6	DI-C1	NULL	0
41592	1988	NULL	36	56.7	8	PVC-HP	NULL	0
41593	1964	NULL	60	273.44	6	CI-C3	NULL	0
41594	1962	NULL	62	202.42	6	CI-C3	NULL	0
41595	1996	NULL	28	65.01	8	DI-C3	NULL	0
41598	1993	NULL	31	13.09	8	DI-C3	NULL	0
41599	1973	NULL	51	56.56	8	CI-C3	NULL	0
41600	1965	NULL	59	1.28	6	DI-C1	NULL	0
41602	1984	NULL	40	21.03	6	DI-C2	NULL	0
41605	1996	NULL	28	551.89	8	DI-C3	NULL	0
41606	1974	NULL	50	84.73	6	CI-C3	NULL	0
41607	1962	NULL	62	227.92	6	CI-C3	NULL	0
41608	2002	NULL	22	19.57	6	DI-C3	NULL	0
41611	1948	74	76	391.62	8	CI-C2	36	1
41614	1983	NULL	41	135.39	8	DI-C2	NULL	0
41615	1951	NULL	73	143.21	6	CI-C2	NULL	0
41616	1966	NULL	58	136.7	6	AC-HP	NULL	0
41617	1965	58	59	20.78	6	DI-C1	37	1
41618	2011	NULL	13	4.38	6	DI-C3	NULL	0
41619	1986	35	38	326.89	8	PVC-LP	35	1
41620	1980	NULL	44	219	8	CI-C3	NULL	0
41621	1983	NULL	41	87.46	8	DI-C2	NULL	0
41622	1987	24	37	107.01	8	PVC-HP	25	1
41623	2000	NULL	24	1165.36	8	DI-C3	NULL	0
41624	1973	NULL	51	32.57	8	CI-C3	NULL	0
41625	2001	NULL	23	8.43	8	DI-C3	NULL	0
41626	1965	NULL	59	2.12	6	DI-C1	NULL	0
41627	1972	NULL	52	169.53	8	CI-C3	NULL	0
41628	1964	25	60	241.35	6	AC-HP	3	1
41628	1964	25	60	241.35	6	AC-HP	3	1
41629	1947	67	77	1033.03	6	CI-C2	28	1
41629	1947	57	77	1033.03	6	CI-C2	18	1
41629	1947	58	77	1033.03	6	CI-C2	19	1
41630	1954	NULL	70	354.61	8	CI-C3	NULL	0
41631	1963	NULL	61	4.6	6	CI-C3	NULL	0
41632	1965	NULL	59	272.97	8	DI-C1	NULL	0
41633	1910	NULL	114	161.49	6	CI-C1	NULL	0
41634	1991	NULL	33	4.74	6	DI-C3	NULL	0
41635	1966	43	58	388.19	6	CI-C3	23	1
41636	1965	NULL	59	3.6	6	DI-C1	NULL	0
41637	1988	NULL	36	364.06	8	DI-C2	NULL	0
41638	1967	NULL	57	34.96	6	AC-HP	NULL	0
41639	1974	NULL	50	141.81	8	CI-C3	NULL	0
41641	1982	33	42	204.49	6	DI-C2	29	1
41643	1965	NULL	59	6.22	6	DI-C1	NULL	0
41644	1965	NULL	59	4.44	6	DI-C1	NULL	0
41645	1975	NULL	49	399.44	6	AC-LP	NULL	0
41646	1965	NULL	59	106.29	8	DI-C1	NULL	0
41647	1965	NULL	59	3.82	6	DI-C1	NULL	0
41649	1985	NULL	39	11.1	8	PVC-HP	NULL	0
41651	1982	NULL	42	63.49	8	PVC-LP	NULL	0
41652	1968	35	56	199.26	6	AC-LP	17	1
41653	1973	42	51	722.34	6	CI-C3	29	1
41653	1973	41	51	722.34	6	CI-C3	28	1
41653	1973	41	51	722.34	6	CI-C3	28	1
41654	1982	29	42	338.32	8	PVC-LP	25	1
41654	1982	7	42	338.32	8	PVC-LP	3	1
41654	1982	41	42	338.32	8	PVC-LP	37	1
41656	1974	NULL	50	89.14	8	CI-C3	NULL	0
41657	1974	NULL	50	267.47	6	CI-C3	NULL	0
41658	1961	29	63	825.13	6	AC-HP	4	1
41658	1961	29	63	825.13	6	AC-HP	4	1
41658	1961	25	63	825.13	6	AC-HP	0	1
41658	1961	42	63	825.13	6	AC-HP	17	1
41658	1961	28	63	825.13	6	AC-HP	3	1
41658	1961	53	63	825.13	6	AC-HP	28	1
41658	1961	41	63	825.13	6	AC-HP	16	1
41659	1973	NULL	51	73.45	8	CI-C3	NULL	0
41660	1973	NULL	51	592.62	6	CI-C3	NULL	0
41662	1962	NULL	62	28.45	6	AC-LP	NULL	0
41665	1969	NULL	55	7.76	6	CI-C3	NULL	0
41666	2003	NULL	21	1067.99	8	DI-C3	NULL	0
41667	1968	44	56	1733.93	6	AC-LP	26	1
41667	1968	26	56	1733.93	6	AC-LP	8	1
41667	1968	40	56	1733.93	6	AC-LP	22	1
41667	1968	40	56	1733.93	6	AC-LP	22	1
41667	1968	47	56	1733.93	6	AC-LP	29	1
41667	1968	43	56	1733.93	6	AC-LP	25	1
41667	1968	43	56	1733.93	6	AC-LP	25	1
41667	1968	54	56	1733.93	6	AC-LP	36	1
41668	1966	NULL	58	1106.82	6	AC-HP	NULL	0
41669	1972	34	52	1666.7	8	CI-C3	20	1
41669	1972	21	52	1666.7	8	CI-C3	7	1
41669	1972	22	52	1666.7	8	CI-C3	8	1
41669	1972	29	52	1666.7	8	CI-C3	15	1
41669	1972	26	52	1666.7	8	CI-C3	12	1
41669	1972	44	52	1666.7	8	CI-C3	30	1
41669	1972	50	52	1666.7	8	CI-C3	36	1
41670	1959	NULL	65	6.02	6	AC-HP	NULL	0
41671	1987	23	37	79.12	2	PVC-HP	24	1
41671	1987	23	37	79.12	2	PVC-HP	24	1
41671	1987	23	37	79.12	2	PVC-HP	24	1
41671	1987	13	37	79.12	2	PVC-HP	14	1
41671	1987	15	37	79.12	2	PVC-HP	16	1
41672	2007	NULL	17	135.75	8	DI-C3	NULL	0
41673	1996	NULL	28	19.12	8	DI-C3	NULL	0
41675	1910	NULL	114	9.46	6	CI-C1	NULL	0
41676	1953	NULL	71	183.78	6	CI-C3	NULL	0
41677	1965	NULL	59	3.02	6	DI-C1	NULL	0
41678	1966	38	58	925.74	6	AC-HP	18	1
41678	1966	39	58	925.74	6	AC-HP	19	1
41678	1966	44	58	925.74	6	AC-HP	24	1
41678	1966	42	58	925.74	6	AC-HP	22	1
41678	1966	58	58	925.74	6	AC-HP	38	1
41678	1966	57	58	925.74	6	AC-HP	37	1
41679	1910	NULL	114	5.2	6	CI-C1	NULL	0
41680	1984	NULL	40	303.05	12	DI-C2	NULL	0
41681	1965	NULL	59	32.83	6	AC-HP	NULL	0
41682	1987	9	37	248.22	8	PVC-HP	10	1
41683	2002	NULL	22	576.52	8	DI-C3	NULL	0
41684	1969	NULL	55	23.96	6	CI-C3	NULL	0
41685	1965	NULL	59	267.26	6	AC-HP	NULL	0
41686	1965	NULL	59	60	8	DI-C1	NULL	0
41688	1973	NULL	51	56.76	6	CI-C3	NULL	0
41690	1998	NULL	26	82.59	8	DI-C3	NULL	0
41691	1983	NULL	41	30.18	6	DI-C2	NULL	0
41692	1979	NULL	45	73.19	6	DI-C1	NULL	0
41693	1966	NULL	58	126.35	8	AC-LP	NULL	0
41694	1956	NULL	68	106.69	6	CI-C3	NULL	0
41695	1989	NULL	35	16.8	6	DI-C2	NULL	0
41696	1988	29	36	1496.06	6	CON	31	1
41696	1988	13	36	1496.06	6	CON	15	1
41696	1988	30	36	1496.06	6	CON	32	1
41697	1953	NULL	71	155.81	6	AC-LP	NULL	0
41698	1983	NULL	41	75.86	8	DI-C2	NULL	0
41699	1947	64	77	1033.32	2	GA	25	1
41699	1947	64	77	1033.32	2	GA	25	1
41701	2005	NULL	19	76.76	8	DI-C3	NULL	0
41702	1965	NULL	59	60	8	DI-C1	NULL	0
41703	1964	NULL	60	237.21	6	AC-HP	NULL	0
41704	1993	NULL	31	310.64	8	DI-C3	NULL	0
41705	1976	NULL	48	37.97	6	CI-C3	NULL	0
41706	1986	NULL	38	127.74	2	PVC-HP	NULL	0
41707	1963	43	61	747.67	6	CI-C3	20	1
41707	1963	46	61	747.67	6	CI-C3	23	1
41707	1963	54	61	747.67	6	CI-C3	31	1
41707	1963	54	61	747.67	6	CI-C3	31	1
41708	1994	NULL	30	293.52	8	DI-C3	NULL	0
41709	1981	24	43	478.6	8	DI-C2	19	1
41709	1981	28	43	478.6	8	DI-C2	23	1
41710	1950	60	74	2387.99	8	CI-C2	24	1
41710	1950	40	74	2387.99	8	CI-C2	4	1
41710	1950	72	74	2387.99	8	CI-C2	36	1
41710	1950	54	74	2387.99	8	CI-C2	18	1
41710	1950	65	74	2387.99	8	CI-C2	29	1
41710	1950	59	74	2387.99	8	CI-C2	23	1
41710	1950	64	74	2387.99	8	CI-C2	28	1
41710	1950	55	74	2387.99	8	CI-C2	19	1
41711	1984	24	40	414.09	8	PVC-LP	22	1
41712	1983	39	41	1101.08	6	DI-C2	36	1
41712	1983	40	41	1101.08	6	DI-C2	37	1
41712	1983	25	41	1101.08	6	DI-C2	22	1
41712	1983	15	41	1101.08	6	DI-C2	12	1
41712	1983	26	41	1101.08	6	DI-C2	23	1
41713	2000	NULL	24	407.97	8	DI-C3	NULL	0
41714	1984	4	40	258.33	8	PVC-HP	2	1
41715	2007	NULL	17	28.13	8	DI-C3	NULL	0
41716	1968	NULL	56	32.27	6	AC-HP	NULL	0
41717	1962	36	62	397.56	6	AC-HP	12	1
41717	1962	38	62	397.56	6	AC-HP	14	1
41717	1962	57	62	397.56	6	AC-HP	33	1
41718	1965	NULL	59	4.03	6	DI-C1	NULL	0
41719	2000	NULL	24	24.46	8	DI-C3	NULL	0
41720	1972	50	52	1815.17	6	CI-C3	36	1
41720	1972	27	52	1815.17	6	CI-C3	13	1
41720	1972	24	52	1815.17	6	CI-C3	10	1
41720	1972	27	52	1815.17	6	CI-C3	13	1
41720	1972	30	52	1815.17	6	CI-C3	16	1
41720	1972	30	52	1815.17	6	CI-C3	16	1
41720	1972	15	52	1815.17	6	CI-C3	1	1
41720	1972	37	52	1815.17	6	CI-C3	23	1
41720	1972	28	52	1815.17	6	CI-C3	14	1
41721	1973	NULL	51	86.68	6	CI-C3	NULL	0
41722	1964	NULL	60	4.46	6	CI-C3	NULL	0
41723	1970	40	54	1145.04	6	AC-LP	24	1
41723	1970	18	54	1145.04	6	AC-LP	2	1
41724	1988	NULL	36	3.97	6	DI-C2	NULL	0
41725	1998	NULL	26	24	8	DI-C3	NULL	0
41726	1987	NULL	37	736.67	8	DI-C2	NULL	0
41729	1994	NULL	30	369.09	8	DI-C3	NULL	0
41730	1986	NULL	38	21.73	6	DI-C2	NULL	0
41731	1940	NULL	84	27.5	6	AC-HP	NULL	0
41732	1966	NULL	58	52.98	6	AC-HP	NULL	0
41733	1969	55	55	29.48	6	AC-HP	38	1
41734	1994	4	30	15.71	12	DI-C3	12	1
41735	1959	54	65	312.97	2	GA	27	1
41736	1989	NULL	35	466.27	8	DI-C2	NULL	0
41738	1974	32	50	459.96	8	CI-C3	20	1
41739	1969	40	55	298.89	6	AC-HP	23	1
41740	1995	NULL	29	44.24	8	DI-C3	NULL	0
41741	1993	NULL	31	423.48	8	DI-C3	NULL	0
41742	1990	NULL	34	17.58	6	DI-C2	NULL	0
41743	1971	NULL	53	90.28	6	CI-C3	NULL	0
41744	2002	NULL	22	5.17	6	DI-C3	NULL	0
41745	1989	13	35	1231.21	8	DI-C2	16	1
41745	1989	8	35	1231.21	8	DI-C2	11	1
41745	1989	4	35	1231.21	8	DI-C2	7	1
41746	2002	NULL	22	248.54	8	DI-C3	NULL	0
41747	1948	NULL	76	241.25	6	CI-C2	NULL	0
41748	1959	64	65	314.87	6	AC-HP	37	1
41749	1983	NULL	41	989.15	8	PVC-HP	NULL	0
41750	1974	NULL	50	22.05	6	CI-C3	NULL	0
41751	1964	54	60	753.51	6	AC-HP	32	1
41752	1992	NULL	32	374.53	8	DI-C3	NULL	0
41753	1982	NULL	42	83.08	8	PVC-LP	NULL	0
41754	1972	NULL	52	19.57	6	CI-C3	NULL	0
41755	1988	NULL	36	634.45	8	DI-C2	NULL	0
41756	1987	NULL	37	33.7	8	DI-C2	NULL	0
41757	1972	NULL	52	33.51	6	CI-C3	NULL	0
41758	2012	NULL	12	41.51	8	DI-C3	NULL	0
41759	1956	NULL	68	1556.4	6	AC	NULL	0
41760	1987	NULL	37	44.63	8	DI-C2	NULL	0
41761	1985	1	39	910.03	8	PVC-LP	0	1
41761	1985	4	39	910.03	8	PVC-LP	3	1
41762	1971	NULL	53	27.25	6	CI-C3	NULL	0
41763	1965	NULL	59	4.34	6	DI-C1	NULL	0
41764	1986	NULL	38	102.93	8	DI-C2	NULL	0
41765	1930	NULL	94	161.51	2	COP	NULL	0
41766	1996	NULL	28	7.06	6	DI-C3	NULL	0
41767	1984	NULL	40	103.02	8	PVC-HP	NULL	0
41768	1991	NULL	33	3.64	6	DI-C3	NULL	0
41769	1986	NULL	38	18.08	6	DI-C2	NULL	0
41770	1960	62	64	29.75	6	AC-LP	36	1
41771	1973	16	51	779.75	8	CI-C3	3	1
41771	1973	48	51	779.75	8	CI-C3	35	1
41772	1967	NULL	57	36.1	6	AC-HP	NULL	0
41773	1994	NULL	30	82.09	8	DI-C3	NULL	0
41774	1910	NULL	114	55.6	6	CI-C1	NULL	0
41775	1910	NULL	114	3.98	6	CI-C1	NULL	0
41777	2002	6	22	1335.2	8	DI-C3	22	1
41778	1955	32	69	873.85	6	CI-C3	1	1
41778	1955	38	69	873.85	6	CI-C3	7	1
41778	1955	66	69	873.85	6	CI-C3	35	1
41779	1999	NULL	25	828.16	8	DI-C3	NULL	0
41780	1910	NULL	114	11.96	6	CI-C1	NULL	0
41781	1960	NULL	64	1.79	6	AC-LP	NULL	0
41782	1986	38	38	446.9	8	PVC-LP	38	1
41784	1965	NULL	59	179.98	8	DI-C1	NULL	0
41785	1910	NULL	114	6.26	6	CI-C1	NULL	0
41786	1965	21	59	1083.58	8	CI-C3	0	1
41786	1965	37	59	1083.58	8	CI-C3	16	1
41787	1962	58	62	1860.05	6	AC-HP	34	1
41787	1962	54	62	1860.05	6	AC-HP	30	1
41787	1962	43	62	1860.05	6	AC-HP	19	1
41787	1962	53	62	1860.05	6	AC-HP	29	1
41788	1969	NULL	55	17.55	6	CI-C3	NULL	0
41789	1950	NULL	74	62.24	6	CI-C2	NULL	0
41790	1980	NULL	44	146.07	8	PVC-HP	NULL	0
41791	1966	NULL	58	88.84	2	GA	NULL	0
41792	1993	NULL	31	117.15	6	DI-C3	NULL	0
41793	1961	NULL	63	70.11	6	AC-HP	NULL	0
41794	1965	NULL	59	14.24	6	DI-C1	NULL	0
41795	2004	11	20	1644.05	12	DI-C3	29	1
41796	1986	NULL	38	595.29	8	DI-C2	NULL	0
41797	1961	55	63	755.89	6	AC-HP	30	1
41797	1961	43	63	755.89	6	AC-HP	18	1
41797	1961	32	63	755.89	6	AC-HP	7	1
41798	1961	NULL	63	43.83	6	CI-C3	NULL	0
41799	1966	NULL	58	306.62	6	AC-HP	NULL	0
41800	1972	NULL	52	6.79	6	CI-C3	NULL	0
41801	1999	NULL	25	95.88	8	DI-C3	NULL	0
41803	1972	NULL	52	99.63	6	CI-C3	NULL	0
41804	1965	NULL	59	61.7	8	DI-C1	NULL	0
41805	1984	NULL	40	8.46	6	DI-C2	NULL	0
41806	1971	NULL	53	47.38	2	GA	NULL	0
41807	1947	NULL	77	7.63	8	CI-C2	NULL	0
41808	1983	NULL	41	37.08	8	PVC-HP	NULL	0
41809	1947	NULL	77	19.37	8	CI-C2	NULL	0
41810	1961	NULL	63	27.24	2	GA	NULL	0
41811	1940	NULL	84	18.14	6	AC-HP	NULL	0
41812	2003	NULL	21	146.03	8	DI-C3	NULL	0
41813	2012	NULL	12	42.37	8	DI-C3	NULL	0
41814	1961	NULL	63	5.34	6	CI-C3	NULL	0
41815	1974	NULL	50	81.7	12	DI-C1	NULL	0
41816	1965	NULL	59	39.39	6	AC-HP	NULL	0
41817	1957	NULL	67	13.04	2	GA	NULL	0
41818	1973	NULL	51	77.85	2	DI-C1	NULL	0
41819	1947	NULL	77	2278.93	8	CI-C2	NULL	0
41820	1970	NULL	54	14.43	6	AC	NULL	0
41821	1963	53	61	604.84	6	AC-LP	30	1
41822	1958	49	66	1268.29	6	AC-HP	21	1
41822	1958	51	66	1268.29	6	AC-HP	23	1
41822	1958	63	66	1268.29	6	AC-HP	35	1
41823	1985	NULL	39	83.7	8	DI-C2	NULL	0
41824	1969	NULL	55	1484.97	6	CI-C3	NULL	0
41825	1982	NULL	42	29.54	2	PVC-HP	NULL	0
41826	1987	NULL	37	35.11	6	PVC-HP	NULL	0
41828	1970	NULL	54	21.53	6	CI-C3	NULL	0
41829	1964	56	60	15.93	6	AC-HP	34	1
41831	1986	NULL	38	315.65	8	DI-C2	NULL	0
41832	1988	NULL	36	66.61	8	DI-C2	NULL	0
41833	1962	NULL	62	219.44	6	AC-LP	NULL	0
41834	1998	NULL	26	46.29	8	DI-C3	NULL	0
41835	1985	NULL	39	431.79	8	PVC-HP	NULL	0
41836	1965	NULL	59	182.63	6	AC-HP	NULL	0
41838	1993	26	31	1240.03	8	DI-C3	33	1
41839	1997	NULL	27	5.86	6	DI-C3	NULL	0
41840	1980	10	44	407.8	8	PVC-HP	4	1
41840	1980	10	44	407.8	8	PVC-HP	4	1
41840	1980	13	44	407.8	8	PVC-HP	7	1
41842	1970	NULL	54	336.79	6	AC	NULL	0
41843	1969	NULL	55	282.96	6	AC-HP	NULL	0
41844	1960	47	64	408.92	6	CI-C3	21	1
41844	1960	29	64	408.92	6	CI-C3	3	1
41844	1960	39	64	408.92	6	CI-C3	13	1
41845	1964	NULL	60	71.72	6	AC-HP	NULL	0
41848	1965	NULL	59	35.35	6	AC-LP	NULL	0
41849	1970	NULL	54	50.98	6	CI-C3	NULL	0
41850	1965	NULL	59	2.39	6	DI-C1	NULL	0
41853	1971	NULL	53	956.43	6	AC-LP	NULL	0
41854	1993	NULL	31	56.6	8	DI-C3	NULL	0
41855	1964	NULL	60	54.36	8	CI-C3	NULL	0
41856	1977	NULL	47	18.06	8	CI-C3	NULL	0
41857	1987	NULL	37	147.86	6	DI-C2	NULL	0
41858	1974	NULL	50	177.66	8	CI-C3	NULL	0
41859	1961	51	63	763.14	6	AC-HP	26	1
41859	1961	49	63	763.14	6	AC-HP	24	1
41861	1969	NULL	55	19.24	6	CI-C3	NULL	0
41862	1910	NULL	114	15.31	6	CI-C1	NULL	0
41863	1940	NULL	84	33.35	6	AC-HP	NULL	0
41864	1965	34	59	502.9	6	AC-LP	13	1
41865	1962	NULL	62	5.08	6	AC	NULL	0
41866	1988	NULL	36	29.02	6	DI-C2	NULL	0
41868	1961	NULL	63	39.31	6	CI-C3	NULL	0
41869	1982	NULL	42	14.07	6	DI-C2	NULL	0
41870	1963	NULL	61	5.66	6	CI-C3	NULL	0
41874	1998	NULL	26	31.02	6	DI-C3	NULL	0
41875	1987	28	37	343.25	6	PVC-HP	29	1
41876	1948	NULL	76	366.88	8	CI-C2	NULL	0
41877	1967	NULL	57	7.67	6	AC-HP	NULL	0
41879	1986	NULL	38	5.61	6	DI-C2	NULL	0
41880	1996	NULL	28	30.49	6	DI-C3	NULL	0
41881	1959	NULL	65	1429.5	6	CI-C3	NULL	0
41882	1998	NULL	26	90.7	8	DI-C3	NULL	0
41883	1972	NULL	52	22.96	6	AC-HP	NULL	0
41884	1970	NULL	54	89.33	6	AC-HP	NULL	0
41885	1995	NULL	29	234.13	8	DI-C3	NULL	0
41887	1964	39	60	494.7	6	CI-C3	17	1
41888	1961	NULL	63	257.77	8	CI-C3	NULL	0
41890	1968	NULL	56	229.13	6	AC-LP	NULL	0
41891	1969	NULL	55	38.16	6	AC-HP	NULL	0
41892	1981	NULL	43	347.12	6	PVC-LP	NULL	0
41893	1984	NULL	40	95.22	8	PVC-HP	NULL	0
41896	1963	NULL	61	930.91	6	CI-C3	NULL	0
41897	1964	NULL	60	26.99	6	CI-C3	NULL	0
41898	1957	NULL	67	113.55	6	CI-C3	NULL	0
41900	2001	NULL	23	5.99	6	DI-C3	NULL	0
41901	1980	NULL	44	66.58	8	PVC-HP	NULL	0
41902	1965	NULL	59	51.93	8	DI-C1	NULL	0
41904	1964	NULL	60	139.84	6	AC-HP	NULL	0
41905	1974	NULL	50	442.08	8	DI-C1	NULL	0
41906	1989	NULL	35	111.41	8	DI-C2	NULL	0
41907	1976	NULL	48	38.42	8	CI-C3	NULL	0
41908	1963	28	61	620.97	6	CI-C3	5	1
41909	1977	NULL	47	45.56	8	DI-C1	NULL	0
41911	1988	NULL	36	3.88	6	DI-C2	NULL	0
41912	1978	32	46	731.16	8	DI-C1	24	1
41912	1978	44	46	731.16	8	DI-C1	36	1
41913	1977	46	47	102.33	8	CI-C3	37	1
41914	1970	18	54	69.29	2	DI-C1	2	1
41914	1970	49	54	69.29	2	DI-C1	33	1
41915	1982	NULL	42	21.37	6	DI-C2	NULL	0
41916	1940	81	84	196.21	6	AC-HP	35	1
41917	1961	61	63	1582.44	6	AC-HP	36	1
41917	1961	61	63	1582.44	6	AC-HP	36	1
41917	1961	49	63	1582.44	6	AC-HP	24	1
41917	1961	56	63	1582.44	6	AC-HP	31	1
41917	1961	56	63	1582.44	6	AC-HP	31	1
41917	1961	56	63	1582.44	6	AC-HP	31	1
41917	1961	26	63	1582.44	6	AC-HP	1	1
41918	1991	NULL	33	67.85	8	DI-C3	NULL	0
41919	1968	NULL	56	44.16	6	AC-HP	NULL	0
41920	1989	NULL	35	65.69	8	DI-C2	NULL	0
41922	1965	NULL	59	23.27	8	DI-C1	NULL	0
41923	1955	NULL	69	2.81	6	CI-C3	NULL	0
41924	1994	NULL	30	4.69	6	DI-C3	NULL	0
41925	1967	NULL	57	841.71	6	AC-HP	NULL	0
41926	1988	NULL	36	12.16	6	DI-C2	NULL	0
41927	1981	16	43	2307.13	6	CON	11	1
41927	1981	16	43	2307.13	6	CON	11	1
41927	1981	31	43	2307.13	6	CON	26	1
41927	1981	28	43	2307.13	6	CON	23	1
41927	1981	12	43	2307.13	6	CON	7	1
41927	1981	9	43	2307.13	6	CON	4	1
41927	1981	42	43	2307.13	6	CON	37	1
41928	1962	46	62	394.79	6	AC-HP	22	1
41929	1987	35	37	294.5	8	DI-C2	36	1
41932	1989	NULL	35	6.34	6	DI-C2	NULL	0
41933	1964	NULL	60	30.69	6	CI-C3	NULL	0
41934	1999	NULL	25	32.32	6	DI-C3	NULL	0
41935	1955	NULL	69	941.47	2	GA	NULL	0
41936	1971	NULL	53	414.66	6	AC-LP	NULL	0
41937	1962	36	62	812.74	2	GA	12	1
41937	1962	48	62	812.74	2	GA	24	1
41937	1962	51	62	812.74	2	GA	27	1
41937	1962	46	62	812.74	2	GA	22	1
41937	1962	38	62	812.74	2	GA	14	1
41937	1962	38	62	812.74	2	GA	14	1
41937	1962	56	62	812.74	2	GA	32	1
41937	1962	56	62	812.74	2	GA	32	1
41937	1962	56	62	812.74	2	GA	32	1
41937	1962	58	62	812.74	2	GA	34	1
41937	1962	60	62	812.74	2	GA	36	1
41937	1962	60	62	812.74	2	GA	36	1
41937	1962	61	62	812.74	2	GA	37	1
41938	1991	10	33	67.33	8	DI-C3	15	1
41938	1991	10	33	67.33	8	DI-C3	15	1
41939	1964	NULL	60	195.6	6	AC-HP	NULL	0
41940	1989	NULL	35	86.14	8	DI-C2	NULL	0
41941	1980	NULL	44	76.41	8	PVC-HP	NULL	0
41944	1957	NULL	67	376.97	6	CI-C3	NULL	0
41945	1991	NULL	33	123.99	8	DI-C3	NULL	0
41947	1989	NULL	35	165.87	8	PVC-HP	NULL	0
41948	1966	NULL	58	450.3	6	AC-HP	NULL	0
41950	1988	NULL	36	204.65	8	PVC-HP	NULL	0
41951	1982	NULL	42	204.32	8	PVC-HP	NULL	0
41952	1983	NULL	41	0.77	6	DI-C2	NULL	0
41953	1997	NULL	27	28.72	6	DI-C3	NULL	0
41954	1968	NULL	56	17.15	6	CI-C3	NULL	0
41956	1989	NULL	35	38.36	6	DI-C2	NULL	0
41958	1976	NULL	48	555.93	8	DI-C1	NULL	0
41959	1983	22	41	260.04	6	PVC-HP	19	1
41960	1965	NULL	59	90.12	8	DI-C1	NULL	0
41961	1973	NULL	51	5.34	8	CI-C3	NULL	0
41962	1993	NULL	31	109.99	8	DI-C3	NULL	0
41964	1972	NULL	52	5.57	6	CI-C3	NULL	0
41965	1968	50	56	285.67	6	AC-HP	32	1
41966	1951	NULL	73	59.53	6	CI-C2	NULL	0
41967	1949	72	75	280.37	6	CI-C2	35	1
41968	1990	NULL	34	37.78	8	DI-C2	NULL	0
41970	1947	NULL	77	1179.31	6	CI-C2	NULL	0
41971	1966	37	58	46.93	2	GA	17	1
41972	1986	22	38	225.66	8	PVC-HP	22	1
41972	1986	12	38	225.66	8	PVC-HP	12	1
41972	1986	26	38	225.66	8	PVC-HP	26	1
41972	1986	29	38	225.66	8	PVC-HP	29	1
41973	1966	NULL	58	73.34	6	AC-HP	NULL	0
41974	1967	NULL	57	71.52	6	CI-C3	NULL	0
41975	1994	NULL	30	19.51	8	DI-C3	NULL	0
41976	1986	NULL	38	68.61	8	PVC-LP	NULL	0
41977	1998	NULL	26	80.62	8	DI-C3	NULL	0
41978	1958	NULL	66	182.54	6	CI-C3	NULL	0
41980	1981	NULL	43	102.1	8	PVC-HP	NULL	0
41981	1977	NULL	47	97.03	8	CI-C3	NULL	0
41982	2002	NULL	22	1.76	4	DI-C3	NULL	0
41984	1998	NULL	26	427.83	6	DI-C3	NULL	0
41985	1987	33	37	200.58	6	PVC-HP	34	1
41986	1973	NULL	51	191.38	8	CI-C3	NULL	0
41987	1998	NULL	26	118.9	8	DI-C3	NULL	0
41988	1978	NULL	46	5.78	6	DI-C1	NULL	0
41991	1963	NULL	61	1106.01	6	CI-C3	NULL	0
41992	1948	71	76	548.35	6	CI-C2	33	1
41992	1948	40	76	548.35	6	CI-C2	2	1
41992	1948	38	76	548.35	6	CI-C2	0	1
41993	1988	NULL	36	11.28	6	DI-C2	NULL	0
41994	1961	NULL	63	365.04	8	CI-C3	NULL	0
41995	1991	NULL	33	799.05	8	DI-C3	NULL	0
