ID	Diameter	Material	InstallYear	OrgMaterial	OrgInstallYear	OrgDiameter	Status	InstallDate	BreakYear	BreakDate	Description	Failure_ID	BreakAge
4	6	DI	1973	CI	1973	6	1	1973-07-17 00:00:00.0000000	2013	2013-11-27 08:55:00.000	Water Main Repair	590	40
4	6	DI	1973	CI	1973	6	1	1973-07-17 00:00:00.0000000	2018	2018-05-25 05:28:00.000	Water Main Repair	2543	45
5	24	CI	1960	CI	1960	24	1	1960-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
10	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
14	20	CI	1960	CI	1960	20	1	1960-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
32	6	DI	1985	DI	1985	6	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
33	6	DI	1985	DI	1985	6	1	1985-09-26 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
34	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
41	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
45	6	CI	1944	CI	1944	6	0	1944-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
77	6	DI	1972	CI	1972	6	1	1972-08-21 00:00:00.0000000	2013	2013-11-05 11:34:00.000	Water Main Repair	576	41
97	6	CI	1967	CI	1967	6	1	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
122	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
124	8	CI	1965	CI	1965	8	1	1965-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
138	8	CI	1965	CI	1965	8	1	1965-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
139	8	DI	1975	DI	1975	8	1	1975-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
152	8	DI	1978	DI	1978	8	1	1978-06-20 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
156	8	DI	1973	CI	1973	8	1	1973-03-06 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
162	8	CI	1956	PVC	1956	8	1	1956-05-31 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
168	1	GAL	1996	GAL	1996	1	0	1996-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
170	6	PVC	1997	PVC	1997	6	1	1997-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
176	6	DI	1997	CI	1997	6	1	1997-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
182	6	PVC	1997	PVC	1997	6	1	1997-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
190	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
193	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
196	8	PVC	2005	PVC	2005	8	1	2005-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
203	8	PVC	1990	PVC	1990	8	1	1990-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
206	8	PVC	1991	PVC	1991	8	1	1991-10-21 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
208	8	PVC	1990	PVC	1990	8	1	1990-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
215	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
222	8	PVC	1996	PVC	1996	8	1	1996-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
231	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
234	8	PVC	1996	PVC	1996	8	1	1996-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
244	6	DI	1975	PVC	1975	6	1	1975-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
245	6	PVC	1985	PVC	1985	6	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
255	8	PVC	1999	PVC	1999	8	1	1999-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
262	12	PVC	1989	PVC	1989	12	1	1989-10-04 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
273	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
276	6	CI	1944	DI	1944	6	0	1944-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
277	6	CI	1944	DI	1944	6	0	1944-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
278	12	PVC	1987	PVC	1987	12	1	1987-03-18 00:00:00.0000000	2021	2021-09-21 08:38:00.000	Water Main Leak	3634	34
279	12	PVC	1995	PVC	1995	12	1	1995-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
284	8	PVC	2010	PVC	2010	8	1	2010-07-26 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
286	6	PVC	1996	PVC	1996	6	1	1996-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
290	12	PVC	2002	PVC	2002	12	1	2002-04-08 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
297	6	PVC	1996	PVC	1996	6	1	1996-07-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
299	6	PVC	1996	PVC	1996	6	0	1996-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
303	12	PVC	1995	PVC	1995	12	1	1995-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
309	8	PVC	1997	PVC	1997	8	1	1997-08-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
312	8	PVC	1997	PVC	1997	8	1	1997-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
313	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
334	12	CI	1923	CI	1923	12	1	1923-06-01 00:00:00.0000000	2021	2021-11-03 10:49:00.000	Water Main Leak	3654	98
343	12	PVC	1994	PVC	1994	12	1	1994-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
347	8	PVC	1994	PVC	1994	8	1	1994-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
348	8	PVC	1994	PVC	1994	8	1	1994-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
350	6	DI	1994	DI	1994	6	0	1994-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
351	8	PVC	1994	PVC	1994	8	1	1994-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
358	8	CI	1923	CI	1923	8	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
367	8	AC	1955	Trans	1955	8	1	1955-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
371	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
379	6	PVC	1996	PVC	1996	6	1	1996-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
384	12	AC	1955	AC	1955	12	1	1955-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
388	6	AC	1955	AC	1955	6	1	1955-06-01 00:00:00.0000000	2020	2020-02-15 03:20:00.000	Water Main Leak	3109	65
409	2	DI	1975	PVC	1975	2	0	1975-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
427	8	PVC	1989	PVC	1989	8	1	1989-10-31 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1081	8	PVC	1984	PVC	1984	8	1	1984-08-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1089	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1097	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1101	8	PVC	1993	PVC	1993	8	1	1993-04-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1105	8	PVC	1995	PVC	1995	8	1	1995-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1108	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
1110	8	PVC	1995	PVC	1995	8	1	1995-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1120	8	PVC	2000	PVC	2000	8	1	2000-03-06 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1131	8	DI	1985	DI	1985	8	1	1985-10-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1133	8	DI	1985	DI	1985	8	1	1985-10-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1134	8	DI	1985	DI	1985	8	1	1985-10-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1139	12	DI	1985	DI	1985	12	1	1985-10-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1141	12	DI	1985	DI	1985	12	1	1985-10-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1148	8	DI	1985	DI	1985	8	1	1985-10-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1152	12	PVC	1992	PVC	1992	12	1	1992-08-24 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1158	12	DI	1985	DI	1985	12	1	1985-10-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1160	8	PVC	1992	PVC	1992	8	1	1992-01-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1167	8	PVC	2012	PVC	2012	8	1	2012-01-26 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1171	6	DI	2000	DI	2000	6	0	2000-09-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1182	8	PVC	1987	PVC	1987	8	1	1987-07-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1191	8	PVC	1995	PVC	1995	8	1	1995-07-31 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1192	8	PVC	1992	PVC	1992	8	1	1992-10-13 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1194	8	PVC	1991	PVC	1991	8	1	1991-04-29 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1212	8	DI	1981	DI	1981	8	1	1981-06-22 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1220	8	PVC	1993	PVC	1993	8	1	1993-03-11 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1225	8	DI	1974	PVC	1974	8	1	1974-11-14 00:00:00.0000000	2012	2012-06-24 05:06:00.000	Water Main Repair	44	38
1233	8	DI	1985	DI	1985	8	1	1985-10-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1244	4	PVC	1998	PVC	1998	4	1	1998-12-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1251	8	PVC	1993	PVC	1993	8	1	1993-08-26 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1269	8	PVC	1987	PVC	1987	8	1	1987-08-11 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1270	8	PVC	1987	PVC	1987	8	1	1987-08-11 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1279	2	PVC	1998	PVC	1998	2	0	1998-01-16 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1283	8	PVC	1997	PVC	1997	8	1	1997-03-26 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1292	8	DI	1985	DI	1985	8	1	1985-10-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1296	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
1300	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
1305	0	PVC	1980	PVC	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL
1326	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
1328	12	PVC	1985	PVC	1985	12	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1353	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1358	20	CI	1923	CI	1923	20	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1363	2	ST	1945	ST	1945	2	0	1945-06-01 00:00:00.0000000	2021	2021-07-14 10:37:00.000	Water Main Leak	3570	76
1373	8	CI	1956	CI	1956	8	0	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1376	12	DI	1987	DI	1987	12	1	1987-04-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1380	6	DI	1995	CI	1995	6	1	1995-01-01 00:00:00.0000000	2014	2014-02-13 01:28:00.000	Water Main Repair	896	19
1380	6	DI	1995	CI	1995	6	1	1995-01-01 00:00:00.0000000	2013	2013-11-27 07:36:00.000	Water Main Repair	589	18
1381	10	CI	1914	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL	NULL
1382	8	DI	1994	CI	1994	8	1	1994-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1390	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1392	8	DI	2016	CI	2016	8	1	2016-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1398	6	DI	1990	CI	1990	6	1	1990-08-28 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1399	6	CI	1944	CI	1944	6	0	1944-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1423	6	CI	1967	CI	1967	6	0	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1426	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
1430	8	DI	2008	DI	2008	8	1	2008-08-18 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1433	12	DI	1970	DI	1970	12	1	1970-02-11 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1452	6	DI	1977	DI	1977	6	0	1977-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1460	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
1466	6	CI	1956	DI	1956	6	0	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1482	8	CI	1923	CI	1923	8	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1486	8	CI	1923	CI	1923	8	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1492	20	DI	1987	CI	1987	20	1	1987-04-20 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1503	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1509	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	2013	2013-12-16 09:07:00.000	Water Main Repair	627	90
1513	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1514	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2742	12	PVC	1986	PVC	1986	12	1	1986-10-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2749	8	CI	1914	CI	NULL	8	0	NULL	NULL	NULL	NULL	NULL	NULL
2752	8	CI	1914	CI	NULL	8	0	NULL	NULL	NULL	NULL	NULL	NULL
2753	8	CI	1935	CI	1935	8	1	1935-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2758	8	CI	1956	PVC	1956	8	1	1956-05-31 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2762	8	CI	1935	CI	1935	8	0	1935-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2764	8	CI	1914	CI	NULL	8	0	NULL	NULL	NULL	NULL	NULL	NULL
2767	6	DI	1990	CI	1990	6	1	1990-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2771	4	PVC	1996	PVC	1996	4	1	1996-07-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2776	12	PVC	2000	PVC	2000	12	1	2000-03-14 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2795	8	PVC	1994	PVC	1994	8	1	1994-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2797	8	PVC	1995	PVC	1995	8	1	1995-11-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2822	8	DI	1976	DI	1976	8	1	1976-05-14 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2825	8	DI	1976	DI	1976	8	1	1976-05-14 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2832	8	DI	1972	CI	1972	8	1	1972-10-19 00:00:00.0000000	2022	2022-01-07 10:44:00.000	Water Main Leak	3697	50
2839	6	DI	1972	CI	1972	6	0	1972-10-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2844	8	PVC	1980	PVC	NULL	8	1	NULL	NULL	NULL	NULL	NULL	NULL
2849	4	PVC	1980	PVC	NULL	4	1	NULL	NULL	NULL	NULL	NULL	NULL
2864	4	PVC	2007	PVC	2007	4	1	2007-02-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2874	12	PVC	2001	PVC	2001	12	1	2001-03-20 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2879	8	PVC	1991	PVC	1991	8	1	1991-06-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2888	6	DI	1990	DI	1990	6	0	1990-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2897	8	PVC	1991	PVC	1991	8	1	1991-10-18 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2898	8	PVC	1991	PVC	1991	8	1	1991-10-18 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2907	8	PVC	1991	PVC	1991	8	1	1991-10-18 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2908	8	PVC	1991	PVC	1991	8	1	1991-10-18 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2909	6	DI	1991	DI	1991	6	0	1991-10-18 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2910	6	DI	1991	DI	1991	6	0	1991-10-18 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2921	6	DI	1977	DI	1977	6	0	1977-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2924	12	DI	1975	DI	1975	12	1	1975-05-30 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2930	12	DI	1977	DI	1977	12	1	1977-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2940	4	PVC	2001	PVC	2001	4	0	2001-05-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2944	4	PVC	2001	PVC	2001	4	0	2001-05-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2946	6	DI	1977	DI	1977	6	0	1977-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2962	8	PVC	2001	PVC	2001	8	1	2001-03-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2965	8	PVC	1999	PVC	1999	8	1	1999-07-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2968	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
2978	6	DI	1977	DI	1977	6	1	1977-06-06 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2979	6	DI	1977	DI	1977	6	1	1977-06-06 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2980	6	DI	1977	DI	1977	6	0	1977-06-06 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2984	8	CI	1969	CI	1969	8	1	1969-09-24 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2988	8	PVC	1980	PVC	NULL	8	1	NULL	NULL	NULL	NULL	NULL	NULL
2989	8	PVC	2004	PVC	2004	8	1	2004-06-30 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
2997	12	PVC	1980	PVC	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL
3002	6	CI	1956	CI	1956	6	1	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3006	8	PVC	2001	PVC	2001	8	0	2001-05-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3014	4	PVC	2004	PVC	2004	4	1	2004-06-30 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3018	4	PVC	2004	PVC	2004	4	1	2004-06-30 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3027	4	PVC	2004	PVC	2004	4	1	2004-06-30 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3028	4	PVC	2004	PVC	2004	4	1	2004-06-30 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3031	6	DI	1987	CI	1987	6	1	1987-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3041	6	CI	1955	CI	1955	6	1	1955-04-11 00:00:00.0000000	2015	2015-04-01 04:15:00.000	Water Main Repair	1331	60
3050	6	CI	1956	CI	1956	6	0	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3051	6	CI	1956	CI	1956	6	1	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3063	6	CI	1956	DI	1956	6	0	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3064	6	CI	1955	CI	1955	6	1	1955-10-21 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3090	6	CI	1956	CI	1956	6	1	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3091	6	CI	1956	CI	1956	6	1	1956-10-31 00:00:00.0000000	2015	2015-10-26 09:14:00.000	Water Main Repair	1517	59
3095	6	CI	1957	CI	1957	6	1	1957-01-26 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3100	6	CI	1956	CI	1956	6	0	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3103	6	CI	1956	CI	1956	6	0	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3105	6	CI	1957	CI	1957	6	1	1957-06-01 00:00:00.0000000	2013	2013-11-14 07:07:00.000	Water Main Repair	584	56
3105	6	CI	1957	CI	1957	6	1	1957-06-01 00:00:00.0000000	2019	2019-02-02 05:14:00.000	Water Main Leak	2780	62
3110	8	PVC	1994	PVC	1994	8	1	1994-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3114	8	PVC	1995	PVC	1995	8	1	1995-03-21 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3119	8	PVC	1993	PVC	1993	8	1	1993-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
436	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
446	4	AC	1955	AC	1955	4	0	1955-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
449	6	AC	1955	AC	1955	6	0	1955-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
453	8	DI	1975	PVC	1975	8	0	1975-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
455	8	DI	1975	PVC	1975	8	0	1975-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
467	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	2013	2013-08-08 12:21:00.000	Water Main Repair	509	28
482	8	PVC	1994	PVC	1994	8	1	1994-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
484	4	DI	1992	DI	1992	4	1	1992-12-29 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
485	6	AC	1955	AC	1955	6	0	1955-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
495	8	PVC	2014	PVC	2014	8	1	2014-05-01 00:00:00.0000000	2013	2013-03-24 06:42:00.000	Water Main Repair	385	-1
502	12	PVC	1996	PVC	1996	12	1	1996-01-22 00:00:00.0000000	2014	2014-01-07 06:52:00.000	Water Main Repair	666	18
518	12	PVC	1985	PVC	1985	12	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
524	12	PVC	1994	PVC	1994	12	1	1994-10-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
529	12	PVC	1994	PVC	1994	12	1	1994-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
533	6	DI	1994	DI	1994	6	0	1994-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
538	8	PVC	1988	PVC	1988	8	1	1988-07-28 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
541	12	CI	1956	CI	1956	12	1	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
542	12	CI	1956	CI	1956	12	1	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3308	8	DI	1972	CI	1972	8	1	1972-06-02 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3331	8	DI	1977	DI	1977	8	1	1977-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3332	6	CI	1955	CI	1955	6	1	1955-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3334	6	CI	1967	CI	1967	6	0	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3346	6	CI	1956	CI	1956	6	0	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3350	6	CI	1956	DI	1956	6	0	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3353	8	CI	1967	CI	1967	8	1	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3363	6	CI	1914	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL	NULL
3376	6	CI	1956	CI	1956	6	1	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3381	6	DI	1987	CI	1987	6	1	1987-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3386	16	CI	1970	CI	1970	16	1	1970-02-11 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3390	6	CI	1967	CI	1967	6	1	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3393	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
3397	8	DI	1967	DI	1967	8	1	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3402	6	CI	1956	CI	1956	6	1	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3409	6	CI	1956	CI	1956	6	1	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3410	6	DI	1967	DI	1967	6	0	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3415	6	DI	1965	DI	1965	6	1	1965-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3424	12	DI	1973	CI	1973	12	1	1973-03-22 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3437	6	DI	1987	CI	1987	6	1	1987-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3461	8	DI	1987	DI	1987	8	1	1987-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3462	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
3478	6	CI	1970	CI	1970	6	0	1970-02-11 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3488	16	CI	1970	CI	1970	16	1	1970-02-11 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
3489	6	CI	1967	CI	1967	6	0	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
