ID	Diameter	Material	InstallYear	OrgMaterial	OrgInstallYear	OrgDiameter	Status	InstallDate	BreakYear	BreakDate	Description	Failure_ID	BreakAge
8071	12	PVC	1997	PVC	1997	12	1	1997-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8077	12	PVC	1980	PVC	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL
8080	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
8088	12	PVC	1995	PVC	1995	12	1	1995-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8091	12	PVC	1985	PVC	1985	12	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8093	12	PVC	1992	PVC	1992	12	1	1992-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8098	8	PVC	2000	PVC	2000	8	1	2000-09-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8113	8	PVC	1988	PVC	1988	8	1	1988-10-21 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8114	8	PVC	1991	PVC	1991	8	1	1991-01-15 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8115	6	DI	2000	DI	2000	6	0	2000-09-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8121	8	PVC	1994	PVC	1994	8	1	1994-05-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8134	8	PVC	2001	PVC	2001	8	1	2001-03-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8137	6	DI	1996	DI	1996	6	0	1996-09-20 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8161	12	PVC	1996	PVC	1996	12	1	1996-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8169	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
8172	8	CI	1923	PVC	1923	8	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8193	36	DI	2005	DI	2005	36	1	2005-03-30 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8218	6	DI	1977	DI	1977	6	0	1977-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8223	6	DI	1977	DI	1977	6	0	1977-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8235	12	DI	1965	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL
8245	8	DI	1979	DI	1979	8	1	1979-03-08 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8253	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
8261	8	DI	1984	DI	1984	8	1	1984-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8263	8	DI	1984	DI	1984	8	1	1984-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8265	12	DI	1965	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL
8266	8	DI	1979	DI	1979	8	1	1979-10-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8267	8	PVC	1995	PVC	1995	8	1	1995-02-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8272	8	PVC	1994	PVC	1994	8	1	1994-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8279	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
8284	8	DI	1975	PVC	1975	8	1	1975-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8289	6	DI	1967	DI	1967	6	0	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8293	8	DI	1977	DI	1977	8	1	1977-10-15 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8305	8	PVC	1992	PVC	1992	8	1	1992-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8307	8	PVC	1992	PVC	1992	8	1	1992-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8315	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
8318	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
8325	6	PVC	1997	PVC	1997	6	1	1997-03-21 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8330	8	DI	1977	DI	1977	8	1	1977-10-15 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12315	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
12319	8	PVC	1991	PVC	1991	8	1	1991-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12322	8	PVC	1991	PVC	1991	8	1	1991-09-20 00:00:00.0000000	2019	2019-10-29 06:28:00.000	Water Main Leak	2991	28
12323	8	PVC	1986	PVC	1986	8	1	1986-08-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12326	8	PVC	1986	PVC	1986	8	1	1986-08-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12341	6	DI	1986	DI	1986	6	0	1986-08-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12349	12	DI	1974	DI	1974	12	1	1974-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12352	12	DI	1974	DI	1974	12	1	1974-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12363	8	PVC	1995	PVC	1995	8	1	1995-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12384	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
12391	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
12393	8	DI	1965	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL	NULL
12400	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12403	8	PVC	1991	PVC	1991	8	1	1991-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12405	8	PVC	1991	PVC	1991	8	1	1991-08-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12411	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12431	2.25	CI	1967	CI	1967	2.25	1	1967-06-01 00:00:00.0000000	2013	2013-01-24 01:36:00.000	Water Main Repair	322	46
12443	12	DI	1974	DI	1974	12	1	1974-01-08 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12455	6	CI	1914	CI	NULL	6	1	NULL	2018	2018-09-29 07:39:00.000	Water Main Leak	2659	104
12465	6	DI	1974	DI	1974	6	0	1974-01-08 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8294	8	DI	1978	DI	1978	8	1	1978-05-20 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8300	6	CI	1970	CI	1970	6	1	1970-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8301	8	PVC	1997	PVC	1997	8	1	1997-03-21 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8303	6	CI	1970	CI	1970	6	1	1970-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8308	6	PVC	1997	PVC	1997	6	1	1997-03-21 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8309	8	PVC	1992	PVC	1992	8	1	1992-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8311	8	PVC	1992	PVC	1992	8	1	1992-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8323	8	PVC	1980	PVC	NULL	8	1	NULL	NULL	NULL	NULL	NULL	NULL
8327	6	DI	1973	CI	1973	6	0	1973-06-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8328	6	DI	1976	DI	1976	6	1	1976-04-22 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8331	8	PVC	1990	PVC	1990	8	1	1990-04-26 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8342	6	DI	2000	DI	2000	6	0	2000-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12330	8	PVC	1986	PVC	1986	8	1	1986-08-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12332	8	PVC	1992	PVC	1992	8	1	1992-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12344	12	DI	1974	DI	1974	12	1	1974-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12355	8	PVC	1980	PVC	NULL	8	1	NULL	NULL	NULL	NULL	NULL	NULL
12356	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12358	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12379	8	PVC	1986	PVC	1986	8	1	1986-08-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12380	8	PVC	1986	PVC	1986	8	1	1986-07-22 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12385	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
12392	6	DI	1965	DI	NULL	6	0	NULL	2012	2012-08-01 08:53:00.000	Water Main Repair	116	47
12399	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12426	6	CI	1956	CI	1956	6	1	1956-06-01 00:00:00.0000000	2016	2016-08-17 10:00:00.000	Water Main Repair	1766	60
12430	2.25	CI	1914	CI	NULL	2.25	1	NULL	NULL	NULL	NULL	NULL	NULL
12437	12	DI	1965	DI	1965	12	1	1965-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12438	12	DI	1974	DI	1974	12	1	1974-01-08 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12440	12	DI	1974	DI	1974	12	1	1974-01-08 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12462	6	DI	1974	DI	1974	6	0	1974-01-08 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12481	6	DI	1974	DI	1974	6	0	1974-01-08 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12510	8	PVC	1994	PVC	1994	8	1	1994-02-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12511	6	DI	1967	DI	1967	6	0	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12514	6	DI	1974	DI	1974	6	0	1974-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12515	6	DI	1974	DI	1974	6	0	1974-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12517	8	CI	1967	CI	1967	8	1	1967-06-01 00:00:00.0000000	2015	2015-02-22 03:02:00.000	Water Main Repair	1252	48
12520	8	CI	1967	CI	1967	8	1	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12521	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
9046	20	ST	1945	ST	1945	20	1	1945-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9051	12	ST	1945	ST	1945	12	1	1945-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9056	8	CI	1969	CI	1969	8	1	1969-04-22 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9081	6	CI	1930	CI	1930	6	1	1930-06-01 00:00:00.0000000	2019	2019-04-10 09:26:00.000	Water Main Leak	2828	89
9081	6	CI	1930	CI	1930	6	1	1930-06-01 00:00:00.0000000	2019	2019-06-19 07:57:00.000	Water Main Leak	2872	89
9081	6	CI	1930	CI	1930	6	1	1930-06-01 00:00:00.0000000	2016	2016-08-08 04:11:00.000	Water Main Leak	1755	86
9101	12	CI	1923	CI	1923	12	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9105	12	CI	1923	CI	1923	12	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9112	4	CI	1955	CI	1955	4	1	1955-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9114	12	CI	1915	CI	1915	12	1	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9122	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
9124	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
9128	1	CU	1987	CU	1987	1	0	1987-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9129	12	CI	1923	CI	1923	12	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9133	6	CI	1915	CI	1915	6	1	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9134	6	CI	1915	CI	1915	6	1	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9135	6	CI	1915	CI	1915	6	1	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9138	6	CI	1915	CI	1915	6	1	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9146	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
9164	12	CI	1923	CI	1923	12	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9166	12	CI	1923	CI	1923	12	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9172	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
9175	2	CI	1954	PVC	1954	2	0	1954-08-18 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9178	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9185	20	CI	1923	CI	1923	20	1	1923-05-31 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9200	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
9212	24	CI	1889	CI	1889	24	1	1889-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9217	6	CI	1915	CI	1915	6	1	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9233	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9248	12	CI	1915	CI	1915	12	1	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1543	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1547	12	CI	1923	CI	1923	12	1	1923-06-01 00:00:00.0000000	2020	2020-12-04 08:05:00.000	Water Main Leak	3264	97
1553	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1559	4	CI	1923	CI	1923	4	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1561	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	2017	2017-12-01 02:03:00.000	Water Main Repair	2172	94
1561	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	2021	2021-07-31 04:42:00.000	Water Main Leak	3592	98
1590	4	CI	1944	CI	1944	4	0	1944-06-01 00:00:00.0000000	2014	2014-01-29 02:58:00.000	Water Main Repair	814	70
1591	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
1593	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1596	8	PVC	1989	PVC	1989	8	1	1989-04-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
1603	10	CI	1923	CI	1923	10	1	1923-06-01 00:00:00.0000000	2020	2020-05-19 01:36:00.000	Water Main Leak	3146	97
4974	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
4978	8	PVC	1999	PVC	1999	8	1	1999-11-29 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
4985	6	CI	1965	CI	1965	6	1	1965-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
4988	8	DI	1973	CI	1973	8	1	1973-09-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
4989	6	CI	1944	CI	1944	6	1	1944-06-01 00:00:00.0000000	2016	2016-05-14 02:46:00.000	Water Main Repair	1675	72
4989	6	CI	1944	CI	1944	6	1	1944-06-01 00:00:00.0000000	2019	2019-09-30 12:21:00.000	Water Main Leak	2981	75
4989	6	CI	1944	CI	1944	6	1	1944-06-01 00:00:00.0000000	2019	2019-12-19 06:16:00.000	Water Main Leak	3058	75
4989	6	CI	1944	CI	1944	6	1	1944-06-01 00:00:00.0000000	2019	2019-12-20 10:42:00.000	Water Main Leak	3065	75
4994	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
6	20	CI	1960	CI	1960	20	1	1960-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
9	4	CI	1956	CI	1956	4	1	1956-06-01 00:00:00.0000000	2014	2014-01-12 05:43:00.000	Water Main Repair	734	58
11	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
12	6	DI	1976	DI	1976	6	1	1976-10-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
21	6	CI	1955	CI	1955	6	1	1955-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26	6	DI	1979	DI	1979	6	1	1979-02-16 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28	4	DI	1979	DI	1979	4	1	1979-02-16 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
39	6	DI	1997	DI	1997	6	1	1997-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
51	6	DI	1972	CI	1972	6	1	1972-08-21 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
55	6	DI	1972	CI	1972	6	1	1972-08-21 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
56	6	DI	1979	DI	1979	6	1	1979-02-16 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
57	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
58	6	DI	1972	CI	1972	6	1	1972-08-21 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
61	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
64	6	CI	1935	CI	1935	6	1	1935-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
70	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
74	6	CI	1914	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL	NULL
85	6	DI	1972	CI	1972	6	0	1972-08-21 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
91	6	CI	1956	CI	1956	6	1	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
107	4	CI	1967	CI	1967	4	1	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
108	6	CI	1965	CI	1965	6	1	1965-02-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
111	6	CI	1944	CI	1944	6	1	1944-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
115	4	CI	1965	CI	1965	4	1	1965-02-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
118	6	CI	1967	CI	1967	6	0	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
127	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
167	1	GAL	1923	GAL	1923	1	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
169	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	2014	2014-01-08 11:32:00.000	Water Main Repair	676	91
169	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	2021	2021-12-22 07:12:00.000	Water Main Leak	3688	98
174	6	CI	1915	CI	1915	6	1	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
178	6	PVC	1997	PVC	1997	6	1	1997-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
188	12	PVC	1994	PVC	1994	12	1	1994-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
195	6	CI	1935	CI	1935	6	1	1935-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
200	8	PVC	1991	PVC	1991	8	1	1991-10-21 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
213	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
214	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
218	8	PVC	1995	PVC	1995	8	1	1995-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
224	6	PVC	1995	PVC	1995	6	0	1995-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
240	8	PVC	1999	PVC	1999	8	1	1999-02-26 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
241	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
243	6	DI	1975	PVC	1975	6	1	1975-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
251	6	PVC	1985	PVC	1985	6	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
257	8	CI	1923	DI	1923	8	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
259	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
271	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
8310	6	PVC	1997	PVC	1997	6	1	1997-03-21 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8313	6	DI	1967	DI	1967	6	0	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
8333	6	CI	1968	CI	1968	6	1	1968-01-30 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12331	8	PVC	1986	PVC	1986	8	1	1986-08-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12337	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
12343	6	DI	1992	DI	1992	6	0	1992-06-15 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12345	6	DI	1967	DI	1967	6	0	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12347	12	DI	1967	DI	1967	12	1	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12360	8	PVC	1989	PVC	1989	8	1	1989-06-20 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12367	8	PVC	1993	PVC	1993	8	1	1993-02-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12373	8	PVC	1993	PVC	1993	8	1	1993-02-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12390	8	DI	1985	DI	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12396	8	PVC	1992	PVC	1992	8	1	1992-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12404	8	PVC	1993	PVC	1993	8	1	1993-10-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12408	8	PVC	1985	PVC	1985	8	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12409	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
12423	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
12427	6	CI	1956	DI	1956	6	0	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
12447	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
6140	8	PVC	2021	PVC	2021	8	1	2021-08-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6146	8	PVC	2021	PVC	2021	8	1	2021-08-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6160	8	PVC	2021	PVC	2021	8	1	2021-08-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6166	6	DI	2021	DI	2021	6	0	2021-08-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6172	24	DI	2014	DI	2014	24	1	2014-07-31 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6174	8	PVC	2021	PVC	2021	8	1	2021-09-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6179	6	DI	2021	DI	2021	6	0	2021-09-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6196	6	DI	2019	DI	2019	6	0	2019-12-30 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6205	6	PVC	2019	PVC	2019	6	0	2019-09-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6214	8	PVC	2019	PVC	2019	8	0	2019-09-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6222	12	FUSPVC	2012	FUSPVC	2012	12	1	2012-03-30 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6225	6	DI	2021	DI	2021	6	0	2021-11-05 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6228	4	PVC	2021	PVC	2021	4	0	2021-11-05 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6236	6	PVC	2016	PVC	2016	6	1	2016-03-04 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6243	6	PVC	2014	PVC	2014	6	1	2014-07-31 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6249	8	DI	2014	DI	2014	8	1	2014-07-31 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6251	6	DI	2014	DI	2014	6	0	2014-07-31 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6273	6	DI	2013	DI	2013	6	0	2013-02-11 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6275	6	PVC	2008	PVC	2008	6	1	2008-04-30 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6278	8	PVC	2015	PVC	2015	8	1	2015-04-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6279	8	PVC	2015	PVC	2015	8	1	2015-04-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6286	12	PVC	2015	PVC	2015	12	1	2015-04-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6304	8	PVC	2016	PVC	2016	8	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6313	8	DI	2016	DI	2016	8	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6318	6	DI	2016	DI	2016	6	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6321	8	PVC	2016	PVC	2016	8	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6341	8	PVC	2016	PVC	2016	8	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6345	8	PVC	2016	PVC	2016	8	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6351	6	DI	2016	DI	2016	6	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6354	6	DI	2016	DI	2016	6	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6357	8	PVC	2016	PVC	2016	8	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6359	8	PVC	2016	PVC	2016	8	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6365	8	PVC	2016	PVC	2016	8	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
6369	8	PVC	2016	PVC	2016	8	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
